GEOID,NAME,Age,estimate,approx_moe
48001950700,"Census Tract 9507, Anderson County, Texas",50-54,107,60.8276253029822
48001950700,"Census Tract 9507, Anderson County, Texas",55-59,56,33.1058907144937
48001950700,"Census Tract 9507, Anderson County, Texas",60-61,47,39.56008088970496
48001950700,"Census Tract 9507, Anderson County, Texas",62-64,28,20.808652046684813
48001950700,"Census Tract 9507, Anderson County, Texas",65-66,24,19.1049731745428
48001950700,"Census Tract 9507, Anderson County, Texas",67-69,67,42.04759208325728
48001950700,"Census Tract 9507, Anderson County, Texas",70-74,76,46.57252408878007
48001950700,"Census Tract 9507, Anderson County, Texas",75-79,102,50.60632371551998
48001950800,"Census Tract 9508, Anderson County, Texas",50-54,370,182.12358441453978
48001950800,"Census Tract 9508, Anderson County, Texas",55-59,208,101.83319694480774
48001950800,"Census Tract 9508, Anderson County, Texas",60-61,35,36.235341863986875
48001950800,"Census Tract 9508, Anderson County, Texas",62-64,157,92.09777413162601
48001950800,"Census Tract 9508, Anderson County, Texas",65-66,58,43.01162633521314
48001950800,"Census Tract 9508, Anderson County, Texas",67-69,177,73.87827826905551
48001950800,"Census Tract 9508, Anderson County, Texas",70-74,158,83.21658488546619
48001950800,"Census Tract 9508, Anderson County, Texas",75-79,144,72.83543093852057
48001950901,"Census Tract 9509.01, Anderson County, Texas",50-54,340,135.88230201170424
48001950901,"Census Tract 9509.01, Anderson County, Texas",55-59,389,142.12670403551894
48001950901,"Census Tract 9509.01, Anderson County, Texas",60-61,251,101.53324578678651
48001950901,"Census Tract 9509.01, Anderson County, Texas",62-64,347,115.88356225108029
48001950901,"Census Tract 9509.01, Anderson County, Texas",65-66,169,80.62257748298549
48001950901,"Census Tract 9509.01, Anderson County, Texas",67-69,200,88.86506625215557
48001950901,"Census Tract 9509.01, Anderson County, Texas",70-74,336,109.27488274987991
48001950901,"Census Tract 9509.01, Anderson County, Texas",75-79,266,118.10588469674151
48001950902,"Census Tract 9509.02, Anderson County, Texas",50-54,671,293.6153946917634
48001950902,"Census Tract 9509.02, Anderson County, Texas",55-59,407,137.05838172107534
48001950902,"Census Tract 9509.02, Anderson County, Texas",60-61,92,59.665735560705194
48001950902,"Census Tract 9509.02, Anderson County, Texas",62-64,308,126.73200069437868
48001950902,"Census Tract 9509.02, Anderson County, Texas",65-66,210,89.35882720806042
48001950902,"Census Tract 9509.02, Anderson County, Texas",67-69,104,90.62008607367353
48001950902,"Census Tract 9509.02, Anderson County, Texas",70-74,109,56.72741841473134
48001950902,"Census Tract 9509.02, Anderson County, Texas",75-79,170,106.55045753069294
48001951000,"Census Tract 9510, Anderson County, Texas",50-54,370,119.4026800369238
48001951000,"Census Tract 9510, Anderson County, Texas",55-59,434,132.61221663180206
48001951000,"Census Tract 9510, Anderson County, Texas",60-61,228,72.86288492778748
48001951000,"Census Tract 9510, Anderson County, Texas",62-64,395,121.03718436910205
48001951000,"Census Tract 9510, Anderson County, Texas",65-66,161,61.61168720299745
48001951000,"Census Tract 9510, Anderson County, Texas",67-69,307,134.07833531186162
48001951000,"Census Tract 9510, Anderson County, Texas",70-74,424,138.85243966167826
48001951000,"Census Tract 9510, Anderson County, Texas",75-79,169,73.06161783043132
48001951100,"Census Tract 9511, Anderson County, Texas",50-54,198,105.89145385724005
48001951100,"Census Tract 9511, Anderson County, Texas",55-59,297,120.2538980657176
48001951100,"Census Tract 9511, Anderson County, Texas",60-61,109,72.18032973047436
48001951100,"Census Tract 9511, Anderson County, Texas",62-64,197,83.86298349093002
48001951100,"Census Tract 9511, Anderson County, Texas",65-66,231,97.62171889492625
48001951100,"Census Tract 9511, Anderson County, Texas",67-69,162,63.702433234531945
48001951100,"Census Tract 9511, Anderson County, Texas",70-74,272,74.27651041883968
48001951100,"Census Tract 9511, Anderson County, Texas",75-79,117,50.774009099144415
48003950100,"Census Tract 9501, Andrews County, Texas",50-54,109,44.82186966202994
48003950100,"Census Tract 9501, Andrews County, Texas",55-59,196,76.84399781375251
48003950100,"Census Tract 9501, Andrews County, Texas",60-61,35,25.612496949731394
48003950100,"Census Tract 9501, Andrews County, Texas",62-64,76,46.51881339845203
48003950100,"Census Tract 9501, Andrews County, Texas",65-66,30,31.38470965295043
48003950100,"Census Tract 9501, Andrews County, Texas",67-69,90,49.193495504995376
48003950100,"Census Tract 9501, Andrews County, Texas",70-74,14,19.1049731745428
48003950100,"Census Tract 9501, Andrews County, Texas",75-79,39,23.706539182259394
48003950200,"Census Tract 9502, Andrews County, Texas",50-54,326,133.4541119636259
48003950200,"Census Tract 9502, Andrews County, Texas",55-59,367,123.10970717209915
48003950200,"Census Tract 9502, Andrews County, Texas",60-61,294,117.34564329364768
48003950200,"Census Tract 9502, Andrews County, Texas",62-64,307,135.5912976558599
48003950200,"Census Tract 9502, Andrews County, Texas",65-66,169,86.53900854527974
48003950200,"Census Tract 9502, Andrews County, Texas",67-69,88,58.412327466040935
48003950200,"Census Tract 9502, Andrews County, Texas",70-74,181,99.29753269845128
48003950200,"Census Tract 9502, Andrews County, Texas",75-79,86,58.60034129593445
48003950300,"Census Tract 9503, Andrews County, Texas",50-54,270,86.6083136886985
48003950300,"Census Tract 9503, Andrews County, Texas",55-59,118,70.7248188403477
48003950300,"Census Tract 9503, Andrews County, Texas",60-61,120,92.64987857520376
48003950300,"Census Tract 9503, Andrews County, Texas",62-64,122,80.2122185206219
48003950300,"Census Tract 9503, Andrews County, Texas",65-66,57,42.80186911806539
48003950300,"Census Tract 9503, Andrews County, Texas",67-69,88,66.84309986827361
48003950300,"Census Tract 9503, Andrews County, Texas",70-74,132,69.40461079784254
48003950300,"Census Tract 9503, Andrews County, Texas",75-79,27,27.018512172212592
48003950400,"Census Tract 9504, Andrews County, Texas",50-54,283,98.18350166906862
48003950400,"Census Tract 9504, Andrews County, Texas",55-59,42,31.11269837220809
48003950400,"Census Tract 9504, Andrews County, Texas",60-61,63,54.62600113499065
48003950400,"Census Tract 9504, Andrews County, Texas",62-64,54,46.66904755831214
48003950400,"Census Tract 9504, Andrews County, Texas",65-66,51,39.66106403010388
48003950400,"Census Tract 9504, Andrews County, Texas",67-69,83,55.65968020030299
48003950400,"Census Tract 9504, Andrews County, Texas",70-74,78,53.600373133029585
48003950400,"Census Tract 9504, Andrews County, Texas",75-79,68,44.553338819890925
48005000101,"Census Tract 1.01, Angelina County, Texas",50-54,397,147.20054347725758
48005000101,"Census Tract 1.01, Angelina County, Texas",55-59,520,168.80758276807353
48005000101,"Census Tract 1.01, Angelina County, Texas",60-61,176,89.49860334105779
48005000101,"Census Tract 1.01, Angelina County, Texas",62-64,269,108.16653826391968
48005000101,"Census Tract 1.01, Angelina County, Texas",65-66,176,90.87353850269065
48005000101,"Census Tract 1.01, Angelina County, Texas",67-69,207,108.78419002777932
48005000101,"Census Tract 1.01, Angelina County, Texas",70-74,316,124.65151423067431
48005000101,"Census Tract 1.01, Angelina County, Texas",75-79,48,44.10215414239989
48005000102,"Census Tract 1.02, Angelina County, Texas",50-54,273,110.43550153822818
48005000102,"Census Tract 1.02, Angelina County, Texas",55-59,259,82.13403679352427
48005000102,"Census Tract 1.02, Angelina County, Texas",60-61,130,86.27861844049197
48005000102,"Census Tract 1.02, Angelina County, Texas",62-64,96,54.67174773134658
48005000102,"Census Tract 1.02, Angelina County, Texas",65-66,37,32.526911934581186
48005000102,"Census Tract 1.02, Angelina County, Texas",67-69,121,65.86349520030045
48005000102,"Census Tract 1.02, Angelina County, Texas",70-74,150,62.289646009589745
48005000102,"Census Tract 1.02, Angelina County, Texas",75-79,125,66.24198064671678
48005000200,"Census Tract 2, Angelina County, Texas",50-54,338,155.90060936378666
48005000200,"Census Tract 2, Angelina County, Texas",55-59,482,143.01048912579805
48005000200,"Census Tract 2, Angelina County, Texas",60-61,85,61.61980201201558
48005000200,"Census Tract 2, Angelina County, Texas",62-64,344,129.71121771072848
48005000200,"Census Tract 2, Angelina County, Texas",65-66,125,93.40770846134703
48005000200,"Census Tract 2, Angelina County, Texas",67-69,319,153.95129099815955
48005000200,"Census Tract 2, Angelina County, Texas",70-74,247,128.8875478857442
48005000200,"Census Tract 2, Angelina County, Texas",75-79,169,105.38026380684383
48005000301,"Census Tract 3.01, Angelina County, Texas",50-54,470,135.7645019878171
48005000301,"Census Tract 3.01, Angelina County, Texas",55-59,375,153.3883959105121
48005000301,"Census Tract 3.01, Angelina County, Texas",60-61,62,44.28317965096906
48005000301,"Census Tract 3.01, Angelina County, Texas",62-64,89,50.24937810560445
48005000301,"Census Tract 3.01, Angelina County, Texas",65-66,63,55.54277630799526
48005000301,"Census Tract 3.01, Angelina County, Texas",67-69,193,108.4665847162157
48005000301,"Census Tract 3.01, Angelina County, Texas",70-74,238,103.9471019317037
48005000301,"Census Tract 3.01, Angelina County, Texas",75-79,215,86.37129152675674
48005000302,"Census Tract 3.02, Angelina County, Texas",50-54,349,106.5269918846862
48005000302,"Census Tract 3.02, Angelina County, Texas",55-59,270,75.16648189186454
48005000302,"Census Tract 3.02, Angelina County, Texas",60-61,130,55.94640292279746
48005000302,"Census Tract 3.02, Angelina County, Texas",62-64,133,44.04543109109048
48005000302,"Census Tract 3.02, Angelina County, Texas",65-66,161,70.45565981523414
48005000302,"Census Tract 3.02, Angelina County, Texas",67-69,164,82.37718130647589
48005000302,"Census Tract 3.02, Angelina County, Texas",70-74,222,82.75868534480233
48005000302,"Census Tract 3.02, Angelina County, Texas",75-79,215,78.56844150166147
48005000400,"Census Tract 4, Angelina County, Texas",50-54,566,237.41314201197878
48005000400,"Census Tract 4, Angelina County, Texas",55-59,381,163.67040050051813
48005000400,"Census Tract 4, Angelina County, Texas",60-61,91,105.92922165295089
48005000400,"Census Tract 4, Angelina County, Texas",62-64,94,61.91122676865643
48005000400,"Census Tract 4, Angelina County, Texas",65-66,184,127.4872542648872
48005000400,"Census Tract 4, Angelina County, Texas",67-69,132,66.37017402418047
48005000400,"Census Tract 4, Angelina County, Texas",70-74,233,95.34149149242423
48005000400,"Census Tract 4, Angelina County, Texas",75-79,92,59.464274989274024
48005000500,"Census Tract 5, Angelina County, Texas",50-54,206,97.74456506629922
48005000500,"Census Tract 5, Angelina County, Texas",55-59,231,77.80102827083971
48005000500,"Census Tract 5, Angelina County, Texas",60-61,192,86.27861844049197
48005000500,"Census Tract 5, Angelina County, Texas",62-64,113,53.25410782277739
48005000500,"Census Tract 5, Angelina County, Texas",65-66,105,51.62363799656123
48005000500,"Census Tract 5, Angelina County, Texas",67-69,54,33.83784863137726
48005000500,"Census Tract 5, Angelina County, Texas",70-74,144,68.09552114493287
48005000500,"Census Tract 5, Angelina County, Texas",75-79,129,68.70953354520753
48005000600,"Census Tract 6, Angelina County, Texas",50-54,388,128.40560735419618
48005000600,"Census Tract 6, Angelina County, Texas",55-59,335,115.52056094046635
48005000600,"Census Tract 6, Angelina County, Texas",60-61,99,58.180752831155424
48005000600,"Census Tract 6, Angelina County, Texas",62-64,186,70.83784299369935
48005000600,"Census Tract 6, Angelina County, Texas",65-66,112,80.06247560499239
48005000600,"Census Tract 6, Angelina County, Texas",67-69,205,89.19641248391103
48005000600,"Census Tract 6, Angelina County, Texas",70-74,177,85.56284240252891
48005000600,"Census Tract 6, Angelina County, Texas",75-79,97,53.23532661682466
48005000700,"Census Tract 7, Angelina County, Texas",50-54,364,131.36590120727678
48005000700,"Census Tract 7, Angelina County, Texas",55-59,139,67.67569726275453
48005000700,"Census Tract 7, Angelina County, Texas",60-61,16,28.653097563788805
48005000700,"Census Tract 7, Angelina County, Texas",62-64,38,32.01562118716424
48005000700,"Census Tract 7, Angelina County, Texas",65-66,47,46.66904755831214
48005000700,"Census Tract 7, Angelina County, Texas",67-69,101,73.40980860893181
48005000700,"Census Tract 7, Angelina County, Texas",70-74,66,49.24428900898052
48005000700,"Census Tract 7, Angelina County, Texas",75-79,45,46.486557196677836
48005000800,"Census Tract 8, Angelina County, Texas",50-54,126,83.48652585896721
48005000800,"Census Tract 8, Angelina County, Texas",55-59,388,137.6117727521886
48005000800,"Census Tract 8, Angelina County, Texas",60-61,112,81.8413098624405
48005000800,"Census Tract 8, Angelina County, Texas",62-64,260,116.51609330903607
48005000800,"Census Tract 8, Angelina County, Texas",65-66,165,88.60022573334675
48005000800,"Census Tract 8, Angelina County, Texas",67-69,166,99.03534722511958
48005000800,"Census Tract 8, Angelina County, Texas",70-74,85,60.959002616512684
48005000800,"Census Tract 8, Angelina County, Texas",75-79,157,87.86353054595519
48005000901,"Census Tract 9.01, Angelina County, Texas",50-54,268,129.9576854210631
48005000901,"Census Tract 9.01, Angelina County, Texas",55-59,220,91.0494371207203
48005000901,"Census Tract 9.01, Angelina County, Texas",60-61,165,79.93122043357026
48005000901,"Census Tract 9.01, Angelina County, Texas",62-64,264,107.89810007595129
48005000901,"Census Tract 9.01, Angelina County, Texas",65-66,67,56.639209034025185
48005000901,"Census Tract 9.01, Angelina County, Texas",67-69,131,61.71709649683789
48005000901,"Census Tract 9.01, Angelina County, Texas",70-74,295,117.51595636338071
48005000901,"Census Tract 9.01, Angelina County, Texas",75-79,277,109.9317970379817
48005000902,"Census Tract 9.02, Angelina County, Texas",50-54,214,72.47068372797375
48005000902,"Census Tract 9.02, Angelina County, Texas",55-59,147,57.56735185849702
48005000902,"Census Tract 9.02, Angelina County, Texas",60-61,119,55
48005000902,"Census Tract 9.02, Angelina County, Texas",62-64,125,60
48005000902,"Census Tract 9.02, Angelina County, Texas",65-66,56,32.64965543462902
48005000902,"Census Tract 9.02, Angelina County, Texas",67-69,198,80.7093550959243
48005000902,"Census Tract 9.02, Angelina County, Texas",70-74,212,76.55063683601855
48005000902,"Census Tract 9.02, Angelina County, Texas",75-79,61,32.802438933713454
48005001001,"Census Tract 10.01, Angelina County, Texas",50-54,386,141.01418368376991
48005001001,"Census Tract 10.01, Angelina County, Texas",55-59,346,104.62313319720452
48005001001,"Census Tract 10.01, Angelina County, Texas",60-61,173,79.12016177940993
48005001001,"Census Tract 10.01, Angelina County, Texas",62-64,303,82.76472678623425
48005001001,"Census Tract 10.01, Angelina County, Texas",65-66,112,59.033888572581766
48005001001,"Census Tract 10.01, Angelina County, Texas",67-69,168,60.8276253029822
48005001001,"Census Tract 10.01, Angelina County, Texas",70-74,157,63.89053137985315
48005001001,"Census Tract 10.01, Angelina County, Texas",75-79,184,102.59142264341595
48005001002,"Census Tract 10.02, Angelina County, Texas",50-54,198,90.55385138137417
48005001002,"Census Tract 10.02, Angelina County, Texas",55-59,252,99.4786409235671
48005001002,"Census Tract 10.02, Angelina County, Texas",60-61,91,50.24937810560445
48005001002,"Census Tract 10.02, Angelina County, Texas",62-64,144,60.207972893961475
48005001002,"Census Tract 10.02, Angelina County, Texas",65-66,44,34.539832078341085
48005001002,"Census Tract 10.02, Angelina County, Texas",67-69,173,77.89736837660179
48005001002,"Census Tract 10.02, Angelina County, Texas",70-74,325,106.01886624558857
48005001002,"Census Tract 10.02, Angelina County, Texas",75-79,92,46.861498055439924
48005001100,"Census Tract 11, Angelina County, Texas",50-54,466,161.94134740701648
48005001100,"Census Tract 11, Angelina County, Texas",55-59,575,151.6443206981389
48005001100,"Census Tract 11, Angelina County, Texas",60-61,184,90.55385138137417
48005001100,"Census Tract 11, Angelina County, Texas",62-64,289,104.23531071570709
48005001100,"Census Tract 11, Angelina County, Texas",65-66,153,89.80534505250787
48005001100,"Census Tract 11, Angelina County, Texas",67-69,239,112.8716084761797
48005001100,"Census Tract 11, Angelina County, Texas",70-74,265,106.23088063270491
48005001100,"Census Tract 11, Angelina County, Texas",75-79,131,81.5659242576212
48005001200,"Census Tract 12, Angelina County, Texas",50-54,190,65.29931086925804
48005001200,"Census Tract 12, Angelina County, Texas",55-59,218,64.66065264130884
48005001200,"Census Tract 12, Angelina County, Texas",60-61,62,42.37924020083418
48005001200,"Census Tract 12, Angelina County, Texas",62-64,105,60.92618484691127
48005001200,"Census Tract 12, Angelina County, Texas",65-66,26,27.294688127912362
48005001200,"Census Tract 12, Angelina County, Texas",67-69,65,38.8329756778952
48005001200,"Census Tract 12, Angelina County, Texas",70-74,161,68.35202996254024
48005001200,"Census Tract 12, Angelina County, Texas",75-79,133,47.50789408087881
48005001300,"Census Tract 13, Angelina County, Texas",50-54,429,161.8177987738061
48005001300,"Census Tract 13, Angelina County, Texas",55-59,555,168.01488029338353
48005001300,"Census Tract 13, Angelina County, Texas",60-61,110,67.7421582177598
48005001300,"Census Tract 13, Angelina County, Texas",62-64,138,82.37718130647589
48005001300,"Census Tract 13, Angelina County, Texas",65-66,91,65.85590330410783
48005001300,"Census Tract 13, Angelina County, Texas",67-69,127,96.56603957913983
48005001300,"Census Tract 13, Angelina County, Texas",70-74,164,76.48529270389177
48005001300,"Census Tract 13, Angelina County, Texas",75-79,321,126.90547663517127
48007950100,"Census Tract 9501, Aransas County, Texas",50-54,293,114.80853626799707
48007950100,"Census Tract 9501, Aransas County, Texas",55-59,385,136.56134152826706
48007950100,"Census Tract 9501, Aransas County, Texas",60-61,181,98.00510190801293
48007950100,"Census Tract 9501, Aransas County, Texas",62-64,152,87.78382538941898
48007950100,"Census Tract 9501, Aransas County, Texas",65-66,180,98.18350166906862
48007950100,"Census Tract 9501, Aransas County, Texas",67-69,349,126.62543188475212
48007950100,"Census Tract 9501, Aransas County, Texas",70-74,362,112.44554237496477
48007950100,"Census Tract 9501, Aransas County, Texas",75-79,630,193.21490625725542
48007950200,"Census Tract 9502, Aransas County, Texas",50-54,107,76.68767828015137
48007950200,"Census Tract 9502, Aransas County, Texas",55-59,72,34.20526275297414
48007950200,"Census Tract 9502, Aransas County, Texas",60-61,33,26.1725046566048
48007950200,"Census Tract 9502, Aransas County, Texas",62-64,73,37.20215047547655
48007950200,"Census Tract 9502, Aransas County, Texas",65-66,31,28.30194339616981
48007950200,"Census Tract 9502, Aransas County, Texas",67-69,71,35
48007950200,"Census Tract 9502, Aransas County, Texas",70-74,135,39.6232255123179
48007950200,"Census Tract 9502, Aransas County, Texas",75-79,103,40.496913462633174
48007950300,"Census Tract 9503, Aransas County, Texas",50-54,571,226.31173190977086
48007950300,"Census Tract 9503, Aransas County, Texas",55-59,598,177.51901306620653
48007950300,"Census Tract 9503, Aransas County, Texas",60-61,197,100.84641788382967
48007950300,"Census Tract 9503, Aransas County, Texas",62-64,312,120.21647141718975
48007950300,"Census Tract 9503, Aransas County, Texas",65-66,365,133.9589489358587
48007950300,"Census Tract 9503, Aransas County, Texas",67-69,493,207.23416706711276
48007950300,"Census Tract 9503, Aransas County, Texas",70-74,550,168.88457596832222
48007950300,"Census Tract 9503, Aransas County, Texas",75-79,261,127.63228431709588
48007950400,"Census Tract 9504, Aransas County, Texas",50-54,240,101.86265262597475
48007950400,"Census Tract 9504, Aransas County, Texas",55-59,448,125.89678312014172
48007950400,"Census Tract 9504, Aransas County, Texas",60-61,174,86.02325267042627
48007950400,"Census Tract 9504, Aransas County, Texas",62-64,169,74.96665925596525
48007950400,"Census Tract 9504, Aransas County, Texas",65-66,59,40.80441152620633
48007950400,"Census Tract 9504, Aransas County, Texas",67-69,213,76.8505042273634
48007950400,"Census Tract 9504, Aransas County, Texas",70-74,143,83.52843827104634
48007950400,"Census Tract 9504, Aransas County, Texas",75-79,152,83.48652585896721
48007950500,"Census Tract 9505, Aransas County, Texas",50-54,593,212.20744567521658
48007950500,"Census Tract 9505, Aransas County, Texas",55-59,315,128.6001555209013
48007950500,"Census Tract 9505, Aransas County, Texas",60-61,255,111.22050170719426
48007950500,"Census Tract 9505, Aransas County, Texas",62-64,492,196.65706191235543
48007950500,"Census Tract 9505, Aransas County, Texas",65-66,169,121.49485585818027
48007950500,"Census Tract 9505, Aransas County, Texas",67-69,335,131.70041761513136
48007950500,"Census Tract 9505, Aransas County, Texas",70-74,306,134.80726983364065
48007950500,"Census Tract 9505, Aransas County, Texas",75-79,352,162.24980739587951
48007990000,"Census Tract 9900, Aransas County, Texas",50-54,0,14
48007990000,"Census Tract 9900, Aransas County, Texas",55-59,0,14
48007990000,"Census Tract 9900, Aransas County, Texas",60-61,0,14
48007990000,"Census Tract 9900, Aransas County, Texas",62-64,0,14
48007990000,"Census Tract 9900, Aransas County, Texas",65-66,0,14
48007990000,"Census Tract 9900, Aransas County, Texas",67-69,0,14
48007990000,"Census Tract 9900, Aransas County, Texas",70-74,0,14
48007990000,"Census Tract 9900, Aransas County, Texas",75-79,0,14
48009020100,"Census Tract 201, Archer County, Texas",50-54,237,48.08326112068523
48009020100,"Census Tract 201, Archer County, Texas",55-59,247,63.245553203367585
48009020100,"Census Tract 201, Archer County, Texas",60-61,155,60.03332407921454
48009020100,"Census Tract 201, Archer County, Texas",62-64,129,46.010868281309364
48009020100,"Census Tract 201, Archer County, Texas",65-66,111,45.65084884205331
48009020100,"Census Tract 201, Archer County, Texas",67-69,152,55.47071299343465
48009020100,"Census Tract 201, Archer County, Texas",70-74,181,53.03772242470448
48009020100,"Census Tract 201, Archer County, Texas",75-79,47,23.021728866442675
48009020200,"Census Tract 202, Archer County, Texas",50-54,149,40.36087214122113
48009020200,"Census Tract 202, Archer County, Texas",55-59,261,74.09453421137081
48009020200,"Census Tract 202, Archer County, Texas",60-61,109,49.8196748283246
48009020200,"Census Tract 202, Archer County, Texas",62-64,86,39.35733730830886
48009020200,"Census Tract 202, Archer County, Texas",65-66,65,35.805027579936315
48009020200,"Census Tract 202, Archer County, Texas",67-69,58,34.058772731852805
48009020200,"Census Tract 202, Archer County, Texas",70-74,32,22.67156809750927
48009020200,"Census Tract 202, Archer County, Texas",75-79,150,58.69412236331676
48009020300,"Census Tract 203, Archer County, Texas",50-54,276,55.17245689653489
48009020300,"Census Tract 203, Archer County, Texas",55-59,171,47.50789408087881
48009020300,"Census Tract 203, Archer County, Texas",60-61,122,48.703182647543684
48009020300,"Census Tract 203, Archer County, Texas",62-64,54,30
48009020300,"Census Tract 203, Archer County, Texas",65-66,90,37.20215047547655
48009020300,"Census Tract 203, Archer County, Texas",67-69,94,47.92702786528704
48009020300,"Census Tract 203, Archer County, Texas",70-74,128,43.41658669218482
48009020300,"Census Tract 203, Archer County, Texas",75-79,142,44.68780594300866
48011950100,"Census Tract 9501, Armstrong County, Texas",50-54,91,32.64965543462902
48011950100,"Census Tract 9501, Armstrong County, Texas",55-59,180,39.59797974644666
48011950100,"Census Tract 9501, Armstrong County, Texas",60-61,75,30.4138126514911
48011950100,"Census Tract 9501, Armstrong County, Texas",62-64,62,23.345235059857504
48011950100,"Census Tract 9501, Armstrong County, Texas",65-66,78,27.65863337187866
48011950100,"Census Tract 9501, Armstrong County, Texas",67-69,68,24.20743687382041
48011950100,"Census Tract 9501, Armstrong County, Texas",70-74,117,33.12099032335839
48011950100,"Census Tract 9501, Armstrong County, Texas",75-79,57,22.67156809750927
48013960100,"Census Tract 9601, Atascosa County, Texas",50-54,579,160.31219541881399
48013960100,"Census Tract 9601, Atascosa County, Texas",55-59,441,180.88670487352022
48013960100,"Census Tract 9601, Atascosa County, Texas",60-61,236,123.94353553130554
48013960100,"Census Tract 9601, Atascosa County, Texas",62-64,279,115.43396380615195
48013960100,"Census Tract 9601, Atascosa County, Texas",65-66,243,124.42266674525185
48013960100,"Census Tract 9601, Atascosa County, Texas",67-69,235,114.76933388322858
48013960100,"Census Tract 9601, Atascosa County, Texas",70-74,266,104.9952379872535
48013960100,"Census Tract 9601, Atascosa County, Texas",75-79,136,102.06860437960343
48013960201,"Census Tract 9602.01, Atascosa County, Texas",50-54,484,142.0563268566381
48013960201,"Census Tract 9602.01, Atascosa County, Texas",55-59,570,130.83195328359201
48013960201,"Census Tract 9602.01, Atascosa County, Texas",60-61,236,124.08464852672147
48013960201,"Census Tract 9602.01, Atascosa County, Texas",62-64,113,84.970583144992
48013960201,"Census Tract 9602.01, Atascosa County, Texas",65-66,89,74.09453421137081
48013960201,"Census Tract 9602.01, Atascosa County, Texas",67-69,196,94.15412895885129
48013960201,"Census Tract 9602.01, Atascosa County, Texas",70-74,217,104.1393297462587
48013960201,"Census Tract 9602.01, Atascosa County, Texas",75-79,121,65
48013960202,"Census Tract 9602.02, Atascosa County, Texas",50-54,629,170.42300314218147
48013960202,"Census Tract 9602.02, Atascosa County, Texas",55-59,434,184.0244548966251
48013960202,"Census Tract 9602.02, Atascosa County, Texas",60-61,394,163.97560794215707
48013960202,"Census Tract 9602.02, Atascosa County, Texas",62-64,364,150.41608956491322
48013960202,"Census Tract 9602.02, Atascosa County, Texas",65-66,168,96.89685237405806
48013960202,"Census Tract 9602.02, Atascosa County, Texas",67-69,345,124.77579893553076
