GEOID,NAME,Age,estimate,approx_moe
48007950300,"Census Tract 9503, Aransas County, Texas",55-64,30,30.805843601498726
48007950300,"Census Tract 9503, Aransas County, Texas",65-74,13,26.90724809414742
48007950400,"Census Tract 9504, Aransas County, Texas",55-64,4,16.401219466856727
48007950400,"Census Tract 9504, Aransas County, Texas",65-74,12,21.400934559032695
48007950500,"Census Tract 9505, Aransas County, Texas",55-64,0,18
48007950500,"Census Tract 9505, Aransas County, Texas",65-74,0,18
48007990000,"Census Tract 9900, Aransas County, Texas",55-64,0,13
48007990000,"Census Tract 9900, Aransas County, Texas",65-74,0,13
48009020100,"Census Tract 201, Archer County, Texas",55-64,0,13
48009020100,"Census Tract 201, Archer County, Texas",65-74,2,14.7648230602334
48009020200,"Census Tract 202, Archer County, Texas",55-64,8,16.401219466856727
48009020200,"Census Tract 202, Archer County, Texas",65-74,0,13
48009020300,"Census Tract 203, Archer County, Texas",55-64,0,13
48009020300,"Census Tract 203, Archer County, Texas",65-74,0,13
48011950100,"Census Tract 9501, Armstrong County, Texas",55-64,0,13
48011950100,"Census Tract 9501, Armstrong County, Texas",65-74,1,13.341664064126334
48013960100,"Census Tract 9601, Atascosa County, Texas",55-64,21,39.35733730830886
48013960100,"Census Tract 9601, Atascosa County, Texas",65-74,0,18
48013960201,"Census Tract 9602.01, Atascosa County, Texas",55-64,0,18
48013960201,"Census Tract 9602.01, Atascosa County, Texas",65-74,0,18
48013960202,"Census Tract 9602.02, Atascosa County, Texas",55-64,19,35.84689665786984
48013960202,"Census Tract 9602.02, Atascosa County, Texas",65-74,15,30.805843601498726
48013960300,"Census Tract 9603, Atascosa County, Texas",55-64,0,13
48013960300,"Census Tract 9603, Atascosa County, Texas",65-74,0,13
48013960401,"Census Tract 9604.01, Atascosa County, Texas",55-64,0,13
48013960401,"Census Tract 9604.01, Atascosa County, Texas",65-74,0,13
48013960402,"Census Tract 9604.02, Atascosa County, Texas",55-64,0,18
48013960402,"Census Tract 9604.02, Atascosa County, Texas",65-74,0,18
48013960500,"Census Tract 9605, Atascosa County, Texas",55-64,10,21.400934559032695
48013960500,"Census Tract 9605, Atascosa County, Texas",65-74,0,13
48013960600,"Census Tract 9606, Atascosa County, Texas",55-64,0,18
48013960600,"Census Tract 9606, Atascosa County, Texas",65-74,0,18
48015760100,"Census Tract 7601, Austin County, Texas",55-64,74,45.221676218380054
48015760100,"Census Tract 7601, Austin County, Texas",65-74,15,10.63014581273465
48015760200,"Census Tract 7602, Austin County, Texas",55-64,169,59.20304046246274
48015760200,"Census Tract 7602, Austin County, Texas",65-74,32,31.622776601683793
48015760300,"Census Tract 7603, Austin County, Texas",55-64,84,64.5600495662759
48015760300,"Census Tract 7603, Austin County, Texas",65-74,0,18
48015760400,"Census Tract 7604, Austin County, Texas",55-64,0,13
48015760400,"Census Tract 7604, Austin County, Texas",65-74,19,21.633307652783937
48015760501,"Census Tract 7605.01, Austin County, Texas",55-64,0,13
48015760501,"Census Tract 7605.01, Austin County, Texas",65-74,37,24.413111231467404
48015760502,"Census Tract 7605.02, Austin County, Texas",55-64,31,47.38143096192854
48015760502,"Census Tract 7605.02, Austin County, Texas",65-74,90,57.42821606144492
48017950100,"Census Tract 9501, Bailey County, Texas",55-64,49,49.51767361255979
48017950100,"Census Tract 9501, Bailey County, Texas",65-74,0,18
48019000101,"Census Tract 1.01, Bandera County, Texas",55-64,0,13
48019000101,"Census Tract 1.01, Bandera County, Texas",65-74,0,13
48019000102,"Census Tract 1.02, Bandera County, Texas",55-64,0,13
48019000102,"Census Tract 1.02, Bandera County, Texas",65-74,3,14.317821063276353
48019000200,"Census Tract 2, Bandera County, Texas",55-64,0,13
48019000200,"Census Tract 2, Bandera County, Texas",65-74,259,514.1643706053542
48019000300,"Census Tract 3, Bandera County, Texas",55-64,0,18
48019000300,"Census Tract 3, Bandera County, Texas",65-74,4,24.758836806279895
48019000400,"Census Tract 4, Bandera County, Texas",55-64,0,13
48019000400,"Census Tract 4, Bandera County, Texas",65-74,0,13
48021950100,"Census Tract 9501, Bastrop County, Texas",55-64,19,23.706539182259394
48021950100,"Census Tract 9501, Bastrop County, Texas",65-74,0,18
48021950200,"Census Tract 9502, Bastrop County, Texas",55-64,20,38.47076812334269
48021950200,"Census Tract 9502, Bastrop County, Texas",65-74,38,60.728905802755904
48021950300,"Census Tract 9503, Bastrop County, Texas",55-64,595,224.26992665089986
48021950300,"Census Tract 9503, Bastrop County, Texas",65-74,41,68.73136110975832
48021950400,"Census Tract 9504, Bastrop County, Texas",55-64,68,55.60575509783138
48021950400,"Census Tract 9504, Bastrop County, Texas",65-74,83,78.2368199762746
48021950501,"Census Tract 9505.01, Bastrop County, Texas",55-64,11,26.90724809414742
48021950501,"Census Tract 9505.01, Bastrop County, Texas",65-74,30,41.593268686170845
48021950502,"Census Tract 9505.02, Bastrop County, Texas",55-64,83,124.31009613060397
48021950502,"Census Tract 9505.02, Bastrop County, Texas",65-74,0,18
48021950600,"Census Tract 9506, Bastrop County, Texas",55-64,0,18
48021950600,"Census Tract 9506, Bastrop County, Texas",65-74,0,18
48021950700,"Census Tract 9507, Bastrop County, Texas",55-64,40,52.630789467763066
48021950700,"Census Tract 9507, Bastrop County, Texas",65-74,17,29.068883707497267
48021950801,"Census Tract 9508.01, Bastrop County, Texas",55-64,0,18
48021950801,"Census Tract 9508.01, Bastrop County, Texas",65-74,0,18
48021950802,"Census Tract 9508.02, Bastrop County, Texas",55-64,0,18
48021950802,"Census Tract 9508.02, Bastrop County, Texas",65-74,0,18
48023950300,"Census Tract 9503, Baylor County, Texas",55-64,13,24.698178070456937
48023950300,"Census Tract 9503, Baylor County, Texas",65-74,9,19.1049731745428
48025950100,"Census Tract 9501, Bee County, Texas",55-64,0,13
48025950100,"Census Tract 9501, Bee County, Texas",65-74,0,13
48025950201,"Census Tract 9502.01, Bee County, Texas",55-64,168,55.08175741568164
48025950201,"Census Tract 9502.01, Bee County, Texas",65-74,16,28.42534080710379
48025950202,"Census Tract 9502.02, Bee County, Texas",55-64,0,18
48025950202,"Census Tract 9502.02, Bee County, Texas",65-74,0,18
48025950300,"Census Tract 9503, Bee County, Texas",55-64,17,35.84689665786984
48025950300,"Census Tract 9503, Bee County, Texas",65-74,0,18
48025950400,"Census Tract 9504, Bee County, Texas",55-64,7,18.384776310850235
48025950400,"Census Tract 9504, Bee County, Texas",65-74,25,41.10960958218893
48025950500,"Census Tract 9505, Bee County, Texas",55-64,41,41.72529209005013
48025950500,"Census Tract 9505, Bee County, Texas",65-74,0,18
48025950600,"Census Tract 9506, Bee County, Texas",55-64,15,27.294688127912362
48025950600,"Census Tract 9506, Bee County, Texas",65-74,9,19.849433241279208
48027020100,"Census Tract 201, Bell County, Texas",55-64,0,18
48027020100,"Census Tract 201, Bell County, Texas",65-74,0,18
48027020201,"Census Tract 202.01, Bell County, Texas",55-64,0,18
48027020201,"Census Tract 202.01, Bell County, Texas",65-74,0,18
48027020202,"Census Tract 202.02, Bell County, Texas",55-64,23,40.24922359499622
48027020202,"Census Tract 202.02, Bell County, Texas",65-74,0,18
48027020300,"Census Tract 203, Bell County, Texas",55-64,50,55.154328932550705
48027020300,"Census Tract 203, Bell County, Texas",65-74,14,30.805843601498726
48027020401,"Census Tract 204.01, Bell County, Texas",55-64,79,44.40720662234904
48027020401,"Census Tract 204.01, Bell County, Texas",65-74,50,51.62363799656123
48027020402,"Census Tract 204.02, Bell County, Texas",55-64,95,48.79549159502341
48027020402,"Census Tract 204.02, Bell County, Texas",65-74,12,13.038404810405298
48027020500,"Census Tract 205, Bell County, Texas",55-64,55,43.9089968002003
48027020500,"Census Tract 205, Bell County, Texas",65-74,58,49.040799340956916
48027020600,"Census Tract 206, Bell County, Texas",55-64,25,38.27531841800928
48027020600,"Census Tract 206, Bell County, Texas",65-74,52,43.382023926967726
48027020701,"Census Tract 207.01, Bell County, Texas",55-64,37,26.248809496813376
48027020701,"Census Tract 207.01, Bell County, Texas",65-74,25,20.12461179749811
48027020702,"Census Tract 207.02, Bell County, Texas",55-64,75,49.040799340956916
48027020702,"Census Tract 207.02, Bell County, Texas",65-74,41,45.221676218380054
48027020800,"Census Tract 208, Bell County, Texas",55-64,322,110.60289327137876
48027020800,"Census Tract 208, Bell County, Texas",65-74,118,65
48027020900,"Census Tract 209, Bell County, Texas",55-64,91,56.859475903318
48027020900,"Census Tract 209, Bell County, Texas",65-74,55,33.015148038438355
48027021000,"Census Tract 210, Bell County, Texas",55-64,88,40.311288741492746
48027021000,"Census Tract 210, Bell County, Texas",65-74,53,49.040799340956916
48027021100,"Census Tract 211, Bell County, Texas",55-64,86,55.80322571321482
48027021100,"Census Tract 211, Bell County, Texas",65-74,11,15
48027021201,"Census Tract 212.01, Bell County, Texas",55-64,133,74.30343195303969
48027021201,"Census Tract 212.01, Bell County, Texas",65-74,19,23.853720883753127
48027021202,"Census Tract 212.02, Bell County, Texas",55-64,53,31.76476034853718
48027021202,"Census Tract 212.02, Bell County, Texas",65-74,36,25
48027021203,"Census Tract 212.03, Bell County, Texas",55-64,114,75.0066663703967
48027021203,"Census Tract 212.03, Bell County, Texas",65-74,16,23.021728866442675
48027021301,"Census Tract 213.01, Bell County, Texas",55-64,29,42.638011210655684
48027021301,"Census Tract 213.01, Bell County, Texas",65-74,48,47.50789408087881
48027021302,"Census Tract 213.02, Bell County, Texas",55-64,81,83.86298349093002
48027021302,"Census Tract 213.02, Bell County, Texas",65-74,12,22.20360331117452
48027021303,"Census Tract 213.03, Bell County, Texas",55-64,138,70.76722405181653
48027021303,"Census Tract 213.03, Bell County, Texas",65-74,31,40.24922359499622
48027021400,"Census Tract 214, Bell County, Texas",55-64,12,13.601470508735444
48027021400,"Census Tract 214, Bell County, Texas",65-74,0,13
48027021500,"Census Tract 215, Bell County, Texas",55-64,77,85.492689745966
48027021500,"Census Tract 215, Bell County, Texas",65-74,7,22.20360331117452
48027021601,"Census Tract 216.01, Bell County, Texas",55-64,31,29.966648127543394
48027021601,"Census Tract 216.01, Bell County, Texas",65-74,11,25.45584412271571
48027021602,"Census Tract 216.02, Bell County, Texas",55-64,36,31.32091952673165
48027021602,"Census Tract 216.02, Bell County, Texas",65-74,4,14.7648230602334
48027021700,"Census Tract 217, Bell County, Texas",55-64,0,18
48027021700,"Census Tract 217, Bell County, Texas",65-74,0,18
48027021800,"Census Tract 218, Bell County, Texas",55-64,64,53.74011537017761
48027021800,"Census Tract 218, Bell County, Texas",65-74,46,52.32590180780452
48027021901,"Census Tract 219.01, Bell County, Texas",55-64,61,52.354560450833695
48027021901,"Census Tract 219.01, Bell County, Texas",65-74,23,30.870698080866262
48027021903,"Census Tract 219.03, Bell County, Texas",55-64,164,73.55270219373317
48027021903,"Census Tract 219.03, Bell County, Texas",65-74,0,18
48027021904,"Census Tract 219.04, Bell County, Texas",55-64,105,100.23971268913334
48027021904,"Census Tract 219.04, Bell County, Texas",65-74,83,98.15294188153507
48027022000,"Census Tract 220, Bell County, Texas",55-64,88,61.61168720299745
48027022000,"Census Tract 220, Bell County, Texas",65-74,29,33.421549934136806
48027022101,"Census Tract 221.01, Bell County, Texas",55-64,173,97.65244492586962
48027022101,"Census Tract 221.01, Bell County, Texas",65-74,76,48.16637831516918
48027022103,"Census Tract 221.03, Bell County, Texas",55-64,84,46.06517122512408
48027022103,"Census Tract 221.03, Bell County, Texas",65-74,0,18
48027022104,"Census Tract 221.04, Bell County, Texas",55-64,216,89.81091247727082
48027022104,"Census Tract 221.04, Bell County, Texas",65-74,148,78.77182237323191
48027022105,"Census Tract 221.05, Bell County, Texas",55-64,31,27.202941017470888
48027022105,"Census Tract 221.05, Bell County, Texas",65-74,13,19.849433241279208
48027022200,"Census Tract 222, Bell County, Texas",55-64,81,51.31276644267
48027022200,"Census Tract 222, Bell County, Texas",65-74,75,63.34824385884742
48027022300,"Census Tract 223, Bell County, Texas",55-64,94,42.5205832509386
48027022300,"Census Tract 223, Bell County, Texas",65-74,31,34.539832078341085
48027022401,"Census Tract 224.01, Bell County, Texas",55-64,165,103.31021246711285
48027022401,"Census Tract 224.01, Bell County, Texas",65-74,148,79.19595949289332
48027022402,"Census Tract 224.02, Bell County, Texas",55-64,86,43.41658669218482
48027022402,"Census Tract 224.02, Bell County, Texas",65-74,67,69.2314957226839
48027022403,"Census Tract 224.03, Bell County, Texas",55-64,218,78.64477096412705
48027022403,"Census Tract 224.03, Bell County, Texas",65-74,25,29.966648127543394
48027022404,"Census Tract 224.04, Bell County, Texas",55-64,280,111.50336317797773
48027022404,"Census Tract 224.04, Bell County, Texas",65-74,43,39.6232255123179
48027022405,"Census Tract 224.05, Bell County, Texas",55-64,19,16.55294535724685
48027022405,"Census Tract 224.05, Bell County, Texas",65-74,0,13
48027022501,"Census Tract 225.01, Bell County, Texas",55-64,16,22.20360331117452
48027022501,"Census Tract 225.01, Bell County, Texas",65-74,52,50.96076922496363
48027022502,"Census Tract 225.02, Bell County, Texas",55-64,349,157.47063218263906
48027022502,"Census Tract 225.02, Bell County, Texas",65-74,110,142.1442928857856
48027022600,"Census Tract 226, Bell County, Texas",55-64,159,67.08203932499369
48027022600,"Census Tract 226, Bell County, Texas",65-74,9,19.1049731745428
48027022801,"Census Tract 228.01, Bell County, Texas",55-64,19,23.259406699226016
48027022801,"Census Tract 228.01, Bell County, Texas",65-74,31,25.495097567963924
48027022900,"Census Tract 229, Bell County, Texas",55-64,107,55.21775076911409
48027022900,"Census Tract 229, Bell County, Texas",65-74,42,25.495097567963924
48027023000,"Census Tract 230, Bell County, Texas",55-64,106,70.71067811865476
48027023000,"Census Tract 230, Bell County, Texas",65-74,86,82.85529554590944
48027023103,"Census Tract 231.03, Bell County, Texas",55-64,120,56.22277118748239
48027023103,"Census Tract 231.03, Bell County, Texas",65-74,84,46.66904755831214
48027023104,"Census Tract 231.04, Bell County, Texas",55-64,100,47.01063709417264
48027023104,"Census Tract 231.04, Bell County, Texas",65-74,71,44.553338819890925
48027023105,"Census Tract 231.05, Bell County, Texas",55-64,253,153.44705927452634
48027023105,"Census Tract 231.05, Bell County, Texas",65-74,66,62.36184731067546
48027023106,"Census Tract 231.06, Bell County, Texas",55-64,130,85.27602242131137
48027023106,"Census Tract 231.06, Bell County, Texas",65-74,17,33.60059523282288
48027023107,"Census Tract 231.07, Bell County, Texas",55-64,91,77.6659513557904
48027023107,"Census Tract 231.07, Bell County, Texas",65-74,0,18
48027023108,"Census Tract 231.08, Bell County, Texas",55-64,155,98.3107318658548
48027023108,"Census Tract 231.08, Bell County, Texas",65-74,197,133.25539388707685
48027023201,"Census Tract 232.01, Bell County, Texas",55-64,4,14.7648230602334
48027023201,"Census Tract 232.01, Bell County, Texas",65-74,0,13
48027023202,"Census Tract 232.02, Bell County, Texas",55-64,0,18
48027023202,"Census Tract 232.02, Bell County, Texas",65-74,0,18
48027023203,"Census Tract 232.03, Bell County, Texas",55-64,0,13
48027023203,"Census Tract 232.03, Bell County, Texas",65-74,0,13
48027023204,"Census Tract 232.04, Bell County, Texas",55-64,5,15.264337522473747
48027023204,"Census Tract 232.04, Bell County, Texas",65-74,0,13
48027023300,"Census Tract 233, Bell County, Texas",55-64,91,61.71709649683789
48027023300,"Census Tract 233, Bell County, Texas",65-74,44,48.08326112068523
48027023402,"Census Tract 234.02, Bell County, Texas",55-64,15,27.294688127912362
48027023402,"Census Tract 234.02, Bell County, Texas",65-74,17,17.204650534085253
48027023403,"Census Tract 234.03, Bell County, Texas",55-64,46,38.01315561749642
48027023403,"Census Tract 234.03, Bell County, Texas",65-74,0,18
48027023404,"Census Tract 234.04, Bell County, Texas",55-64,15,18.384776310850235
48027023404,"Census Tract 234.04, Bell County, Texas",65-74,11,21.400934559032695
48027023500,"Census Tract 235, Bell County, Texas",55-64,36,22.825424421026653
48027023500,"Census Tract 235, Bell County, Texas",65-74,28,31.622776601683793
48027980001,"Census Tract 9800.01, Bell County, Texas",55-64,0,13
48027980001,"Census Tract 9800.01, Bell County, Texas",65-74,0,13
48027980002,"Census Tract 9800.02, Bell County, Texas",55-64,0,13
48027980002,"Census Tract 9800.02, Bell County, Texas",65-74,0,13
48027980003,"Census Tract 9800.03, Bell County, Texas",55-64,0,13
48027980003,"Census Tract 9800.03, Bell County, Texas",65-74,0,13
48029110100,"Census Tract 1101, Bexar County, Texas",55-64,5,17.69180601295413
48029110100,"Census Tract 1101, Bexar County, Texas",65-74,16,27.294688127912362
48029110300,"Census Tract 1103, Bexar County, Texas",55-64,0,13
48029110300,"Census Tract 1103, Bexar County, Texas",65-74,30,27.784887978899608
48029110500,"Census Tract 1105, Bexar County, Texas",55-64,8,17.69180601295413
48029110500,"Census Tract 1105, Bexar County, Texas",65-74,0,13
48029110600,"Census Tract 1106, Bexar County, Texas",55-64,43,30.4138126514911
48029110600,"Census Tract 1106, Bexar County, Texas",65-74,5,20.591260281974
48029110700,"Census Tract 1107, Bexar County, Texas",55-64,8,18.384776310850235
48029110700,"Census Tract 1107, Bexar County, Texas",65-74,12,12.206555615733702
48029110800,"Census Tract 1108, Bexar County, Texas",55-64,20,21.93171219946131
48029110800,"Census Tract 1108, Bexar County, Texas",65-74,0,13
48029110900,"Census Tract 1109, Bexar County, Texas",55-64,0,13
48029110900,"Census Tract 1109, Bexar County, Texas",65-74,0,13
48029111000,"Census Tract 1110, Bexar County, Texas",55-64,5,14.7648230602334
48029111000,"Census Tract 1110, Bexar County, Texas",65-74,5,14.317821063276353
48029120100,"Census Tract 1201, Bexar County, Texas",55-64,0,18
48029120100,"Census Tract 1201, Bexar County, Texas",65-74,0,18
48029120300,"Census Tract 1203, Bexar County, Texas",55-64,4,19.313207915827967
48029120300,"Census Tract 1203, Bexar County, Texas",65-74,0,18
48029120400,"Census Tract 1204, Bexar County, Texas",55-64,0,18
48029120400,"Census Tract 1204, Bexar County, Texas",65-74,5,21.633307652783937
48029120501,"Census Tract 1205.01, Bexar County, Texas",55-64,161,115.67627241573788
48029120501,"Census Tract 1205.01, Bexar County, Texas",65-74,81,67.446274915669
48029120502,"Census Tract 1205.02, Bexar County, Texas",55-64,74,42.5205832509386
48029120502,"Census Tract 1205.02, Bexar County, Texas",65-74,8,22.20360331117452
48029120600,"Census Tract 1206, Bexar County, Texas",55-64,69,79.98124780221924
48029120600,"Census Tract 1206, Bexar County, Texas",65-74,0,18
48029120701,"Census Tract 1207.01, Bexar County, Texas",55-64,4,20.591260281974
48029120701,"Census Tract 1207.01, Bexar County, Texas",65-74,19,24.166091947189145
48029120702,"Census Tract 1207.02, Bexar County, Texas",55-64,34,54.57105459856901
48029120702,"Census Tract 1207.02, Bexar County, Texas",65-74,0,13
48029120800,"Census Tract 1208, Bexar County, Texas",55-64,1,18.24828759089466
48029120800,"Census Tract 1208, Bexar County, Texas",65-74,0,18
48029120901,"Census Tract 1209.01, Bexar County, Texas",55-64,41,68.24954212300622
48029120901,"Census Tract 1209.01, Bexar County, Texas",65-74,27,43.965895873961216
48029120902,"Census Tract 1209.02, Bexar County, Texas",55-64,90,93.92017887546851
48029120902,"Census Tract 1209.02, Bexar County, Texas",65-74,22,26.92582403567252
48029121000,"Census Tract 1210, Bexar County, Texas",55-64,107,81.54140052758476
48029121000,"Census Tract 1210, Bexar County, Texas",65-74,12,26.90724809414742
48029121108,"Census Tract 1211.08, Bexar County, Texas",55-64,0,18
48029121108,"Census Tract 1211.08, Bexar County, Texas",65-74,0,18
48029121110,"Census Tract 1211.10, Bexar County, Texas",55-64,40,31.144823004794873
48029121110,"Census Tract 1211.10, Bexar County, Texas",65-74,0,18
48029121111,"Census Tract 1211.11, Bexar County, Texas",55-64,55,42.04759208325728
48029121111,"Census Tract 1211.11, Bexar County, Texas",65-74,0,18
48029121112,"Census Tract 1211.12, Bexar County, Texas",55-64,31,26.40075756488817
48029121112,"Census Tract 1211.12, Bexar County, Texas",65-74,16,22.20360331117452
48029121115,"Census Tract 1211.15, Bexar County, Texas",55-64,102,97.83659846908007
48029121115,"Census Tract 1211.15, Bexar County, Texas",65-74,74,71.5122367151245
48029121116,"Census Tract 1211.16, Bexar County, Texas",55-64,35,38.948684188300895
48029121116,"Census Tract 1211.16, Bexar County, Texas",65-74,43,47.70744176750625
48029121117,"Census Tract 1211.17, Bexar County, Texas",55-64,11,21.400934559032695
48029121117,"Census Tract 1211.17, Bexar County, Texas",65-74,5,19.1049731745428
48029121118,"Census Tract 1211.18, Bexar County, Texas",55-64,104,77.69813382572325
48029121118,"Census Tract 1211.18, Bexar County, Texas",65-74,19,34.9857113690718
48029121119,"Census Tract 1211.19, Bexar County, Texas",55-64,0,18
48029121119,"Census Tract 1211.19, Bexar County, Texas",65-74,0,18
48029121120,"Census Tract 1211.20, Bexar County, Texas",55-64,0,18
48029121120,"Census Tract 1211.20, Bexar County, Texas",65-74,0,18
48029121121,"Census Tract 1211.21, Bexar County, Texas",55-64,70,40.311288741492746
48029121121,"Census Tract 1211.21, Bexar County, Texas",65-74,32,31.622776601683793
48029121122,"Census Tract 1211.22, Bexar County, Texas",55-64,13,14.866068747318506
48029121122,"Census Tract 1211.22, Bexar County, Texas",65-74,27,24.839484696748443
48029121203,"Census Tract 1212.03, Bexar County, Texas",55-64,107,83.24061508662703
48029121203,"Census Tract 1212.03, Bexar County, Texas",65-74,40,61.39218191268331
48029121204,"Census Tract 1212.04, Bexar County, Texas",55-64,109,87.32124598286491
48029121204,"Census Tract 1212.04, Bexar County, Texas",65-74,59,69.46221994724903
48029121205,"Census Tract 1212.05, Bexar County, Texas",55-64,31,39
48029121205,"Census Tract 1212.05, Bexar County, Texas",65-74,9,19.1049731745428
48029121206,"Census Tract 1212.06, Bexar County, Texas",55-64,150,96.20810776644555
48029121206,"Census Tract 1212.06, Bexar County, Texas",65-74,54,47.38143096192854
48029121300,"Census Tract 1213, Bexar County, Texas",55-64,17,33.28663395418648
48029121300,"Census Tract 1213, Bexar County, Texas",65-74,34,41.677331968349414
48029121402,"Census Tract 1214.02, Bexar County, Texas",55-64,69,36.124783736376884
48029121402,"Census Tract 1214.02, Bexar County, Texas",65-74,36,33.12099032335839
48029121403,"Census Tract 1214.03, Bexar County, Texas",55-64,97,47.20169488482379
48029121403,"Census Tract 1214.03, Bexar County, Texas",65-74,68,47.43416490252569
48029121404,"Census Tract 1214.04, Bexar County, Texas",55-64,182,83.16850365372699
48029121404,"Census Tract 1214.04, Bexar County, Texas",65-74,52,38.897300677553446
48029121501,"Census Tract 1215.01, Bexar County, Texas",55-64,294,124.96399481450646
48029121501,"Census Tract 1215.01, Bexar County, Texas",65-74,95,75.43208866258443
