GEOID,pov_population,pov_population_se,pov_rate,pov_rate_se,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_asian_rate2_se,pov_black_rate2,pov_black_rate2_se,pov_latino_rate2,pov_latino_rate2_se,pov_white_rate2,pov_white_rate2_se,median_income,median_income_se,per_capita_income,per_capita_income_se,nativity,nativity_se,pop,pop_se,api,api_se,black,black_se,latino,latino_se,white,white_se
48201552102,6369,260.790273556231,0.019626314963102527,0.009223426992462307,0.027359781121751026,0.08442776735459662,0,0.015286624203821656,0.0031402103940964044,0.0032426538957110087,0.00706547338671691,0.0063884098067288515,0,0.009067476821858919,0.009420631182289214,0.0061920594081836455,107885.19213313163,8310.842464903044,45590.105900151284,5800.484666780093,0.13534306798555504,0.034706784820060815,6369,260.790273556231,0.11477468990422358,0.024093846328195594,0.08368660700266918,0.03217461241320441,0.16721620348563354,0.05733814562668776,0.6162662898414194,0.058344676884368556
48201552001,8278,506.99088145896656,0.16259966175404686,0.05260041013054478,0.2331002331002331,0.08453718566078117,0.14457831325301204,0.19154403176827844,0.024160425223483932,0.022643408951227493,0.019086735926552308,0.012429259834316923,0.020294757187726505,0.011609968582385348,0.09905774341628412,0.0469760434481025,64142.84114977307,6351.7246136230915,37343.559757942516,4345.515912612833,0.14864703778757898,0.030383505844075655,8389,505.77507598784194,0.1038264393849088,0.02826170272999575,0.2227917511026344,0.058105754118699476,0.14030277744665634,0.029462108577839236,0.5202050303969484,0.04250855425843939
48201552101,3492,275.37993920972644,0.08934707903780069,0.03071138847569674,0,0.18929254302103252,0.2233128834355828,0.019948519948519948,0,0.016538018292789076,0.028350515463917526,0.02671561147965906,0.05211912943871707,0.02136886545810567,0.008877434135166094,0.007627654118513881,71768.53252647504,17824.579135417,30466.311649016643,2249.280587118164,0.2282453637660485,0.048125264089517346,3505,275.37993920972644,0.14550641940085593,0.053705628782244025,0.1492154065620542,0.04282460751674637,0.2362339514978602,0.06954287549884909,0.4433666191155492,0.024636392294476492
48201552103,2981,141.03343465045592,0.10801744381080175,0.05195426623163035,0.26706231454005935,0,0.15481986368062317,0.056589147286821705,0.030191211003019122,0.03586250237759214,0,0.01937294863415614,0.05333780610533378,0.04622231971601772,0.024488426702448843,0.013818469556458796,72905.43721633888,3851.754502940649,28405.52950075643,3631.5355292018635,0.1261321704126132,0.05016968346147252,2981,141.03343465045592,0.11304931231130493,0.05947718935365522,0.10969473331096947,0.07138955854223106,0.34451526333445154,0.06381951149714686,0.43274069104327406,0.06517516113221668
48201552301,3786,151.9756838905775,0.02033808769149498,0.009599303701137431,0.2857142857142857,0,0,0.023288147375738616,0.002641310089804543,0.0025668666000747287,0,0.015253766476074869,0,0.015253766476074869,0.017696777601690437,0.009768728809370016,73551.35400907716,19737.991161958715,42566.71406959153,3489.5704675149104,0.09957739038563128,0.032432888007609136,3786,151.9756838905775,0.009244585314315901,0.016806324057344713,0.05150554675118859,0.03542479571428688,0.15795034337031166,0.039474981337202626,0.7599049128367671,0.04566204447894705
48201552302,4584,302.12765957446805,0.10842059336823735,0.03495012709149797,0,0.5610972568578554,0.1189083820662768,0.07283396617190196,0,0.012598333306810526,0.04908376963350786,0.02926203183651731,0.013307155322862129,0.01283362655950899,0.04602966841186736,0.03234848976263123,56166.28139183056,4339.97581264456,33040.865355521935,3474.335192602164,0.11954624781849912,0.029624177453424518,4584,302.12765957446805,0.07831588132635253,0.031727474955714215,0.087478184991274,0.03480096004236086,0.1119109947643979,0.025062102518230645,0.6319808027923212,0.05004764259130314
48201552601,4506,398.17629179331306,0.19684864624944517,0.08084953871627046,0.4883720930232558,0.08144796380090498,0.22072072072072071,0.09020979020979021,0.10252996005326231,0.06902125811383238,0.015978695073235686,0.00920105536915186,0.06524633821571238,0.0351463774488933,0.02862849533954727,0.014348939634945209,43635.26777609682,12918.82061351273,21479.296520423602,2363.5451489637603,0.3905036609718216,0.08195247880979707,4507,398.17629179331306,0.2098957177723541,0.06719496621132295,0.1961393388063013,0.04966707580642822,0.29554027069003774,0.07688511336745522,0.31750610161970266,0.04718841188034664
48201552602,6063,564.741641337386,0.030677882236516577,0.01710874224597484,0,0,0.07087227414330217,0.02715837621497999,0,0.009525112960319883,0,0.009525112960319883,0.015009071416790368,0.01547796439711967,0.01566881081972621,0.0077852624111416245,90839.5960665658,7815.003517742759,42647.59606656581,4664.764173284469,0.18839634941329855,0.06509198489274118,6136,570.8206686930091,0.07757496740547588,0.03032929864805194,0.13380052151238592,0.04856029050251197,0.20925684485006518,0.09349992461952006,0.5819752281616688,0.07278321721955452
48201553001,5059,350.7598784194529,0.05712591421229492,0.03776425406087928,0,0,0.17049960348929422,0.029517351416035103,0,0.011415449669582814,0,0.011415449669582814,0.042498517493575805,0.035204715348432114,0.014627396718719115,0.008834009804866337,94309.54765506808,7316.394520598338,41429.80937972769,3224.33818153392,0.10667720268668511,0.02865747281031025,5062,350.7598784194529,0.03496641643619123,0.021184460392775786,0.21532990912682734,0.042490658884073745,0.24950612406163572,0.054864175865797456,0.4954563413670486,0.033081335727069505
48201553002,4368,257.14285714285717,0.11103479853479853,0.044052686423983786,0,0.0014044943820224719,0.3761467889908257,0.01588785046728972,0,0.013221327810993465,2.2893772893772894e-4,4.172980301241407e-4,0.08447802197802198,0.039771772501612616,0.007783882783882784,0.004569754344015221,70563.27685325265,8405.024164363656,38906.5189107413,4598.9754861612455,0.3427197802197802,0.07269327485085121,4368,257.14285714285717,0.09111721611721611,0.0327868577086746,0.163003663003663,0.04889070845581064,0.2245879120879121,0.07299081990787304,0.4899267399267399,0.0780673561106
48201553401,3624,167.78115501519756,0.016556291390728478,0.013397577318991487,NA,0,0.014508928571428572,0.020577933450087564,0,0.015935640143051724,0,0.015935640143051724,0.00358719646799117,0.0035186980716289517,0.012969094922737307,0.013070214882433338,105578.34644478063,13632.108484427665,45110.50983358548,3923.083290032143,0.06153421633554084,0.022100192677070418,3624,167.78115501519756,0,0.022536398415400876,0.11782560706401767,0.045130024868787026,0.24724061810154527,0.07529043483819758,0.630242825607064,0.05948808782984721
48201553402,6515,263.82978723404256,0.02348426707597851,0.01658160491400037,0.056,0,0.1382198952879581,0,0.0032233307751343056,0.006343612829394453,0,0.008864276266833377,0.020260936300844207,0.014532932282821601,0,0.008864276266833377,116896.13010590016,6875.956573120767,51368.04236006051,3040.8223700849317,0.11799907933098051,0.024361126525498076,6517,263.82978723404256,0.05922970692036213,0.026529496577791897,0.11876630351388676,0.03634218564385522,0.14653981893509282,0.02801559802346227,0.6723952738990333,0.04082163917636148
48201553403,6378,336.7781155015198,0.01567889620570712,0.007292212324496642,0,0.13522012578616352,0,0.004251442453689645,0,0.009054681699344536,0.013483850736908122,0.007112887239617957,0,0.009054681699344536,0.0021950454687989967,0.002093667862860764,108222.39031770045,11685.455858076324,38768.67776096823,2373.932836404269,0.20621292538245395,0.03463538309306396,6406,338.60182370820667,0.14611301904464563,0.022408781460534336,0.09928192319700281,0.013740873552325946,0.24086793630970965,0.036765269787454626,0.5184202310334062,0.058631623654235805
48201553802,7088,336.17021276595744,0.04091422121896163,0.017301829750446335,0.017543859649122806,0.12218649517684887,0.09366869037294015,0.02103378831953457,0.001693002257336343,0.0018851219838638728,0.01072234762979684,0.009076861633495461,0.015237020316027089,0.012672640334417846,0.013261851015801355,0.005452806807473698,87242.05597579425,6760.306986283103,39403.20272314675,2732.654309349838,0.17005752771151958,0.02580437335891912,7127,357.4468085106383,0.09597306019362986,0.020429960922054208,0.08727374771993826,0.02008485010384414,0.16725129788129647,0.041466759025597225,0.6270520555633506,0.01587152645678348
48201554001,3092,165.34954407294833,0.1646183699870634,0.046756912712084917,0,0.27906976744186046,0.5787234042553191,0.1170858629661752,0,0.01867747732161043,0.01164294954721863,0.009613504938772839,0.04398447606727038,0.023475058175852225,0.08732212160413971,0.02852118988497058,74860.27534039335,17454.77746253489,40069.62481089259,3787.350840809495,0.0944372574385511,0.03209912308758585,3092,165.34954407294833,0.04980595084087969,0.036486774299432465,0.041720569210866754,0.025263724995557013,0.0760025873221216,0.026029673155080413,0.7457956015523933,0.03352347981727233
48113014206,3041,179.33130699088144,0.048339362051956596,0.020391645295203313,0.15418502202643172,0,0.0218408736349454,0.03341584158415842,0.023018743834265044,0.016135082050465877,0,0.01899071354107841,0.0046037487668530086,0.004389461679662541,0.01775731667214732,0.009537996088321319,67700.50983358547,9091.304047933269,76258.05295007564,7486.060082126648,0.2175314212052852,0.04378862890092579,3103,201.82370820668692,0.14631002255881406,0.041415204899972996,0.1221398646471157,0.04494997907155625,0.22655494682565258,0.06556089680835041,0.5207863358040606,0.03345053376977697
48113014311,4729,337.9939209726444,0.055402833580038065,0.03318703807163395,0.06932314410480349,0,0,0.011816838995568686,0.05371114400507507,0.033071833750597406,0,0.012212044804064168,0,0.012212044804064168,0.0016916895749629942,0.0017956035620197363,80785.16641452345,3357.3005807724317,37234.198184568835,1819.2303270811014,0.6388242757454007,0.04806473180803222,4729,337.9939209726444,0.7747938253330514,0.0382792001287461,0.050962148445760205,0.027915349718341784,0.013110594205963206,0.00791468887250789,0.1431592302812434,0.04407680162956296
48113014312,4652,251.67173252279636,0.052020636285468616,0.02387903436109272,0.022577610536218252,0.08981380065717415,0.023333333333333334,0.062118126272912425,0.005159071367153913,0.004957821559241484,0.0176268271711092,0.011853178926686426,0.0030094582975064487,0.003001125041430106,0.026225279449699053,0.01994295806757372,73578.69440242057,4652.298948355858,75044.82299546142,7714.589205817841,0.23581066609552367,0.031252418589510784,4669,255.92705167173253,0.23859498822017564,0.03937958793601696,0.19918612122510174,0.031078482036632077,0.1285071749839366,0.03523799172894153,0.42064681944741916,0.03763636356467821
48113016412,4102,165.34954407294833,0.020721599219892736,0.012420465641912109,0,0.008955223880597015,0,0.05299860529986053,0,0.014078683539351402,0.0021940516821062897,0.002221190000126536,0,0.014078683539351402,0.018527547537786446,0.012277629837420442,98254.53857791226,14425.727804882536,38196.80786686838,1939.7275013910028,0.14822038030229157,0.04089016780461172,4102,165.34954407294833,0.10604583130180399,0.038706858316126726,0.24500243783520234,0.05453859341646886,0.2666991711360312,0.05301271238355584,0.34958556801560214,0.053910683099281424
