GEOID,pov_population,pov_population_se,pov_rate,pov_rate_se,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_asian_rate2_se,pov_black_rate2,pov_black_rate2_se,pov_latino_rate2,pov_latino_rate2_se,pov_white_rate2,pov_white_rate2_se,median_income,median_income_se,per_capita_income,per_capita_income_se
48439105902,4707,346.5045592705167,0.45315487571701724,0.06271121600888095,0.49696969696969695,0.53077975376197,0.3888404533565824,0.25165562913907286,0.19162948799660082,0.05517989862949977,0.16486084554918207,0.047285609988029983,0.09475249628213299,0.0416516009337846,0.016146165285744637,0.008310090484914585,24909,4277.203647416413,11464,2110.6382978723404
48439110807,6479,363.5258358662614,0.15218397900910635,0.05184444793040054,0,0.40078585461689586,0.15352038115404976,0.07756068679692125,0,0.0016888793394229944,0.06297268096928538,0.02394802281686312,0.044759993826207746,0.028506709878541613,0.04043833924988424,0.020044720500415742,58833,1651.063829787234,26051,2931.306990881459
48439106517,8365,529.483282674772,0.16234309623430962,0.05034114341987053,0.0395799676898223,0.2992383025027203,0.13674033149171272,0.030620467365028204,0.005857740585774059,0.00551062541808903,0.1315002988643156,0.050700513444723073,0.011835026897788405,0.012477145380192163,0.009085475194261805,0.003955381153986254,46925,4959.270516717325,24753,1990.8814589665653
48439106518,4104,299.08814589665656,0.14985380116959066,0.04123827513583018,0.32531824611032534,0.07167955024595925,0.20190779014308427,0.06694214876033058,0.05604288499025341,0.03903991859788558,0.024853801169590642,0.01051002646722696,0.03094541910331384,0.012988744707668986,0.019736842105263157,0.009969232801386415,43857,3997.5683890577507,33148,3110.6382978723404
48439110600,2579,13.98176291793313,0.09848778596355176,0.02167898274011182,0.18666666666666668,0.11363636363636363,0.08394698085419734,0.09460243760882182,0.005428460643660334,0.0035355661683320904,0.0019387359441644049,0.0016499545601558379,0.022101589763474216,0.009899203085166283,0.0632027917797596,0.016967846193639034,53250,4237.689969604863,34794,3346.504559270517
48029980100,180,28.57142857142857,0.09444444444444444,0.08308939367345634,0,1,0.08333333333333333,0,0,0.04390408645727795,0.06666666666666667,0.05986216176420305,0.027777777777777776,0.02322584998048638,0,0.04390408645727795,54327,17976.899696048633,22069,2643.768996960486
48037011501,4828,293.00911854103344,0.1327671913835957,0.03432221104242074,0,0.40350877192982454,0.12631578947368421,0.1261996161228407,0,0.002266414507067436,0.019055509527754765,0.011905596150637222,0.0024855012427506215,0.002387566088345657,0.10894780447390223,0.03154800948614818,55893,5362.917933130699,16242,1279.0273556231002
48037011502,3098,209.72644376899694,0.34247901872175596,0.06213940159979466,NA,0.3987421383647799,0.7857142857142857,0.32377819548872183,0,0.0025509152880277696,0.10232408005164623,0.041416698619076,0.017753389283408652,0.0144707708486506,0.2224015493867011,0.06801307314711355,28503,3099.6960486322187,18580,1849.240121580547
48039660601,12255,406.6869300911854,0.03476132190942473,0.017820309785390308,0.0371713508612874,0.07145646231940649,0,0.022242817423540315,0.006691146470828233,0.00624621718648626,0.014932680538555692,0.014823454719262236,0,9.920893277230681e-4,0.009791921664626682,0.006341051118038544,97185,7207.90273556231,47573,3844.3768996960484
48039660701,15478,656.5349544072948,0.0260369556790283,0.013544292664607237,0,0.062118396602070615,0,0.024538986496297373,0,7.855055376176637e-4,0.015118232329758367,0.012315752831429288,0,7.855055376176637e-4,0.01091872334926993,0.0071724380652783614,96926,5177.507598784195,43896,2226.747720364742
48039660602,33485,730.6990881458967,0.06190831715693594,0.019432854946296294,0,0.033775889537971324,0.14585505735140772,0.07005176781583874,0,4.90170938037401e-4,0.009496789607286844,0.004134030219834567,0.03341794833507541,0.015777553301530422,0.01899357921457369,0.008776987162380904,103740,6951.975683890578,42906,3426.139817629179
48167722001,5413,279.0273556231003,0.11786440051727323,0.04552883054255581,NA,0.4343220338983051,0.19072769953051644,0.03436207445116131,0,0.0020214759357327877,0.03787179013486052,0.030034151533798053,0.06004064289673009,0.0339999089383777,0.019951967485682617,0.009603246549696338,64125,4322.188449848024,30594,2413.981762917933
48167722002,3783,361.09422492401217,0.16997092254824214,0.06186389826820427,NA,0.24961479198767333,0.2083618917066484,0.10792682926829268,0,0.002089012836983883,0.04282315622521808,0.039641756382292934,0.08035950303991542,0.05117154509446377,0.046788263283108644,0.016437590459324566,47500,5057.75075987842,20559,2163.5258358662613
48167723501,1033,131.91489361702128,0.06292352371732816,0.04040249345654619,NA,1,0.3409090909090909,0.018691588785046728,0,0.007650276439796738,0.003872216844143272,0.0034961002362028978,0.04356243949661181,0.042597537582983735,0.015488867376573089,0.01279463813131701,83935,5857.75075987842,28559,3600
48167723502,8729,362.3100303951368,0.07916141596975598,0.026750318103243482,NA,NA,0.12147134302822926,0.07604931430946114,0,0.0012535512934037782,0,0.0012535512934037782,0.01626761370145492,0.01077333099987345,0.06289380226830106,0.02535484380155503,65710,4484.498480243161,29924,1740.4255319148936
