GEOID,pov_population,pov_population_se,pov_rate,pov_rate_se,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_asian_rate2_se,pov_black_rate2,pov_black_rate2_se,pov_latino_rate2,pov_latino_rate2_se,pov_white_rate2,pov_white_rate2_se,median_income,median_income_se,per_capita_income,per_capita_income_se
48205950200,4461,148.93617021276594,0.09302846895314952,0.01771753795538886,NA,0,0.4340175953079179,0.02946691668899009,0,0.017306354498187262,0,0.017306354498187262,0.06635283568706568,0.01454953518486541,0.024658148397220355,0.008408567621177514,66583,6170.212765957447,24616,2148.3282674772036
48207950300,3791,86.93009118541033,0.18939593774729624,0.04178772284455742,0,0.628158844765343,0.1900739176346357,0.14348171701112877,0,0.020364982172622892,0.045898179899762595,0.019053101934856667,0.0474808757583751,0.02081759273320378,0.09522553415985228,0.02202088139035709,35688,3477.2036474164133,22022,1731.9148936170213
48207950400,2041,84.4984802431611,0.1842234198922097,0.03155656037071187,NA,0.7037037037037037,0.34054054054054056,0.13723076923076924,0,0.03782638285958519,0.009309162175404213,0.006839597330074289,0.061734443900048994,0.02428923472277085,0.10926016658500735,0.025514690579382406,35071,2998.7841945288756,24061,2878.4194528875378
48209010100,2282,211.5501519756839,0.35539000876424187,0.07688502870694211,NA,0.11627906976744186,0.2345890410958904,0.4257105943152455,0,0.0338315720492609,0.006573181419807186,0.005560910087686225,0.0600350569675723,0.03606861729841727,0.2887817703768624,0.06560807329329245,22137,4190.881458966565,16444,1950.1519756838907
48209010200,959,124.01215805471125,0.4337851929092805,0.09275240625078661,0.6458333333333334,0.631578947368421,0.8850574712643678,0.3428184281842818,0.06465067778936393,0.042932143035352505,0.02502606882168926,0.020666598057714314,0.08029197080291971,0.05609753625194778,0.2638164754953076,0.057150806703938246,22869,2857.1428571428573,4304,379.9392097264438
48209010302,3843,286.322188449848,0.3158990372105126,0.04941282290340406,0,0.2608695652173913,0.3435754189944134,0.27942497753818507,0,0.020089421654023776,0.01092896174863388,0.00770814824040945,0.22404371584699453,0.042898484058364134,0.0809263596148842,0.021966085193379267,26899,3629.7872340425533,14843,1185.4103343465044
48209010303,6547,449.84802431610944,0.5460516266992516,0.04029929059806115,1,0.7701657458563536,0.47058823529411764,0.5355497037524687,0.013899495952344585,0.006335212735810439,0.1064609744921338,0.018275015221362507,0.17840232167404918,0.031696086243259314,0.24851076829082022,0.03023865887564011,25711,2699.0881458966564,11830,753.7993920972644
48209010304,5211,348.93617021276594,0.4110535405872193,0.04795834561273427,0.5245901639344263,0.5298245614035088,0.3492765273311897,0.4446922390722569,0.012281711763577048,0.005538842848303942,0.028977163692189598,0.012448708573992443,0.1667626175398196,0.03939476219788668,0.1913260410669737,0.025679332911058034,21467,1651.063829787234,14264,1058.966565349544
48209010400,6772,414.58966565349544,0.2328706438275251,0.056209748819322176,0.8452380952380952,0.18902439024390244,0.2523164647184604,0.18129938542581212,0.010484347312463083,0.006341060372655093,0.00457767277023036,0.004749394517694722,0.1568222090962788,0.05071531651132518,0.06098641464855287,0.018935334023503718,37843,4094.8328267477204,18670,1813.373860182371
48209010500,3186,201.2158054711246,0.29252981795354677,0.057794660780200624,NA,0.6036585365853658,0.33891992551210426,0.1587651598676957,0,0.024232155497932638,0.031073446327683617,0.022429224501623993,0.22849968612680477,0.05755862740829647,0.04519774011299435,0.022333230081142002,33043,4488.145896656535,15208,1314.8936170212767
48209010600,8435,347.72036474164133,0.0953171310017783,0.0244054077798348,0,0.04722222222222222,0.11787254432199329,0.09251025991792065,0,0.009152773849011663,0.002015411973918198,0.0020162233333450024,0.02916419679905157,0.015014381683592641,0.06413752222880853,0.015121304748318146,60914,3761.094224924012,31919,2420.6686930091187
48209010701,6769,442.5531914893617,0.5068695523711035,0.0285420937896589,0.5891891891891892,1,0.4802215189873418,0.5146402947450068,0.016102821687102968,0.00756063735881809,0.006647953907519575,0.00834072239828547,0.08967351159698626,0.01688255053048426,0.3920815482345989,0.031242810301021273,19831,3702.73556231003,19520,1281.4589665653496
48209010702,2320,238.29787234042553,0.30387931034482757,0.07725766834616322,NA,0.8387096774193549,0.19518716577540107,0.3010869565217391,0,0.03327743423121266,0.03362068965517241,0.027295252340008812,0.03146551724137931,0.020446271631825497,0.23879310344827587,0.055049224177414674,46222,6376.899696048632,29416,4153.191489361702
48209010803,4064,292.4012158054711,0.1328740157480315,0.04246564204670732,NA,0,0.3970149253731343,0.11487440022579734,0,0.018996960486322188,0,0.018996960486322188,0.0327263779527559,0.01537733547768973,0.10014763779527559,0.03226285785957328,58557,7783.586626139818,43342,5523.404255319148
48209010804,9065,342.85714285714283,0.040706012134583566,0.013255917391236029,0,0,0,0.04302689180737961,0,0.008516673735952938,0,0.008516673735952938,0,0.008516673735952938,0.03794815223386652,0.013402512012962001,67553,4934.954407294833,36845,1693.6170212765958
48209010805,4969,239.51367781155014,0.0054336888710002015,0.0043964110779017174,0.12121212121212122,0,0.014563106796116505,0,8.049909438518816e-4,8.554938471107527e-4,0,0.015537059250636621,0.0012074864157778226,0.0010995120366864245,0,0.015537059250636621,110769,6366.565349544073,40514,1937.9939209726444
48209010806,3366,177.50759878419453,0.08764111705288176,0.03454820301633944,0.23076923076923078,NA,0.5338645418326693,0.04316309719934102,0.004456327985739751,0.004328046797956725,0,0.02293631830552982,0.0398098633392751,0.027189811507040935,0.03891859774212715,0.017033889115636358,113209,10959.270516717324,47330,5087.537993920972
48209010807,2073,244.37689969604864,0.1929570670525808,0.06442921631133232,0,1,0.31422505307855625,0.1658255227108868,0,0.03724247342808171,0.005788712011577424,0.0055297612178351885,0.0713941148094549,0.03386635938185417,0.11095031355523396,0.05144110074195776,55952,11811.550151975684,24117,2178.115501519757
