GEOID,Age,estimate,moe
48005000101,75-79,165,78.2368199762746
48005000101,80-84,117,94.92101980067429
48005000102,50-54,331,130.17296186228538
48005000102,55-59,167,96.16652224137046
48005000102,60-64,305,146.03766637412417
48005000102,65-69,149,79.76841480184999
48005000102,70-74,115,78.39005038906404
48005000102,75-79,81,54.56189146281496
48005000102,80-84,48,43.60045871318328
48005000200,50-54,292,103.07764064044152
48005000200,55-59,348,140.61649974309557
48005000200,60-64,498,182.69646958822165
48005000200,65-69,436,175.8095560542714
48005000200,70-74,236,99.72462083156798
48005000200,75-79,96,58.728187440104094
48005000200,80-84,62,55.46169849544819
48005000301,50-54,394,130.4837154590564
48005000301,55-59,304,125.0959631642844
48005000301,60-64,410,140.55248130146973
48005000301,65-69,213,87.76673629570601
48005000301,70-74,218,102.9417310909429
48005000301,75-79,176,70.71067811865476
48005000301,80-84,48,101.95096860746347
48005000302,50-54,425,135.6244815658294
48005000302,55-59,338,115.42096863222038
48005000302,60-64,276,111.07655018049489
48005000302,65-69,148,73.95944834840239
48005000302,70-74,57,45.45327270945405
48005000302,75-79,121,67.72001181334805
48005000302,80-84,48,39.6232255123179
48005000400,50-54,470,166.6043216726385
48005000400,55-59,313,113.17243480636087
48005000400,60-64,274,141.44256784999345
48005000400,65-69,195,85.49853799919622
48005000400,70-74,207,94.2019108086455
48005000400,75-79,138,65.19202405202648
48005000400,80-84,122,86.45229898620394
48005000500,50-54,321,104.9952379872535
48005000500,55-59,306,127.7810627597063
48005000500,60-64,195,92.67146270562476
48005000500,65-69,254,112.08925015361643
48005000500,70-74,163,81.46778504415104
48005000500,75-79,243,66.37017402418047
48005000500,80-84,132,66.06814663663572
48005000600,50-54,333,125.86500705120545
48005000600,55-59,268,105.11898020814318
48005000600,60-64,376,147.39063742314164
48005000600,65-69,73,107.66150658429409
48005000600,70-74,97,68.54195795277518
48005000600,75-79,185,70.00714249274856
48005000600,80-84,166,100.96038827183659
48005000700,50-54,114,60.876925020897694
48005000700,55-59,145,60.41522986797286
48005000700,60-64,77,48.91829923454004
48005000700,65-69,74,106.18380290797651
48005000700,70-74,34,31.304951684997057
48005000700,75-79,57,105.99056561788883
48005000700,80-84,82,53.600373133029585
48005000800,50-54,356,111.07204868912791
48005000800,55-59,177,82.75868534480233
48005000800,60-64,228,103.54226190305097
48005000800,65-69,301,129.14333122542564
48005000800,70-74,214,70.7248188403477
48005000800,75-79,207,87.36704184073076
48005000800,80-84,135,65.43699259593154
48005000901,50-54,564,208.92343095019285
48005000901,55-59,283,128.5496013218244
48005000901,60-64,277,135.48062592119953
48005000901,65-69,240,88.23831367382311
48005000901,70-74,273,107.07007051459338
48005000901,75-79,108,56.938563381947034
48005000901,80-84,247,120.20815280171308
48005000902,50-54,185,79.25906888173743
48005000902,55-59,140,59.36328831862332
48005000902,60-64,207,135.83077707206124
48005000902,65-69,195,89.40917178902845
48005000902,70-74,113,75.69015788066504
48005000902,75-79,75,58.008620049092706
48005000902,80-84,45,46.75467891024384
48005001001,50-54,377,145.12063946937388
48005001001,55-59,490,297.1952220342716
48005001001,60-64,376,152.65647709809105
48005001001,65-69,141,80.77747210701756
48005001001,70-74,71,49.64876634922564
48005001001,75-79,63,37.64306044943742
48005001001,80-84,30,32.802438933713454
48005001002,50-54,222,92.45539465060976
48005001002,55-59,126,80.65977932030313
48005001002,60-64,208,92.53107586103168
48005001002,65-69,153,73.08214556237385
48005001002,70-74,136,71.56116265125938
48005001002,75-79,115,77.3692445355388
48005001002,80-84,62,54.67174773134658
48005001100,50-54,419,121.16517651536682
48005001100,55-59,346,121.91800523302537
48005001100,60-64,288,101.75952043912157
48005001100,65-69,427,118.02965729002182
48005001100,70-74,173,92.39588735436226
48005001100,75-79,97,59.36328831862332
48005001100,80-84,76,54.56189146281496
48005001200,50-54,260,94.36630754670864
48005001200,55-59,227,91.58602513484249
48005001200,60-64,289,98.51395840184273
48005001200,65-69,318,95.57196241576293
48005001200,70-74,106,39.20459156782532
48005001200,75-79,102,40
48005001200,80-84,66,40.8166632639171
48005001300,50-54,393,127.7810627597063
48005001300,55-59,341,107.48953437428223
48005001300,60-64,307,104.39348638684312
48005001300,65-69,208,73.85120175054702
48005001300,70-74,171,74.65252842335616
48005001300,75-79,145,66.48308055437865
48005001300,80-84,99,49.20365840057018
48007950100,50-54,523,147.98986451781082
48007950100,55-59,491,158.38244852255568
48007950100,60-64,710,232.7831609030172
48007950100,65-69,487,166.29491874377882
48007950100,70-74,422,107.48953437428223
48007950100,75-79,196,89.88882021697692
48007950100,80-84,245,116.72617529928752
48007950200,50-54,112,67.67569726275453
48007950200,55-59,75,45.65084884205331
48007950200,60-64,137,61.36774397026503
48007950200,65-69,189,66.46803743153546
48007950200,70-74,132,61.07372593840988
48007950200,75-79,99,50.93132631298737
48007950200,80-84,116,50.32891812864648
48007950300,50-54,364,116.77756633874505
48007950300,55-59,607,141.42842712835352
48007950300,60-64,400,165.20895859486555
48007950300,65-69,434,148.8388390172404
48007950300,70-74,503,150.6950563223625
48007950300,75-79,419,141.20906486483082
48007950300,80-84,283,104.86181383134664
48007950400,50-54,255,95.01578816175763
48007950400,55-59,200,80.15609770940699
48007950400,60-64,153,80.47359815492284
48007950400,65-69,151,111.79892664958818
48007950400,70-74,159,62.369864518050704
48007950400,75-79,100,48.010415536631214
48007950400,80-84,49,30.805843601498726
48007950500,50-54,519,140.71602609511115
48007950500,55-59,600,163.3431969810803
48007950500,60-64,294,130.62541865961617
48007950500,65-69,404,136.6747965061591
48007950500,70-74,419,172.46738822165773
48007950500,75-79,232,118.4736257569591
48007950500,80-84,127,69.57010852370435
48007990000,50-54,0,95
48007990000,55-59,0,95
48007990000,60-64,0,95
48007990000,65-69,0,95
48007990000,70-74,0,95
48007990000,75-79,0,95
48007990000,80-84,0,95
48009020100,50-54,328,65
48009020100,55-59,278,62.76941930590086
48009020100,60-64,212,67.20863039818622
48009020100,65-69,173,56.938563381947034
48009020100,70-74,70,29.732137494637012
48009020100,75-79,41,22.627416997969522
48009020100,80-84,48,24.041630560342615
48009020200,50-54,242,55.44366510251645
48009020200,55-59,155,48.41487374764082
48009020200,60-64,95,42.01190307520001
48009020200,65-69,169,58.63446085707619
48009020200,70-74,133,57.77542730261716
48009020200,75-79,107,48.82622246293481
48009020200,80-84,39,27.784887978899608
48009020300,50-54,228,49.678969393496885
48009020300,55-59,204,52.69724850502159
48009020300,60-64,183,45.02221673796171
48009020300,65-69,117,42.21374183841087
48009020300,70-74,174,56.938563381947034
48009020300,75-79,151,40.36087214122113
48009020300,80-84,78,31.78049716414141
48011950100,50-54,120,33.24154027718932
48011950100,55-59,138,47.01063709417264
48011950100,60-64,136,43.37049688440288
48011950100,65-69,109,35.02855977627399
48011950100,70-74,123,29
48011950100,75-79,76,26.90724809414742
48011950100,80-84,70,71.19691004531025
48013960100,50-54,529,148.38463532320318
48013960100,55-59,375,143.22011031974526
48013960100,60-64,483,158.01898620102585
48013960100,65-69,301,102.13226718329521
48013960100,70-74,292,116.01724009818541
48013960100,75-79,154,122.24974437601087
48013960100,80-84,120,140.12137595670404
48013960201,50-54,423,121.6552506059644
48013960201,55-59,303,96.17692030835673
48013960201,60-64,407,132.81942628998215
48013960201,65-69,227,94.73647660748209
48013960201,70-74,160,84.581321815162
48013960201,75-79,98,64.1404708432983
48013960201,80-84,66,63.15853069855251
48013960202,50-54,452,154.0194792875239
48013960202,55-59,868,241.84705910967782
48013960202,60-64,433,153.52524222420234
48013960202,65-69,487,179.11448852619378
48013960202,70-74,284,117.2006825918689
48013960202,75-79,216,106.4377752492037
48013960202,80-84,164,97.94896630388705
48013960300,50-54,275,102.9271587094485
48013960300,55-59,369,109.65856099730654
48013960300,60-64,150,76.12489737267302
48013960300,65-69,185,79.31582439841371
48013960300,70-74,137,78.71467461661771
48013960300,75-79,20,97.51410154434076
48013960300,80-84,18,21.633307652783937
48013960401,50-54,205,77.15568676384133
48013960401,55-59,219,113.01769772916099
48013960401,60-64,109,69.87846592477543
48013960401,65-69,78,55.47972602672079
48013960401,70-74,121,73.06161783043132
48013960401,75-79,41,44.40720662234904
48013960401,80-84,23,99.62429422585637
48013960402,50-54,436,138.62178760930766
48013960402,55-59,386,140.75865870347016
48013960402,60-64,316,109.48059188732951
48013960402,65-69,224,96.00520819205592
48013960402,70-74,237,104.9952379872535
48013960402,75-79,247,109.04127658827184
48013960402,80-84,236,98.47842403288143
48013960500,50-54,216,69.65629906907199
48013960500,55-59,160,58.82176467941097
48013960500,60-64,73,34.9857113690718
48013960500,65-69,82,39.331920878594275
48013960500,70-74,59,29.68164415931166
48013960500,75-79,22,14.866068747318506
48013960500,80-84,29,22.80350850198276
48013960600,50-54,432,139.8070098385628
48013960600,55-59,337,125.2078272313676
48013960600,60-64,337,110.4445562261898
48013960600,65-69,96,62.056425936400814
48013960600,70-74,211,117.61377470347595
48013960600,75-79,132,73.35529974037323
48013960600,80-84,228,113.14592347937243
48015760100,50-54,167,68.47627326307996
48015760100,55-59,156,52.630789467763066
48015760100,60-64,116,44.87761134463375
48015760100,65-69,85,104.79980916013159
48015760100,70-74,97,57.271284253105414
48015760100,75-79,81,47.885279575251516
48015760100,80-84,36,26.419689627245813
48015760200,50-54,479,110.78808600206071
48015760200,55-59,410,118.1905241548577
48015760200,60-64,325,108.18964830333815
48015760200,65-69,248,95.08943158942533
48015760200,70-74,152,59.50630218724736
48015760200,75-79,132,81.98780397107853
48015760200,80-84,149,89.05054744357274
48015760300,50-54,588,145.60219778561037
48015760300,55-59,459,154.7966407904254
48015760300,60-64,526,177.85106128443542
48015760300,65-69,287,85.94184079946159
48015760300,70-74,154,60.959002616512684
48015760300,75-79,266,124.57929201917949
48015760300,80-84,137,80.45495634204272
48015760400,50-54,186,83.86298349093002
48015760400,55-59,263,98.71676655968832
48015760400,60-64,354,135.16656391282572
48015760400,65-69,248,93.23625904121208
48015760400,70-74,179,73.81734213584231
48015760400,75-79,115,82.37718130647589
48015760400,80-84,113,63.812224534175265
48015760501,50-54,332,118.6001686339442
48015760501,55-59,392,168.24089871371942
48015760501,60-64,321,141.66862743741115
48015760501,65-69,236,106.01414999895061
48015760501,70-74,217,93.00537618869137
48015760501,75-79,151,102.17631819555841
48015760501,80-84,63,55.00909015790027
48015760502,50-54,447,133.6600164596728
48015760502,55-59,87,72.67048919609665
48015760502,60-64,223,105.13324878457813
48015760502,65-69,223,96.0937042682818
48015760502,70-74,329,107.91200118615167
48015760502,75-79,111,68.62215385719105
48015760502,80-84,56,55.154328932550705
48017950100,50-54,462,98.41239759298622
48017950100,55-59,514,141.35416513141735
48017950100,60-64,385,144.07289821475794
48017950100,65-69,321,120.14990636700472
48017950100,70-74,172,73.7563556583431
48017950100,75-79,128,70.71067811865476
48017950100,80-84,86,75
48019000101,50-54,281,113.85077953180645
48019000101,55-59,217,85.98255637046388
48019000101,60-64,402,142.40084269413578
48019000101,65-69,293,117.957619508025
48019000101,70-74,130,72.069410986909
48019000101,75-79,91,80.23091673413684
48019000101,80-84,184,107.07474025184464
48019000102,50-54,545,187.39530410338463
48019000102,55-59,552,210.1547049199708
48019000102,60-64,315,132.41601111648092
48019000102,65-69,249,106.06601717798213
48019000102,70-74,533,180.23595645708434
48019000102,75-79,168,98.47842403288143
48019000102,80-84,107,58.05170109479997
48019000200,50-54,205,79.2464510246358
48019000200,55-59,233,68.6804193347711
48019000200,60-64,197,68.86944169949398
48019000200,65-69,179,56.4003546088143
48019000200,70-74,128,49.4064773081425
48019000200,75-79,174,74.09453421137081
48019000200,80-84,79,37.53664875824692
48019000300,50-54,624,174.9771413642365
48019000300,55-59,575,182.20043907740728
48019000300,60-64,551,176.34625031454453
48019000300,65-69,483,158.8521325006372
48019000300,70-74,289,143.65583872575453
48019000300,75-79,89,65.39113089708727
48019000300,80-84,208,134.5362404707371
48019000400,50-54,293,103.96634070698074
48019000400,55-59,253,101.78899744078434
48019000400,60-64,241,102.93201639917486
48019000400,65-69,84,57.88782255362521
48019000400,70-74,85,60.21627686929839
48019000400,75-79,150,81.39410298049853
48019000400,80-84,48,44.598206241955516
48021950100,50-54,744,184.39088914585776
48021950100,55-59,825,170.84788555905513
48021950100,60-64,576,144.41606558828556
48021950100,65-69,309,113.02212172844747
48021950100,70-74,322,94.06912352095134
48021950100,75-79,146,101.11874208078342
48021950100,80-84,101,52.49761899362675
48021950200,50-54,484,143.4015341619468
48021950200,55-59,530,183.43936327844142
48021950200,60-64,438,150.93044755780724
48021950200,65-69,266,142.90206436577463
48021950200,70-74,222,108.70602559196064
48021950200,75-79,112,68.79680225126747
48021950200,80-84,155,75.43208866258443
48021950300,50-54,837,197.99494943053472
48021950300,55-59,915,190.370691021491
48021950300,60-64,820,189.4887859478761
48021950300,65-69,543,159.86244086714052
48021950300,70-74,410,112.05802068571441
48021950300,75-79,261,102.30347012687302
48021950300,80-84,373,136.02940858505562
48021950400,50-54,756,201.2212712413874
48021950400,55-59,629,168.80758276807353
48021950400,60-64,491,140.07141035914503
48021950400,65-69,309,106.46126055988628
48021950400,70-74,236,98.29038610159185
48021950400,75-79,125,93.34880824091971
48021950400,80-84,168,120.30378215168466
48021950501,50-54,637,168.43990026119107
48021950501,55-59,594,205.5164227014474
48021950501,60-64,364,153.785564992297
48021950501,65-69,153,119.32309080810805
48021950501,70-74,62,45.803929962395145
48021950501,75-79,99,73
48021950501,80-84,47,48.76474136094644
48021950502,50-54,704,200.89051744669283
48021950502,55-59,588,173.65770930194836
48021950502,60-64,323,122.90646850349252
48021950502,65-69,315,111.04053313993049
48021950502,70-74,260,85.60373823613078
48021950502,75-79,99,56.639209034025185
48021950502,80-84,65,43.01162633521314
48021950600,50-54,261,118.1905241548577
48021950600,55-59,304,112.80514172678478
48021950600,60-64,273,98.72689603142601
48021950600,65-69,198,90.43229511629129
48021950600,70-74,205,89.89994438263018
48021950600,75-79,123,79.05694150420949
48021950600,80-84,70,48.82622246293481
48021950700,50-54,254,90.4267659490264
48021950700,55-59,224,84.53401682163222
48021950700,60-64,211,74.85986908885161
48021950700,65-69,169,87.09190547921202
48021950700,70-74,98,77.62087348130012
48021950700,75-79,180,74.51845409024533
48021950700,80-84,89,60.802960454241045
48021950801,50-54,630,211.42611002428248
48021950801,55-59,119,78.26237921249263
48021950801,60-64,282,120.01249934902614
48021950801,65-69,135,86.98275691193054
48021950801,70-74,71,66.30987860040162
48021950801,75-79,197,108.97706180660222
48021950801,80-84,19,99.04039579888602
48021950802,50-54,481,159.62455951387932
48021950802,55-59,474,149.30505684671232
48021950802,60-64,439,155.31258802814406
48021950802,65-69,198,89.5488693395958
48021950802,70-74,237,108.2081327812286
48021950802,75-79,62,49.8196748283246
48021950802,80-84,31,34.828149534535996
48023950300,50-54,195,69.35416353759881
48023950300,55-59,339,98.3107318658548
48023950300,60-64,380,116.75187364663576
48023950300,65-69,261,132.61221663180206
48023950300,70-74,186,65.79513659838392
48023950300,75-79,162,71.61005515987263
48023950300,80-84,232,97.082439194738
48025950100,50-54,152,59.464274989274024
48025950100,55-59,195,56.08029957123981
48025950100,60-64,170,62.71363488110062
48025950100,65-69,112,44.93328387732194
48025950100,70-74,95,45.79301256742124
48025950100,75-79,55,33.97057550292606
48025950100,80-84,64,30.4138126514911
48025950201,50-54,588,129.4488315899375
48025950201,55-59,331,118.2285921425101
48025950201,60-64,153,164.74829285913708
48025950201,65-69,79,53.54437412091022
48025950201,70-74,41,34.20526275297414
48025950201,75-79,46,113.44161493913951
48025950201,80-84,0,95
48025950202,50-54,445,115.80155439371269
48025950202,55-59,341,130.20752666416791
48025950202,60-64,407,138.03622712896785
48025950202,65-69,324,130.04230081015947
48025950202,70-74,229,98.73702446397704
48025950202,75-79,163,71.7007670809734
48025950202,80-84,159,68.01470429252781
48025950300,50-54,417,116.84605256490268
48025950300,55-59,235,87.20091742636656
48025950300,60-64,260,100.34938963441681
48025950300,65-69,119,65.13063795173512
48025950300,70-74,161,85.9127464349732
48025950300,75-79,75,57.9396237474839
48025950300,80-84,105,59.53990258641679
48025950400,50-54,75,48.02082881417188
48025950400,55-59,100,56.302753041036986
48025950400,60-64,114,69.50539547402057
48025950400,65-69,114,63.14269553954757
48025950400,70-74,98,60.207972893961475
48025950400,75-79,69,51.73973328110612
48025950400,80-84,13,97.29337079164233
48025950500,50-54,297,92.9569792968769
48025950500,55-59,367,116.2497311824849
48025950500,60-64,267,92.97849213662265
48025950500,65-69,233,137.8042089342702
48025950500,70-74,69,56.4003546088143
48025950500,75-79,112,66.64833081180653
48025950500,80-84,131,93.34345183246653
48025950600,50-54,224,83.48652585896721
48025950600,55-59,90,55.154328932550705
48025950600,60-64,107,53.823786563191554
48025950600,65-69,102,68.03675477269621
48025950600,70-74,83,64.4980619863884
48025950600,75-79,157,78.77182237323191
48025950600,80-84,35,26.832815729997478
48027020100,50-54,458,148.55302083767936
48027020100,55-59,443,102.17631819555841
48027020100,60-64,432,134.2013412749664
48027020100,65-69,222,82.04876598706406
48027020100,70-74,271,83.48652585896721
48027020100,75-79,128,68.41052550594829
48027020100,80-84,77,44.40720662234904
48027020201,50-54,413,128.76334882255898
48027020201,55-59,452,154.20765220960988
48027020201,60-64,402,152.6466507985026
48027020201,65-69,180,80.80222769206304
48027020201,70-74,193,91.4166286842826
48027020201,75-79,105,79.40403012442127
48027020201,80-84,89,57.0087712549569
48027020202,50-54,491,147.13938969562162
48027020202,55-59,403,163.835283135227
48027020202,60-64,316,124.9839989758689
48027020202,65-69,320,122.45815611873306
48027020202,70-74,116,77.87810988975015
48027020202,75-79,162,87.45856161634491
48027020202,80-84,57,44.04543109109048
48027020300,50-54,525,138.53880322855397
48027020300,55-59,437,125.31959144523253
48027020300,60-64,201,84.97646733066749
48027020300,65-69,193,95.80187889597991
48027020300,70-74,182,94.76286192385707
48027020300,75-79,102,89.69392398596462
48027020300,80-84,38,41.10960958218893
48027020401,50-54,210,109.85900054160332
48027020401,55-59,215,109.41663493271945
48027020401,60-64,106,72.29107828771127
48027020401,65-69,101,74.82646590612174
48027020401,70-74,61,53.16013544000805
48027020401,75-79,175,126.90547663517127
48027020401,80-84,53,110.78808600206071
48027020402,50-54,201,114.63420083029322
48027020402,55-59,266,149.04026301640775
48027020402,60-64,115,60.94259594077036
48027020402,65-69,45,101.83810681665287
48027020402,70-74,35,99.92997548283498
48027020402,75-79,74,63.06346010171025
48027020402,80-84,111,85.61541917201598
48027020500,50-54,315,102.55242561733974
48027020500,55-59,242,103.87011119662864
48027020500,60-64,287,119.78313737751236
48027020500,65-69,218,84.51627062288065
48027020500,70-74,73,56.462376853972415
48027020500,75-79,96,55.226805085936306
48027020500,80-84,112,47.50789408087881
48027020600,50-54,139,78.18567643756751
48027020600,55-59,149,85.61541917201598
48027020600,60-64,137,78.7210264160726
48027020600,65-69,95,56.87706040223949
48027020600,70-74,68,44.654227123532216
48027020600,75-79,131,52.3450093132096
48027020600,80-84,67,41.6293165929973
48027020701,50-54,149,87.96590248499699
48027020701,55-59,105,70.8801805866774
48027020701,60-64,76,104.96666137398103
48027020701,65-69,58,40.36087214122113
48027020701,70-74,76,60.207972893961475
48027020701,75-79,25,98.2344135219425
48027020701,80-84,27,25.059928172283335
48027020702,50-54,66,39.59797974644666
48027020702,55-59,282,113.54734695271397
48027020702,60-64,66,104.94284158531252
48027020702,65-69,17,135.70187913216236
48027020702,70-74,87,52.3450093132096
48027020702,75-79,90,51.31276644267
48027020702,80-84,46,46.647615158762406
48027020800,50-54,234,111.80339887498948
48027020800,55-59,240,126.75172582651489
48027020800,60-64,110,60.54750201288241
48027020800,65-69,152,120.37856952132302
48027020800,70-74,92,61.61168720299745
48027020800,75-79,265,103.78824596263297
48027020800,80-84,58,39.05124837953327
48027020900,50-54,124,82.21921916437786
48027020900,55-59,142,70.68238818828917
48027020900,60-64,108,62.849025449882674
48027020900,65-69,117,59.9749947894954
48027020900,70-74,68,111.30588483993108
48027020900,75-79,48,33.015148038438355
48027020900,80-84,82,45.967379738244816
48027021000,50-54,303,156.97770542341354
48027021000,55-59,166,95.01578816175763
48027021000,60-64,326,148.40148247237963
48027021000,65-69,150,86.72369918309528
48027021000,70-74,48,38.948684188300895
48027021000,75-79,78,52.40229002629561
48027021000,80-84,118,58.180752831155424
48027021100,50-54,380,123.84264209067892
48027021100,55-59,221,123.22743201089601
48027021100,60-64,355,134.97777594848716
48027021100,65-69,235,114.4333867365639
48027021100,70-74,258,104.84750831564858
48027021100,75-79,203,79.98124780221924
48027021100,80-84,151,72.42237223399962
48027021201,50-54,135,92.13034245024816
48027021201,55-59,153,82.0792300158816
48027021201,60-64,65,103.53260356042439
48027021201,65-69,58,102.62066068779717
48027021201,70-74,44,32.7566787083184
48027021201,75-79,47,43.41658669218482
48027021201,80-84,43,33.97057550292606
48027021202,50-54,282,106.21205204683694
48027021202,55-59,336,99.35793878699377
48027021202,60-64,253,118.32582135780845
48027021202,65-69,138,58.81326381013045
48027021202,70-74,41,29.068883707497267
48027021202,75-79,199,75.71657678474378
48027021202,80-84,106,60.207972893961475
48027021203,50-54,299,82.61961026293939
48027021203,55-59,279,94.76286192385707
48027021203,60-64,253,85.48684109265004
48027021203,65-69,222,83.35466393669883
48027021203,70-74,100,46.61544808322666
48027021203,75-79,207,75.16648189186454
48027021203,80-84,138,49.040799340956916
48027021301,50-54,582,172.74258305351347
48027021301,55-59,416,140.86873322352267
48027021301,60-64,292,104.5083728703112
48027021301,65-69,319,144.10065926289164
48027021301,70-74,117,62.12889826803627
48027021301,75-79,138,61.554853586049575
48027021301,80-84,235,101.54801819828883
48027021302,50-54,293,100
48027021302,55-59,264,89.00561780022652
48027021302,60-64,286,92.46621004453465
48027021302,65-69,298,80.72174428244226
48027021302,70-74,172,65.06919393998976
48027021302,75-79,135,55.154328932550705
48027021302,80-84,76,48.76474136094644
48027021303,50-54,485,186.81809334215998
48027021303,55-59,523,139.8070098385628
48027021303,60-64,274,108.18964830333815
48027021303,65-69,191,86.3365507765975
48027021303,70-74,166,72.47068372797375
48027021303,75-79,156,93.34880824091971
48027021303,80-84,119,64.40496875241847
48027021400,50-54,210,75.69015788066504
48027021400,55-59,287,79.93122043357026
48027021400,60-64,185,50.6458290484024
48027021400,65-69,161,50.0199960015992
48027021400,70-74,91,37.8021163428716
48027021400,75-79,89,38.8329756778952
48027021400,80-84,42,23.706539182259394
48027021500,50-54,302,97.082439194738
48027021500,55-59,271,99.02019995940222
48027021500,60-64,265,121.98770429842509
48027021500,65-69,170,64.61423991660043
48027021500,70-74,171,62.24146527838174
48027021500,75-79,123,52.80151512977634
48027021500,80-84,70,47.16990566028302
48027021601,50-54,286,90.60353193998566
48027021601,55-59,240,83.73768566183328
48027021601,60-64,138,60.4648658313239
48027021601,65-69,326,130
48027021601,70-74,126,48.25971404805462
48027021601,75-79,117,78.44743462982075
48027021601,80-84,89,51.478150704935004
48027021602,50-54,137,70.2353187506115
48027021602,55-59,45,27.018512172212592
48027021602,60-64,32,21.95449840010015
48027021602,65-69,18,136.01470508735443
48027021602,70-74,14,14.317821063276353
48027021602,75-79,25,97.29337079164233
48027021602,80-84,26,98.2344135219425
48027021700,50-54,422,146.18481453283715
48027021700,55-59,340,118.40608092492548
48027021700,60-64,476,154.14927829866735
48027021700,65-69,334,111.8883371938291
48027021700,70-74,337,122.0245876862528
48027021700,75-79,183,88.19297024139736
48027021700,80-84,306,117.79643458101778
48027021800,50-54,450,122.34786471369249
48027021800,55-59,342,114.10959644131601
48027021800,60-64,377,123.30044606569759
48027021800,65-69,267,118.64653387267578
48027021800,70-74,127,86.37708029332781
48027021800,75-79,20,98.49365461794989
48027021800,80-84,79,75.4254598925323
