GEOID,hh_pop,api,black,latino,white,pov_population,pov_rate,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_black_rate2,pov_latino_rate2,pov_white_rate2,median_income,per_capita_income,nativity
48077030200,3335,0,0.006296851574212893,0.024587706146926538,0.9481259370314843,3311,0.11356085774690426,NA,0,0.5192307692307693,0.09373000639795266,0,0,0.01630927212322561,0.08849290244639083,49680.432977461445,23456.44128113879,0.01066499372647428
48077030301,4612,0.001517779705117086,0.003035559410234172,0.04163052905464007,0.9310494362532524,4601,0.10171701803955661,0,0,0.16753926701570682,0.09262759924385633,0,0,0.006955009780482504,0.08519886981091067,54338.671411625146,23885.195729537365,0.020623281393217233
48077030302,2965,0,3.372681281618887e-4,0.021922428330522766,0.9618887015177066,2960,0.09358108108108108,NA,NA,0.225,0.08951048951048951,0,0,0.0030405405405405407,0.08648648648648649,54940.11862396204,26122.758007117438,0.010683760683760684
48079950100,3655,0.0013679890560875513,0.048700410396716826,0.44049247606019154,0.5017783857729138,3649,0.26993696903261166,NA,0.3270440251572327,0.4249699879951981,0.11704545454545455,0,0.01425047958344752,0.19402576048232392,0.056453822965195945,40977.31316725979,19539.59074733096,0.10173410404624278
48081950100,1715,0,0,0.12653061224489795,0.8583090379008746,1715,0.119533527696793,NA,NA,0.3547008547008547,0.08202323991797676,0,0,0.04839650145772595,0.06997084548104957,43771.66073546856,25000.255041518387,0.006911217437533227
48081950200,1856,0,0.0016163793103448276,0.15786637931034483,0.8227370689655172,1856,0.1400862068965517,0,0,0.2469879518072289,0.11756756756756757,0,0,0.04418103448275862,0.09375,42428.8256227758,24824.584816132858,0.04975396391470749
48083950300,5285,0.0020813623462630085,0.03084200567644276,0.16026490066225166,0.7926206244087038,5275,0.2309004739336493,NA,0.2696629213483146,0.4680337756332931,0.17034925160370634,0,0.004549763033175356,0.07355450236966825,0.13592417061611375,35239.74495848161,20946.44128113879,0.03595685177786656
48083950600,1408,0.0035511363636363635,0,0.05965909090909091,0.9268465909090909,1409,0.12065294535131299,NA,0,0.3939393939393939,0.09914129586260734,0,0,0.027679205110007096,0.09013484740951029,46165.539739027285,26282.052194543296,0.018043025676613464
48083950700,2379,0,0.023118957545187054,0.12021857923497267,0.8461538461538461,2366,0.17286559594251902,0,0.25,0.238562091503268,0.15934627170582227,0,0.008030431107354184,0.03085376162299239,0.13186813186813187,40142.13523131672,22430.70581257414,0.040492957746478875
48085030100,5250,0.0020952380952380953,0.0015238095238095239,0.0579047619047619,0.9213333333333333,5241,0.061247853463079566,0,0,0.14336917562724014,0.056074766355140186,0,0,0.00763213127265789,0.05151688609044076,71246.18623962041,30705.071174377223,0.023289070480081716
48085030200,8353,0.0025140668023464624,0.004668981204357716,0.11085837423680114,0.861247456003831,8326,0.05957242373288494,0,0.2553191489361702,0.10855949895615867,0.048846870075920354,0,0.001441268316118184,0.012490992073024261,0.040956041316358396,80258.96204033215,35555.355871886124,0.06697578567748583
48085030300,7570,0.005284015852047556,0.029590488771466316,0.1319682959048877,0.8192866578599736,7568,0.07399577167019028,0.037037037037037035,0.18,0.19383697813121273,0.05248573757131214,3.964059196617336e-4,0.0035676532769556026,0.025766384778012685,0.04254756871035941,92170.2965599051,42588.11981020166,0.07536686137626443
48085030401,9902,0.01777418703292264,0.03463946677438901,0.08372046051302767,0.8485154514239548,9971,0.028683181225554105,0,0.03669724770642202,0.08807134894091416,0.02090757899738655,0,0.0012034901213519205,0.007922976632233477,0.017651188446494836,109193.93238434164,41604.068801897985,0.059708347686301524
48085030402,7044,0.00922771152754117,0.04443498012492902,0.2497160704145372,0.6871095968199886,7034,0.06951947682684106,0,0.17343173431734318,0.14547413793103448,0.02892030848329049,0,0.006681831106056298,0.038384987205004266,0.019192493602502133,82763.00711743772,41520.69988137604,0.1527313266443701
48085030501,9614,0.03214062825046807,0.032348658206781775,0.04254212606615353,0.8810068649885584,9594,0.01521784448613717,0,0,0.0175054704595186,0.01659052656888675,0,0,8.338544923910778e-4,0.014383989993746092,129847.09371293001,51775.07710557533,0.07423687423687424
48085030502,9294,0.028943404346890467,0.05670324940822036,0.06993759414676134,0.8330105444372714,9280,5.387931034482759e-4,0,0.01037344398340249,0,0,0,5.387931034482759e-4,0,0,117836.01423487545,42354.38908659549,0.08603896103896104
