GEOID,Age,estimate,moe
48005000800,75-79,229,98.8382517044894
48005000800,80-84,109,57.38466694161429
48005000901,50-54,439,134.84806264830058
48005000901,55-59,200,96.83491106000976
48005000901,60-64,423,152.07563907477095
48005000901,65-69,306,120.15406776301833
48005000901,70-74,236,91.43850392476902
48005000901,75-79,188,100.56838469419701
48005000901,80-84,291,119.00420160649792
48005000902,50-54,142,85.72630868059116
48005000902,55-59,189,81.49233092751734
48005000902,60-64,234,102.23013254417701
48005000902,65-69,204,92.38506372785592
48005000902,70-74,110,82.21921916437786
48005000902,75-79,63,52.839379254491625
48005000902,80-84,77,54.67174773134658
48005001001,50-54,339,113.81124724736128
48005001001,55-59,582,188.1116689628796
48005001001,60-64,314,115.50757550914139
48005001001,65-69,124,74.7127833774114
48005001001,70-74,114,54.589376255824725
48005001001,75-79,90,57.245087125446844
48005001001,80-84,81,57.3149195236284
48005001002,50-54,253,107.20074626605917
48005001002,55-59,136,76.83749084919418
48005001002,60-64,247,99.9749968742185
48005001002,65-69,177,76.39371701913711
48005001002,70-74,95,57.201398584300364
48005001002,75-79,106,77.79460135510689
48005001002,80-84,87,56.586217403180434
48005001100,50-54,493,159.90622251807463
48005001100,55-59,273,88.23831367382311
48005001100,60-64,341,106.6536450385077
48005001100,65-69,491,136.91603266235842
48005001100,70-74,122,65.80273550544841
48005001100,75-79,76,48.79549159502341
48005001100,80-84,77,56.85068161420758
48005001200,50-54,204,87.09190547921202
48005001200,55-59,201,72.00694410957877
48005001200,60-64,298,113.85956261992227
48005001200,65-69,250,112.1160113453917
48005001200,70-74,185,59.20304046246274
48005001200,75-79,132,55.94640292279746
48005001200,80-84,99,48.82622246293481
48005001300,50-54,392,138.45215780189199
48005001300,55-59,357,103.40696301506973
48005001300,60-64,346,117.50319144601988
48005001300,65-69,238,76.42643521714199
48005001300,70-74,203,79.2464510246358
48005001300,75-79,124,53.907327887774215
48005001300,80-84,68,34.88552708502482
48007950100,50-54,561,164.51443705644803
48007950100,55-59,489,143.6697602141801
48007950100,60-64,502,181.93955040067567
48007950100,65-69,516,163.57872722331592
48007950100,70-74,401,123.70933675353692
48007950100,75-79,176,74.41102068914255
48007950100,80-84,274,112.89818421923357
48007950200,50-54,62,34.66987164671943
48007950200,55-59,94,63.97655820689325
48007950200,60-64,173,62.153036933041335
48007950200,65-69,222,70.12845356914696
48007950200,70-74,179,61.40032573203501
48007950200,75-79,70,37.53664875824692
48007950200,80-84,63,33.24154027718932
48007950300,50-54,302,115.67627241573788
48007950300,55-59,557,147.98986451781082
48007950300,60-64,407,140.52046114356443
48007950300,65-69,401,142.9930068220121
48007950300,70-74,550,145.7737973711325
48007950300,75-79,349,133.00375934536586
48007950300,80-84,319,108.18964830333815
48007950400,50-54,318,107.20074626605917
48007950400,55-59,276,106.07544484940895
48007950400,60-64,169,80.9814793641114
48007950400,65-69,198,69.14477565225012
48007950400,70-74,165,65.11528238439882
48007950400,75-79,109,52.478567053607705
48007950400,80-84,53,30.528675044947494
48007950500,50-54,524,141.2267680009707
48007950500,55-59,616,176.47946056127893
48007950500,60-64,447,154.2400726140908
48007950500,65-69,377,134.94072772888103
48007950500,70-74,435,149.4590244849738
48007950500,75-79,235,127.94530081249565
48007950500,80-84,163,73.06161783043132
48007990000,50-54,0,13
48007990000,55-59,0,13
48007990000,60-64,0,13
48007990000,65-69,0,13
48007990000,70-74,0,13
48007990000,75-79,0,13
48007990000,80-84,0,13
48009020100,50-54,322,61.71709649683789
48009020100,55-59,328,69.81403870282824
48009020100,60-64,161,49.8998997994986
48009020100,65-69,172,52.99056519796708
48009020100,70-74,74,30.610455730027933
48009020100,75-79,67,31.064449134018133
48009020100,80-84,40,22.67156809750927
48009020200,50-54,253,60.876925020897694
48009020200,55-59,198,57.8013840664737
48009020200,60-64,112,49.17316341257699
48009020200,65-69,166,58.77924803874238
48009020200,70-74,103,41.340053217188775
48009020200,75-79,118,43.278170016764804
48009020200,80-84,35,28.231188426986208
48009020300,50-54,229,50.80354318352215
48009020300,55-59,216,53.75872022286245
48009020300,60-64,163,39.761790704142086
48009020300,65-69,133,41.78516483155236
48009020300,70-74,203,55.569775957799216
48009020300,75-79,139,36.069377593742864
48009020300,80-84,75,30.463092423455635
48011950100,50-54,110,35.4682957019364
48011950100,55-59,121,36.87817782917155
48011950100,60-64,132,36.359317925395686
48011950100,65-69,113,41.048751503547585
48011950100,70-74,114,27.018512172212592
48011950100,75-79,57,22.80350850198276
48011950100,80-84,88,50
48013960100,50-54,513,159.11316727411344
48013960100,55-59,326,123.84667940643382
48013960100,60-64,550,174.43050191981905
48013960100,65-69,304,112.32542009714453
48013960100,70-74,349,150.71164520368026
48013960100,75-79,149,78.92401408950256
48013960100,80-84,126,117.38824472663352
48013960201,50-54,499,134.7145129523913
48013960201,55-59,256,104.06248123122954
48013960201,60-64,389,130.5335205991166
48013960201,65-69,223,90.98901032542337
48013960201,70-74,183,84.07734534343957
48013960201,75-79,129,62.22539674441618
48013960201,80-84,101,61.587336360651285
48013960202,50-54,471,151.02979838429235
48013960202,55-59,666,194.74342094150447
48013960202,60-64,599,201.19145111062747
48013960202,65-69,454,160.5801980320114
48013960202,70-74,282,114.38968484964018
48013960202,75-79,242,114.54693361238441
48013960202,80-84,166,94.49338601193207
48013960300,50-54,219,95.2102935611481
48013960300,55-59,344,101.17806086301516
48013960300,60-64,177,80.04373804364711
48013960300,65-69,180,77.9807668595276
48013960300,70-74,122,72.47068372797375
48013960300,75-79,29,34.539832078341085
48013960300,80-84,61,43.657759905886145
48013960401,50-54,207,80.61017305526642
48013960401,55-59,265,106.83164325236227
48013960401,60-64,115,60.481402100149765
48013960401,65-69,75,56.22277118748239
48013960401,70-74,123,65.14598989960932
48013960401,75-79,56,45.18849411078001
48013960401,80-84,31,25.495097567963924
48013960402,50-54,544,157.61345120261785
48013960402,55-59,366,124.84390253432484
48013960402,60-64,322,111.00450441310929
48013960402,65-69,246,97.95407086997457
48013960402,70-74,262,120.3536455617361
48013960402,75-79,178,72.86288492778748
48013960402,80-84,208,87.46427842267951
48013960500,50-54,211,77.52418977325722
48013960500,55-59,199,72.12489168102785
48013960500,60-64,125,64.1482657598785
48013960500,65-69,88,45.155287619502545
48013960500,70-74,82,37.57658845611187
48013960500,75-79,29,18.35755975068582
48013960500,80-84,38,27.85677655436824
48013960600,50-54,423,123.23960402403117
48013960600,55-59,320,114.47707194019246
48013960600,60-64,377,145.6639969244288
48013960600,65-69,188,89.67162315916892
48013960600,70-74,163,96.67471230885562
48013960600,75-79,147,58.137767414994535
48013960600,80-84,192,83.7615663654877
48015760100,50-54,166,66.73080248281148
48015760100,55-59,131,46.400431032480725
48015760100,60-64,145,48.228622207149975
48015760100,65-69,81,32.07802986469088
48015760100,70-74,48,22.02271554554524
48015760100,75-79,96,52
48015760100,80-84,63,31.240998703626616
48015760200,50-54,470,139.40229553346674
48015760200,55-59,380,140.00357138301865
48015760200,60-64,337,102.2985825903761
48015760200,65-69,294,107.56858277396798
48015760200,70-74,168,70.21395872616783
48015760200,75-79,100,63.97655820689325
48015760200,80-84,140,85.95929269136641
48015760300,50-54,564,147.13938969562162
48015760300,55-59,508,158.44872987815333
48015760300,60-64,480,183.8287246324687
48015760300,65-69,280,91.31264972609216
48015760300,70-74,193,74.24957912338628
48015760300,75-79,272,138.94603268895446
48015760300,80-84,118,72.00694410957877
48015760400,50-54,189,82.80096617793781
48015760400,55-59,301,134.07833531186162
48015760400,60-64,373,133.27415353323389
48015760400,65-69,292,99.58915603618699
48015760400,70-74,186,61.71709649683789
48015760400,75-79,93,52.630789467763066
48015760400,80-84,74,43.657759905886145
48015760501,50-54,307,100.4987562112089
48015760501,55-59,321,126.40015822774906
48015760501,60-64,416,152.9640480635891
48015760501,65-69,304,111.36875683960919
48015760501,70-74,199,91.67878707749138
48015760501,75-79,177,93.08598175880189
48015760501,80-84,74,63.52952069707436
48015760502,50-54,444,135.83077707206124
48015760502,55-59,130,81.30190649671138
48015760502,60-64,255,110.14081895464551
48015760502,65-69,197,83.70782520170978
48015760502,70-74,335,111.01801655587259
48015760502,75-79,128,73.57309290766564
48015760502,80-84,59,49.51767361255979
48017950100,50-54,394,68.5054742338158
48017950100,55-59,393,128.03515142334936
48017950100,60-64,384,128.65846260545786
48017950100,65-69,338,116.09478885807063
48017950100,70-74,186,82.07313811473277
48017950100,75-79,97,59.81638571495272
48017950100,80-84,115,77.82030583337487
48019000101,50-54,283,111.03603018840326
48019000101,55-59,285,114.28035701729323
48019000101,60-64,422,130.15759678174763
48019000101,65-69,267,99.09086738948247
48019000101,70-74,162,77.42092740338364
48019000101,75-79,121,78.03204469959762
48019000101,80-84,89,63.97655820689325
48019000102,50-54,365,109.65856099730654
48019000102,55-59,602,191.47062437878037
48019000102,60-64,354,150.9271347372632
48019000102,65-69,320,133.73107342723307
48019000102,70-74,520,180.42449944505873
48019000102,75-79,193,110.57124400132251
48019000102,80-84,115,65.94694837519019
48019000200,50-54,266,115.10430052782563
48019000200,55-59,245,72.86288492778748
48019000200,60-64,199,67.63135367564367
48019000200,65-69,250,69.46221994724903
48019000200,70-74,165,52.839379254491625
48019000200,75-79,176,62.68173577685928
48019000200,80-84,101,42.42640687119285
48019000300,50-54,705,176.47662734764623
48019000300,55-59,575,183.86951895297926
48019000300,60-64,629,198.91455452027637
48019000300,65-69,396,156.04486534327236
48019000300,70-74,249,128.80993750483694
48019000300,75-79,87,64.66065264130884
48019000300,80-84,115,102.95630140987001
48019000400,50-54,266,110.9414259868693
48019000400,55-59,249,93.86160024205851
48019000400,60-64,204,79.08223567907018
48019000400,65-69,106,56.24944444170093
48019000400,70-74,92,47.50789408087881
48019000400,75-79,154,73.60027173862879
48019000400,80-84,32,39.56008088970496
48021950100,50-54,788,186.67619023324855
48021950100,55-59,854,182.3211452355431
48021950100,60-64,587,141.85908501044267
48021950100,65-69,405,164.09143792410376
48021950100,70-74,288,101.91172650877817
48021950100,75-79,116,65.79513659838392
48021950100,80-84,210,97.58073580374356
48021950200,50-54,523,161.31955864060626
48021950200,55-59,442,140.71602609511115
48021950200,60-64,485,168.4339633209407
48021950200,65-69,300,125.33554962579451
48021950200,70-74,247,119.20151005754919
48021950200,75-79,187,110.8873302050329
48021950200,80-84,166,76.55063683601855
48021950300,50-54,734,213.5720019103628
48021950300,55-59,883,182.43903091169938
48021950300,60-64,859,196.878134895676
48021950300,65-69,510,145.30657245974803
48021950300,70-74,334,108.60018416190647
48021950300,75-79,237,111.73182178770737
48021950300,80-84,365,142.2708684165525
48021950400,50-54,650,193.75241933973368
48021950400,55-59,750,186.17196351760379
48021950400,60-64,449,135.22943466568216
48021950400,65-69,301,114.35471131527551
48021950400,70-74,249,97.59098319004681
48021950400,75-79,180,91.40021881811882
48021950400,80-84,168,119.6202324023825
48021950501,50-54,607,152.029602380589
48021950501,55-59,690,213.10091506138588
48021950501,60-64,456,186.33571852975479
48021950501,65-69,96,52.26853738148792
48021950501,70-74,125,89.69392398596462
48021950501,75-79,80,85.70297544426332
48021950501,80-84,9,23.259406699226016
48021950502,50-54,746,224.5551157288562
48021950502,55-59,518,159.10059710761615
48021950502,60-64,335,141.8097316829843
48021950502,65-69,308,103.7496987947435
48021950502,70-74,365,113.89907813498755
48021950502,75-79,97,62.625873247404705
48021950502,80-84,58,43.139309220245984
48021950600,50-54,316,142.87407042567241
48021950600,55-59,343,125.39936203984452
48021950600,60-64,311,110.97296968181035
48021950600,65-69,206,87.08042259888269
48021950600,70-74,196,81.02468759581859
48021950600,75-79,127,81.40024569987489
48021950600,80-84,109,59.464274989274024
48021950700,50-54,181,83.40863264674707
48021950700,55-59,252,90.21086409075129
48021950700,60-64,192,76.19055059520177
48021950700,65-69,177,85.9127464349732
48021950700,70-74,143,73.348483283569
48021950700,75-79,152,69.33974329343886
48021950700,80-84,106,69.8927750200262
48021950801,50-54,649,227.7827912727386
48021950801,55-59,217,119.00420160649792
48021950801,60-64,345,147.96959147068023
48021950801,65-69,155,98.2344135219425
48021950801,70-74,84,65.7419196555744
48021950801,75-79,135,101.59232254457027
48021950801,80-84,20,35.84689665786984
48021950802,50-54,628,187.25650856512306
48021950802,55-59,395,138.84163640637487
48021950802,60-64,453,154.1071056116492
48021950802,65-69,218,85.51608035919327
48021950802,70-74,320,148.94629904767692
48021950802,75-79,32,38.01315561749642
48021950802,80-84,17,34.132096331752024
48023950300,50-54,297,62.48199740725323
48023950300,55-59,264,77.46612162745726
48023950300,60-64,311,81.4555093287127
48023950300,65-69,237,81.69455306200041
48023950300,70-74,245,69.52697318307479
48023950300,75-79,158,64.38167441127949
48023950300,80-84,195,83.6719785830358
48025950100,50-54,169,63.63961030678928
48025950100,55-59,156,54.20332093147061
48025950100,60-64,132,40.80441152620633
48025950100,65-69,88,36.6333181680284
48025950100,70-74,75,34.92849839314596
48025950100,75-79,70,38.2099463490856
48025950100,80-84,60,30.528675044947494
48025950201,50-54,695,113.8859078200635
48025950201,55-59,297,96.74709297958259
48025950201,60-64,162,71.34423592694787
48025950201,65-69,69,42.82522621072771
48025950201,70-74,46,23.430749027719962
48025950201,75-79,0,18
48025950201,80-84,0,18
48025950202,50-54,401,105.47511554864494
48025950202,55-59,252,100.12492197250393
48025950202,60-64,501,154.53802121160993
48025950202,65-69,320,98.81801455200362
48025950202,70-74,212,80.45495634204272
48025950202,75-79,164,67.23094525588644
48025950202,80-84,147,72.18032973047436
48025950300,50-54,381,109.62207806824317
48025950300,55-59,206,99.31767214348109
48025950300,60-64,298,117.80492349643117
48025950300,65-69,163,73.47788783028538
48025950300,70-74,135,65.21502894272147
48025950300,75-79,52,47.70744176750625
48025950300,80-84,122,72.89718787443039
48025950400,50-54,69,43.18564576337837
48025950400,55-59,101,53.53503525729669
48025950400,60-64,118,71.09149034870488
48025950400,65-69,126,64.01562309311689
48025950400,70-74,68,45.254833995939045
48025950400,75-79,114,74.95331880577403
48025950400,80-84,14,22.20360331117452
48025950500,50-54,282,94.76286192385707
48025950500,55-59,418,125
48025950500,60-64,254,100.69260151570224
48025950500,65-69,245,103.36827366266692
48025950500,70-74,135,65.79513659838392
48025950500,75-79,100,65.06919393998976
48025950500,80-84,78,60.21627686929839
48025950600,50-54,194,72.12489168102785
48025950600,55-59,130,70.32780389006896
48025950600,60-64,219,77.64663547121665
48025950600,65-69,109,68.21290200541243
48025950600,70-74,72,42.5205832509386
48025950600,75-79,160,74.62573282722254
48025950600,80-84,35,31.38470965295043
48027020100,50-54,453,141.01418368376991
48027020100,55-59,366,109.98636279102969
48027020100,60-64,482,135
48027020100,65-69,239,83.94641147779933
48027020100,70-74,258,83.54639429682169
48027020100,75-79,149,64.35060217278468
48027020100,80-84,94,47.38143096192854
48027020201,50-54,410,132.23085872821065
48027020201,55-59,543,159.86244086714052
48027020201,60-64,375,159.91560274094581
48027020201,65-69,176,82.73451516749222
48027020201,70-74,176,76.02631123499285
48027020201,75-79,67,48.33218389437829
48027020201,80-84,91,71.30918594402827
48027020202,50-54,606,166.42415690037308
48027020202,55-59,479,204.1298606279836
48027020202,60-64,361,139.8713694792469
48027020202,65-69,237,114.70832576583096
48027020202,70-74,123,92.59049627256569
48027020202,75-79,112,80.65977932030313
48027020202,80-84,75,66.84309986827361
48027020300,50-54,673,194.60986614249546
48027020300,55-59,471,135.83077707206124
48027020300,60-64,305,127.03149215844077
48027020300,65-69,188,98.55455342093535
48027020300,70-74,134,83.6301381082203
48027020300,75-79,109,78.74642849044012
48027020300,80-84,35,41.036569057366385
48027020401,50-54,251,111.83022847155415
48027020401,55-59,161,80.23091673413684
48027020401,60-64,175,83.2706430862642
48027020401,65-69,114,66.9552089086428
48027020401,70-74,80,60.21627686929839
48027020401,75-79,46,55.94640292279746
48027020401,80-84,79,63.56886030125127
48027020402,50-54,207,116
48027020402,55-59,184,116.50321883965266
48027020402,60-64,101,53.777318638995006
48027020402,65-69,102,62.34580980306536
48027020402,70-74,46,33.734255586866
48027020402,75-79,70,59.405386961116584
48027020402,80-84,41,31.827660925679098
48027020500,50-54,281,99.02019995940222
48027020500,55-59,273,106.02358228243375
48027020500,60-64,294,116.19810669714029
48027020500,65-69,232,80.37412518964048
48027020500,70-74,86,56.824290580701486
48027020500,75-79,92,50.11985634456667
48027020500,80-84,120,48.83646178829912
48027020600,50-54,146,96.87620966986684
48027020600,55-59,161,86.45229898620394
48027020600,60-64,104,57.23635208501674
48027020600,65-69,103,64.29618962271404
48027020600,70-74,124,51.85556864985669
48027020600,75-79,71,47.01063709417264
48027020600,80-84,59,39.824615503479755
48027020701,50-54,116,58.69412236331676
48027020701,55-59,82,43.840620433565945
48027020701,60-64,82,39.42080668885405
48027020701,65-69,83,41.012193308819754
48027020701,70-74,79,53.75872022286245
48027020701,75-79,21,18.027756377319946
48027020701,80-84,19,19.72308292331602
48027020702,50-54,75,46.52956049652737
48027020702,55-59,311,112.27199116431488
48027020702,60-64,75,42.2729227756965
48027020702,65-69,19,20.85665361461421
48027020702,70-74,53,43.266615305567875
48027020702,75-79,89,59.54829972383762
48027020702,80-84,37,30
48027020800,50-54,265,103.94229168149026
48027020800,55-59,241,116.01724009818541
48027020800,60-64,166,97.39609848448757
48027020800,65-69,133,63.592452382338585
48027020800,70-74,72,55.31726674375732
48027020800,75-79,212,110.06361796706484
48027020800,80-84,38,27.313000567495326
48027020900,50-54,119,83.35466393669883
48027020900,55-59,115,79.62411694957753
48027020900,60-64,137,66.89544080129826
48027020900,65-69,128,59.57348403442592
48027020900,70-74,69,58.249463516842795
48027020900,75-79,63,59.61543424315552
48027020900,80-84,47,32.64965543462902
48027021000,50-54,235,113.22985472038724
48027021000,55-59,165,95.524865872714
48027021000,60-64,378,154.34701163287872
48027021000,65-69,141,78.80355321938218
48027021000,70-74,63,47.634021455258214
48027021000,75-79,61,50.92150822589606
48027021000,80-84,92,49.73932046178355
48027021100,50-54,366,136.48809471891678
48027021100,55-59,291,129.79984591670362
48027021100,60-64,376,158.1771159175688
48027021100,65-69,278,148.73466307488647
48027021100,70-74,302,119.20151005754919
48027021100,75-79,149,59.464274989274024
48027021100,80-84,204,83.43860018001261
48027021201,50-54,156,100.84641788382967
48027021201,55-59,117,52.49761899362675
48027021201,60-64,90,62.473994589749104
48027021201,65-69,39,33.49626844888845
48027021201,70-74,51,32.2490309931942
48027021201,75-79,50,30.610455730027933
48027021201,80-84,56,50.695167422546305
48027021202,50-54,247,104.38869670610895
48027021202,55-59,257,92.41753080449618
48027021202,60-64,311,130.76314465475355
48027021202,65-69,154,60.83584469702052
48027021202,70-74,56,39.56008088970496
48027021202,75-79,158,61.587336360651285
48027021202,80-84,119,60.876925020897694
48027021203,50-54,317,80.80222769206304
48027021203,55-59,262,96.26006440887103
48027021203,60-64,238,89.23003978481687
48027021203,65-69,307,101.85283501208987
48027021203,70-74,98,46.04345773288535
48027021203,75-79,137,56.4003546088143
48027021203,80-84,157,51.088159097779204
48027021301,50-54,503,181.13530854032848
48027021301,55-59,334,112.69871339105873
48027021301,60-64,231,100.18482919085105
48027021301,65-69,334,158.4960567332828
48027021301,70-74,141,71.02816342831905
48027021301,75-79,147,66.03029607687671
48027021301,80-84,270,129.2749008895385
48027021302,50-54,295,101.54801819828883
48027021302,55-59,348,105.55093557141026
48027021302,60-64,309,93.32738076256078
48027021302,65-69,351,102.84454287904633
48027021302,70-74,245,79.81227975693966
48027021302,75-79,122,57.62811813689564
48027021302,80-84,108,64.38167441127949
48027021303,50-54,393,165.3420696616563
48027021303,55-59,512,144.31216164966833
48027021303,60-64,285,112.09817126073021
48027021303,65-69,181,82.37718130647589
48027021303,70-74,228,81.34494452638098
48027021303,75-79,140,89.9388681271896
48027021303,80-84,252,126.05157674539419
48027021400,50-54,199,71.40028011149536
48027021400,55-59,304,82.97590011563598
48027021400,60-64,150,45.8475735453906
48027021400,65-69,190,59.62382074305537
48027021400,70-74,114,48.83646178829912
48027021400,75-79,139,53.41348144429457
48027021400,80-84,107,41.048751503547585
48027021500,50-54,349,95.58765610684259
48027021500,55-59,295,95.01578816175763
48027021500,60-64,287,127.13378779852349
48027021500,65-69,195,68.49817515817483
48027021500,70-74,191,76.55063683601855
48027021500,75-79,144,61.220911460055866
48027021500,80-84,66,53.150729063673246
48027021601,50-54,395,113.56936206565572
48027021601,55-59,309,97.94896630388705
48027021601,60-64,150,62.00806399170998
48027021601,65-69,297,134.36517405935214
48027021601,70-74,147,63.631753079732135
48027021601,75-79,72,38.41874542459709
48027021601,80-84,135,68.59300255857006
48027021602,50-54,125,69.33974329343886
48027021602,55-59,50,27.80287754891569
48027021602,60-64,32,21.236760581595302
48027021602,65-69,10,27.622454633866266
48027021602,70-74,25,23.345235059857504
48027021602,75-79,44,27.294688127912362
48027021602,80-84,53,27.65863337187866
48027021700,50-54,491,150.65523555456014
48027021700,55-59,490,185.39956850003725
48027021700,60-64,552,182.53218894211508
48027021700,65-69,353,121.09087496587016
48027021700,70-74,296,103.39245620450265
48027021700,75-79,149,85.0881895447306
48027021700,80-84,251,98.79271228182775
48027021800,50-54,454,127.98828071350908
48027021800,55-59,343,119.85407794480753
48027021800,60-64,341,119.7998330549755
48027021800,65-69,244,116.04740410711477
48027021800,70-74,125,76.05918747922567
48027021800,75-79,45,41.617304093369626
48027021800,80-84,83,66.73080248281148
