GEOID,Age,estimate,moe
48005000500,55-59,291,93.72299611087985
48005000500,60-64,225,82.15229759416349
48005000500,65-69,207,82.18880702382776
48005000500,70-74,99,54.12947441089743
48005000500,75-79,172,57.4543296888929
48005000500,80-84,89,49.47726750741192
48005000600,50-54,506,131.59027319676784
48005000600,55-59,237,89.19641248391103
48005000600,60-64,441,126.01587201618692
48005000600,65-69,184,68.75318174455637
48005000600,70-74,153,63.324560795950255
48005000600,75-79,159,68.11754546370561
48005000600,80-84,74,43.01162633521314
48005000700,50-54,247,96.93812459502195
48005000700,55-59,104,54.20332093147061
48005000700,60-64,202,73.37574531137656
48005000700,65-69,95,53.85164807134504
48005000700,70-74,85,47.16990566028302
48005000700,75-79,19,21.400934559032695
48005000700,80-84,39,36.069377593742864
48005000800,50-54,171,99.4786409235671
48005000800,55-59,307,119.80818002123227
48005000800,60-64,380,141.48498153514387
48005000800,65-69,205,117.15374513859982
48005000800,70-74,234,127.1416532848303
48005000800,75-79,336,106.01886624558857
48005000800,80-84,111,77.23341245859851
48005000901,50-54,292,142.89856542317
48005000901,55-59,375,123.84264209067892
48005000901,60-64,511,174.47635943015317
48005000901,65-69,227,96.55050491841045
48005000901,70-74,199,86.35392289873113
48005000901,75-79,179,94.83142938920619
48005000901,80-84,320,119.80818002123227
48005000902,50-54,86,53.75872022286245
48005000902,55-59,187,66.70832032063167
48005000902,60-64,330,112.79184367674819
48005000902,65-69,218,95.38867857350787
48005000902,70-74,234,103.60019305001319
48005000902,75-79,37,34.539832078341085
48005000902,80-84,120,69.35416353759881
48005001001,50-54,377,124.80785231707178
48005001001,55-59,475,130.51053597315428
48005001001,60-64,432,120.20399327809372
48005001001,65-69,174,69.13031173081747
48005001001,70-74,133,53.25410782277739
48005001001,75-79,142,66.06814663663572
48005001001,80-84,96,64.66065264130884
48005001002,50-54,228,112.0044641967453
48005001002,55-59,288,92.84934033152847
48005001002,60-64,288,109.00458705944443
48005001002,65-69,159,57.47173218200405
48005001002,70-74,165,64.41273166075166
48005001002,75-79,103,70.21395872616783
48005001002,80-84,28,21.540659228538015
48005001100,50-54,577,185.85209172887994
48005001100,55-59,323,110.13627921806692
48005001100,60-64,488,156.46085772486356
48005001100,65-69,463,152.2530787866045
48005001100,70-74,229,100.68763578513501
48005001100,75-79,79,45.79301256742124
48005001100,80-84,111,68.60029154456998
48005001200,50-54,149,66.24198064671678
48005001200,55-59,180,55.44366510251645
48005001200,60-64,284,92.57429448826494
48005001200,65-69,218,92.53647929330357
48005001200,70-74,243,66.48308055437865
48005001200,75-79,161,63.8200595424354
48005001200,80-84,102,49.4064773081425
48005001300,50-54,402,141.82030884185804
48005001300,55-59,320,114.21471008587291
48005001300,60-64,272,96.55050491841045
48005001300,65-69,274,100.45894683899488
48005001300,70-74,203,72.91776189653656
48005001300,75-79,152,70.83784299369935
48005001300,80-84,42,33.37663853655727
48007950100,50-54,420,141.4496376806954
48007950100,55-59,561,155.32224567009067
48007950100,60-64,347,110.77003204838391
48007950100,65-69,656,198.38094666575216
48007950100,70-74,507,152.8201557386983
48007950100,75-79,354,121.01652779682617
48007950100,80-84,270,113.87712676389407
48007950200,50-54,34,24.839484696748443
48007950200,55-59,83,48.02082881417188
48007950200,60-64,129,42.37924020083418
48007950200,65-69,114,42.320207938997655
48007950200,70-74,161,51.10772935672255
48007950200,75-79,182,95.85927185202274
48007950200,80-84,84,37.013511046643494
48007950300,50-54,489,166.97305171793442
48007950300,55-59,528,167.91962362987834
48007950300,60-64,433,135.12956745287096
48007950300,65-69,533,163.6673455518846
48007950300,70-74,434,149.40214188558343
48007950300,75-79,187,103.07764064044152
48007950300,80-84,213,92.02173656261873
48007950400,50-54,369,126.4792473095883
48007950400,55-59,293,89.09545442950498
48007950400,60-64,258,94.55157322858251
48007950400,65-69,210,71.88184749990779
48007950400,70-74,156,74.62573282722254
48007950400,75-79,126,66.70832032063167
48007950400,80-84,87,63.90618123468183
48007950500,50-54,574,218.80585001320233
48007950500,55-59,496,166.02710622064097
48007950500,60-64,592,175.6160584912439
48007950500,65-69,549,179.6969671419081
48007950500,70-74,375,150.08331019803634
48007950500,75-79,388,159.89058759038946
48007950500,80-84,214,109.17875251164945
48007990000,50-54,0,13
48007990000,55-59,0,13
48007990000,60-64,0,13
48007990000,65-69,0,13
48007990000,70-74,0,13
48007990000,75-79,0,13
48007990000,80-84,0,13
48009020100,50-54,284,62.20128616033595
48009020100,55-59,284,57.28001396647874
48009020100,60-64,253,55.52476924760696
48009020100,65-69,205,67.28298447601742
48009020100,70-74,107,53.31041174104736
48009020100,75-79,99,41.23105625617661
48009020100,80-84,40,24.08318915758459
48009020200,50-54,253,56.639209034025185
48009020200,55-59,239,61.5223536610881
48009020200,60-64,176,69.6419413859206
48009020200,65-69,159,52.28766584960549
48009020200,70-74,73,31.38470965295043
48009020200,75-79,79,36.069377593742864
48009020200,80-84,72,40.24922359499622
48009020300,50-54,238,54.644304369257
48009020300,55-59,222,53.81449618829484
48009020300,60-64,139,42.567593307585526
48009020300,65-69,147,44.294469180700204
48009020300,70-74,157,43.60045871318328
48009020300,75-79,115,31.240998703626616
48009020300,80-84,71,23.600847442411894
48011950100,50-54,145,18.439088914585774
48011950100,55-59,165,36.069377593742864
48011950100,60-64,117,34.02939905434711
48011950100,65-69,112,33.98529093593286
48011950100,70-74,111,29.068883707497267
48011950100,75-79,58,20.518284528683193
48011950100,80-84,79,28.653097563788805
48013960100,50-54,574,164.80594649465777
48013960100,55-59,397,151.9802618763371
48013960100,60-64,498,196.02550854416882
48013960100,65-69,375,138.98201322473352
48013960100,70-74,277,119.00420160649792
48013960100,75-79,241,128.35108102388543
48013960100,80-84,101,80.4114419718985
48013960201,50-54,456,136.35981812836215
48013960201,55-59,440,145.72576985557495
48013960201,60-64,402,164.03048497154424
48013960201,65-69,384,150.0599880047976
48013960201,70-74,95,54.20332093147061
48013960201,75-79,150,74.2024258363566
48013960201,80-84,162,79.32212806020776
48013960202,50-54,662,160.70158679988197
48013960202,55-59,425,171.84004189943624
48013960202,60-64,628,208.73667622150163
48013960202,65-69,468,153.91231269784754
48013960202,70-74,202,108.78419002777932
48013960202,75-79,208,104.23531071570709
48013960202,80-84,88,65.60487786742691
48013960300,50-54,255,77.79460135510689
48013960300,55-59,274,121.24768039018313
48013960300,60-64,204,81.6333265278342
48013960300,65-69,210,89.21322771876378
48013960300,70-74,60,57.48912940721924
48013960300,75-79,135,74.33034373659252
48013960300,80-84,95,65.36818798161687
48013960401,50-54,194,60.440052945046304
48013960401,55-59,129,51.86520991955976
48013960401,60-64,98,48.228622207149975
48013960401,65-69,77,52.44044240850758
48013960401,70-74,100,48.27007354458868
48013960401,75-79,57,38.8329756778952
48013960401,80-84,48,32.2490309931942
48013960402,50-54,584,159.3643623900902
48013960402,55-59,572,193.65949499056327
48013960402,60-64,475,156.3361762357005
48013960402,65-69,342,120.06248373242992
48013960402,70-74,254,122.38055401083949
48013960402,75-79,176,93.5200513259055
48013960402,80-84,212,102.15674231297707
48013960500,50-54,179,62.93647591023825
48013960500,55-59,178,81.02468759581859
48013960500,60-64,277,94.94208761134337
48013960500,65-69,164,60.61352984276695
48013960500,70-74,163,70.66116330771806
48013960500,75-79,137,57.8013840664737
48013960500,80-84,35,22.627416997969522
48013960600,50-54,307,112.0044641967453
48013960600,55-59,178,84.86459803710851
48013960600,60-64,316,112.81843820936363
48013960600,65-69,333,121.49485585818027
48013960600,70-74,272,101.11874208078342
48013960600,75-79,94,60.53924347066124
48013960600,80-84,121,73.92563831310488
48015760100,50-54,159,54.817880294662984
48015760100,55-59,128,53
48015760100,60-64,154,59.253691868102194
48015760100,65-69,138,59.16079783099616
48015760100,70-74,71,38.948684188300895
48015760100,75-79,40,26.570660511172846
48015760100,80-84,75,45.880278987817846
48015760200,50-54,457,135.07035203922436
48015760200,55-59,487,129.37542270462347
48015760200,60-64,342,92.87087810503355
48015760200,65-69,312,103.59536669175895
48015760200,70-74,198,74.62573282722254
48015760200,75-79,209,110.45361017187261
48015760200,80-84,118,69.35416353759881
48015760300,50-54,443,124.65151423067431
48015760300,55-59,705,182.87974190707948
48015760300,60-64,238,100.07497189607399
48015760300,65-69,273,101.68087332433765
48015760300,70-74,212,92.11405973031478
48015760300,75-79,167,90.91754506144565
48015760300,80-84,131,69.06518659932803
48015760400,50-54,215,86.55634003352961
48015760400,55-59,209,65.76473218982953
48015760400,60-64,374,116.56757696718243
48015760400,65-69,301,98.41239759298622
48015760400,70-74,219,70.83078426785913
48015760400,75-79,159,67.20863039818622
48015760400,80-84,19,22.20360331117452
48015760501,50-54,321,97.0051545022222
48015760501,55-59,329,126.37246535539299
48015760501,60-64,587,163.26971550168145
48015760501,65-69,485,149.98999966664445
48015760501,70-74,263,89.81091247727082
48015760501,75-79,142,67.80117993073571
48015760501,80-84,75,44.04543109109048
48015760502,50-54,360,118.6001686339442
48015760502,55-59,270,136.4587849865299
48015760502,60-64,333,133.7385509118444
48015760502,65-69,217,100.53357648069624
48015760502,70-74,260,119.36498649101419
48015760502,75-79,184,102.18121158021175
48015760502,80-84,104,74.63243262818116
48017950100,50-54,364,96.38464608017192
48017950100,55-59,366,118.56221995222593
48017950100,60-64,477,172.4905794529081
48017950100,65-69,361,117.0128198104806
48017950100,70-74,129,70.83784299369935
48017950100,75-79,222,89.81091247727082
48017950100,80-84,186,78.60025445251433
48019000101,50-54,368,102.34256201600583
48019000101,55-59,403,126.73200069437868
48019000101,60-64,341,107.32194556566705
48019000101,65-69,435,113.07961796893373
48019000101,70-74,263,102.61578825892242
48019000101,75-79,101,62.177166226839255
48019000101,80-84,87,53.665631459994955
48019000102,50-54,496,147.98986451781082
48019000102,55-59,692,193.61043360315063
48019000102,60-64,301,129.43724348115578
48019000102,65-69,470,188.07977031036592
48019000102,70-74,391,135.5912976558599
48019000102,75-79,177,81.85963596303125
48019000102,80-84,96,66.40030120413611
48019000200,50-54,145,58.52349955359813
48019000200,55-59,214,76.21679604916491
48019000200,60-64,307,87.36704184073076
48019000200,65-69,390,108.83473710171766
48019000200,70-74,501,519.4699221321673
48019000200,75-79,166,56.4003546088143
48019000200,80-84,78,40.8166632639171
48019000300,50-54,627,139.8070098385628
48019000300,55-59,472,160.4306703844374
48019000300,60-64,681,215.7081361469706
48019000300,65-69,195,127.80845042484475
48019000300,70-74,189,100.00499987500625
48019000300,75-79,213,104.20172743289815
48019000300,80-84,155,81.88406438373708
48019000400,50-54,199,80.44874144447506
48019000400,55-59,274,103.77379245262264
48019000400,60-64,164,72.86974680894672
48019000400,65-69,188,84.823345842993
48019000400,70-74,214,72.47068372797375
48019000400,75-79,84,49.09175083453431
48019000400,80-84,57,41.7612260356422
48021950100,50-54,902,218.6000914912892
48021950100,55-59,794,176.70880000724355
48021950100,60-64,664,171.28922908344236
48021950100,65-69,597,149.57606760441325
48021950100,70-74,186,69.1158447825099
48021950100,75-79,158,83.48652585896721
48021950100,80-84,118,69.6419413859206
48021950200,50-54,412,147.13938969562162
48021950200,55-59,426,164.83021567661677
48021950200,60-64,455,147.4313399518569
48021950200,65-69,331,150.58884420832774
48021950200,70-74,220,116.27553482998907
48021950200,75-79,213,127.34991166074674
48021950200,80-84,115,91.18113840043894
48021950300,50-54,791,239.61636004246455
48021950300,55-59,1156,323.20891076825217
48021950300,60-64,1607,434.8505490395522
48021950300,65-69,874,239.18611999863202
48021950300,70-74,484,168.34488409215172
48021950300,75-79,267,137.13132391981054
48021950300,80-84,279,137.7679207943562
48021950400,50-54,620,168.24089871371942
48021950400,55-59,695,186.60385848100785
48021950400,60-64,455,128.27314605949292
48021950400,65-69,447,168.74537030686204
48021950400,70-74,306,117.45637488020819
48021950400,75-79,308,135.09256086106296
48021950400,80-84,141,80
48021950501,50-54,639,185.27007313648906
48021950501,55-59,560,171.011695506477
48021950501,60-64,294,132.05301965498555
48021950501,65-69,333,174.59095051004218
48021950501,70-74,237,145.3616180427282
48021950501,75-79,74,73.7360156233031
48021950501,80-84,25,30.805843601498726
48021950502,50-54,532,182.49657531033287
48021950502,55-59,388,150.98675438593943
48021950502,60-64,540,198.62024066041204
48021950502,65-69,329,141.60508465447137
48021950502,70-74,180,89.47066558375433
48021950502,75-79,131,77.23341245859851
48021950502,80-84,56,40.45985664828782
48021950600,50-54,552,200.5617112013158
48021950600,55-59,373,122.57650672131263
48021950600,60-64,277,114.16654501210063
48021950600,65-69,317,114.35908359199107
48021950600,70-74,107,66.85057965343307
48021950600,75-79,118,53.31041174104736
48021950600,80-84,103,68.24954212300622
48021950700,50-54,319,135.5949851580065
48021950700,55-59,234,78.64477096412705
48021950700,60-64,220,82.61961026293939
48021950700,65-69,92,48.78524367060187
48021950700,70-74,248,89.40357934669059
48021950700,75-79,203,78.81624198095213
48021950700,80-84,153,66.52818951391959
48021950801,50-54,712,239.06902768865731
48021950801,55-59,337,149.5125412799876
48021950801,60-64,494,173.73255308087772
48021950801,65-69,256,108.51267207105353
48021950801,70-74,74,48.08326112068523
48021950801,75-79,76,52.32590180780452
48021950801,80-84,48,43.56604182158393
48021950802,50-54,402,156.27219842313605
48021950802,55-59,537,160.89748288895012
48021950802,60-64,349,147.44829602270758
48021950802,65-69,309,136.08085831592922
48021950802,70-74,155,86.45229898620394
48021950802,75-79,38,58.82176467941097
48021950802,80-84,35,40.24922359499622
48023950300,50-54,306,49.64876634922564
48023950300,55-59,363,81.32035415564789
48023950300,60-64,180,70.51950084905593
48023950300,65-69,177,57.367238037053866
48023950300,70-74,263,67.89698078707183
48023950300,75-79,140,58.412327466040935
48023950300,80-84,161,69.46221994724903
48025950100,50-54,180,58.249463516842795
48025950100,55-59,103,37.21558813185679
48025950100,60-64,73,25.436194683953808
48025950100,65-69,99,30.757112998459398
48025950100,70-74,79,29.068883707497267
48025950100,75-79,65,32.2490309931942
48025950100,80-84,44,26.419689627245813
48025950201,50-54,749,116.05602095539895
48025950201,55-59,480,99.82484660644363
48025950201,60-64,243,72.89032857656768
48025950201,65-69,116,54.662601474865795
48025950201,70-74,18,19.4164878389476
48025950201,75-79,11,24.08318915758459
48025950201,80-84,0,18
48025950202,50-54,280,89.20201791439474
48025950202,55-59,371,109.65856099730654
48025950202,60-64,387,122.4499897917513
48025950202,65-69,321,105.39449701004318
48025950202,70-74,266,80.2807573457052
48025950202,75-79,137,56.61271941887264
48025950202,80-84,189,79.81227975693966
48025950300,50-54,324,113.99122773266372
48025950300,55-59,168,95.85927185202274
48025950300,60-64,408,128.56904759700134
48025950300,65-69,307,120.2538980657176
48025950300,70-74,109,60.959002616512684
48025950300,75-79,52,52.20153254455275
48025950300,80-84,112,71.449282711585
48025950400,50-54,134,63.12685640834652
48025950400,55-59,133,52.80151512977634
48025950400,60-64,143,75.17978451685
48025950400,65-69,67,52.44997616777342
48025950400,70-74,49,32.7566787083184
48025950400,75-79,96,58.180752831155424
48025950400,80-84,91,64.53681120105021
48025950500,50-54,371,102.55242561733974
48025950500,55-59,386,128.08200498118384
48025950500,60-64,169,84.49260322655469
48025950500,65-69,223,119.3859288191033
48025950500,70-74,161,79.90619500389191
48025950500,75-79,82,59.16924876994806
48025950500,80-84,46,49.39635614091387
48025950600,50-54,186,62.96824596572466
48025950600,55-59,209,67.53517601961218
48025950600,60-64,129,52.73518749374084
48025950600,65-69,129,55.072679252057455
48025950600,70-74,102,43.18564576337837
48025950600,75-79,136,66.52818951391959
48025950600,80-84,44,27.294688127912362
48027020100,50-54,433,141.01418368376991
48027020100,55-59,410,123.97580409095961
48027020100,60-64,458,128.98837156891315
48027020100,65-69,415,135.1332675546625
48027020100,70-74,127,70.7248188403477
48027020100,75-79,216,91.54780172128658
48027020100,80-84,64,44.598206241955516
48027020201,50-54,452,130.4837154590564
48027020201,55-59,559,147.5127113166862
48027020201,60-64,305,117.48616939878498
48027020201,65-69,288,111.72734669721643
48027020201,70-74,241,105.11898020814318
48027020201,75-79,166,74
48027020201,80-84,69,56.36488268416781
48027020202,50-54,581,166.1715980545412
48027020202,55-59,572,166.35203635663737
48027020202,60-64,294,124.28596059088895
48027020202,65-69,280,112.86274850454423
48027020202,70-74,267,122.42957159118053
48027020202,75-79,229,113.89907813498755
48027020202,80-84,25,42.04759208325728
48027020300,50-54,701,228.4841351166422
48027020300,55-59,443,152.16109883935513
48027020300,60-64,463,180.53808462482368
48027020300,65-69,337,125.7179382586272
48027020300,70-74,223,100.89598604503551
48027020300,75-79,143,73.87827826905551
48027020300,80-84,28,32.55764119219941
48027020401,50-54,250,109.12836478203089
48027020401,55-59,192,90.91754506144565
48027020401,60-64,159,61.538605769061746
48027020401,65-69,129,60.149812967290266
48027020401,70-74,81,38.897300677553446
48027020401,75-79,30,36.235341863986875
48027020401,80-84,109,82.13403679352427
48027020402,50-54,147,54.45181356024793
48027020402,55-59,243,92.65527507918802
48027020402,60-64,89,43.70354676682432
48027020402,65-69,202,76.42643521714199
48027020402,70-74,113,59.405386961116584
48027020402,75-79,18,20.248456731316587
48027020402,80-84,25,19.72308292331602
48027020500,50-54,237,89.64373932405988
48027020500,55-59,265,89.64373932405988
48027020500,60-64,281,85.02940667792525
48027020500,65-69,245,96.1977130705299
48027020500,70-74,91,64.89992295835181
48027020500,75-79,60,31.304951684997057
48027020500,80-84,55,31.240998703626616
48027020600,50-54,287,94.33981132056604
48027020600,55-59,81,46.69047011971501
48027020600,60-64,186,73.17103251970687
48027020600,65-69,128,65.71149062378664
48027020600,70-74,120,50.99019513592785
48027020600,75-79,34,26.419689627245813
48027020600,80-84,34,23.769728648009426
48027020701,50-54,140,50.91168824543142
48027020701,55-59,100,47.38143096192854
48027020701,60-64,125,57.28874234961002
48027020701,65-69,105,39.25557285278104
48027020701,70-74,73,37.69615364994153
48027020701,75-79,13,18.384776310850235
48027020701,80-84,27,19.1049731745428
48027020702,50-54,133,64.4437739428721
48027020702,55-59,153,62.24146527838174
48027020702,60-64,120,44.02272140611028
48027020702,65-69,57,27.622454633866266
48027020702,70-74,51,47.853944456021594
48027020702,75-79,30,30.083217912982647
48027020702,80-84,41,23.769728648009426
48027020800,50-54,192,91.92388155425118
48027020800,55-59,373,145.2618325645109
48027020800,60-64,195,105.01904589168576
48027020800,65-69,188,97.68827974736786
48027020800,70-74,53,34.66987164671943
48027020800,75-79,98,78.92401408950256
48027020800,80-84,43,29.732137494637012
48027020900,50-54,127,78.18567643756751
48027020900,55-59,147,81.21576201698781
48027020900,60-64,141,52.602281319349636
48027020900,65-69,99,48.68264577855234
48027020900,70-74,126,65.30696746902278
48027020900,75-79,111,74.94664769020693
48027020900,80-84,57,38.48376280978771
48027021000,50-54,290,111.13955191559843
48027021000,55-59,244,89.40357934669059
48027021000,60-64,325,111.40466776576285
48027021000,65-69,113,62.80923498976882
48027021000,70-74,104,54.589376255824725
48027021000,75-79,70,45.45327270945405
48027021000,80-84,54,34.713109915419565
48027021100,50-54,251,114.0175425099138
48027021100,55-59,568,179.0111728356641
48027021100,60-64,237,105.69768209379049
48027021100,65-69,205,101.0099005048515
48027021100,70-74,200,92.20086767487604
48027021100,75-79,112,54.45181356024793
48027021100,80-84,169,76.4198926981712
48027021201,50-54,118,82.73451516749222
48027021201,55-59,185,78.29431652425353
48027021201,60-64,124,73.1983606373804
48027021201,65-69,75,46.73328578219169
48027021201,70-74,31,30.870698080866262
48027021201,75-79,96,52.20153254455275
48027021201,80-84,89,48.83646178829912
48027021202,50-54,248,108.40664186294121
48027021202,55-59,232,71.06335201775947
48027021202,60-64,265,102.47438704378767
48027021202,65-69,215,74.39085965358916
48027021202,70-74,140,60.207972893961475
48027021202,75-79,72,34.828149534535996
48027021202,80-84,86,38.41874542459709
48027021203,50-54,237,79.64923100695951
48027021203,55-59,384,100.7670581092849
48027021203,60-64,204,65.65820588471787
48027021203,65-69,300,74.73954776421918
48027021203,70-74,165,60.108235708594876
48027021203,75-79,88,42.43819034784589
48027021203,80-84,172,54.45181356024793
48027021301,50-54,505,157.8923684032892
48027021301,55-59,292,101.17806086301516
48027021301,60-64,207,98.33107342035883
48027021301,65-69,297,103.05338422390601
48027021301,70-74,159,67.20863039818622
48027021301,75-79,124,63.41135544995076
48027021301,80-84,132,64.35060217278468
48027021302,50-54,202,92.02173656261873
48027021302,55-59,335,108.40664186294121
48027021302,60-64,324,98.45811292118086
48027021302,65-69,355,100.08496390567366
48027021302,70-74,198,69.81403870282824
48027021302,75-79,133,51.62363799656123
48027021302,80-84,120,63.56099432828282
48027021303,50-54,504,141.6756859873987
48027021303,55-59,385,139.6030085635693
48027021303,60-64,316,121.21056059601408
48027021303,65-69,344,158.6379525838631
48027021303,70-74,223,88.81441324469807
48027021303,75-79,33,36.796738985948195
48027021303,80-84,303,134.82581355215328
48027021400,50-54,288,69.20260110718382
48027021400,55-59,333,81.21576201698781
48027021400,60-64,218,74.65922581972036
48027021400,65-69,211,58.12916651733448
48027021400,70-74,104,38.897300677553446
48027021400,75-79,101,33.83784863137726
48027021400,80-84,113,40.8166632639171
48027021500,50-54,395,137.88763541376724
48027021500,55-59,286,120.10828447696687
48027021500,60-64,339,163.4839441657804
48027021500,65-69,140,85.19389649499546
48027021500,70-74,119,81.60882305241266
48027021500,75-79,261,104.04326023342406
48027021500,80-84,133,84.09518416651456
48027021601,50-54,364,112.2007130102122
48027021601,55-59,281,96.54014708917737
48027021601,60-64,194,69.92853494818836
48027021601,65-69,136,65.65820588471787
48027021601,70-74,166,65.94694837519019
48027021601,75-79,59,37.73592452822641
48027021601,80-84,106,61.032778078668514
48027021602,50-54,33,21.93171219946131
48027021602,55-59,62,36.069377593742864
48027021602,60-64,94,35.832945734337834
48027021602,65-69,29,19.235384061671343
48027021602,70-74,32,18.601075237738275
48027021602,75-79,19,17.69180601295413
48027021602,80-84,34,17.69180601295413
48027021700,50-54,489,152.10851389715174
48027021700,55-59,556,146
48027021700,60-64,541,166.47822680458847
48027021700,65-69,452,151.04304022363957
48027021700,70-74,356,111.07204868912791
48027021700,75-79,290,88.3911760301898
48027021700,80-84,160,67.47592163134935
48027021800,50-54,466,135.5912976558599
48027021800,55-59,335,128.63125592172378
48027021800,60-64,361,121.67579874403948
48027021800,65-69,273,117.22201158485551
48027021800,70-74,114,71.42128534267638
