GEOID,pov_pop,pov_pop_se,pov_rate,pov_rate_se,median_income,median_income_se,per_capita_income,per_capita_income_se,nativity,nativity_se,npoor,nforeign_born,pop,pop_se,api,api_se,asian,asian_se,black,black_se,latino,latino_se,white,white_se,nasian,nblack,nlatino,nPI,nwhite
48125950300,2063,100.30395136778115,0.2918080465341735,0.038737232024864204,34260.47138721992,2969.391774097305,20770.7831749302,1477.0894919210552,0.0500201694231545,0.011755871258023697,2063,124,2479,0,0.003227107704719645,0.03125966025613809,0.003227107704719645,0.0026974304522732594,0.0391286809197257,0.008827954207439757,0.34328358208955223,0.024031653120252676,0.6066962484872933,0.027219525472939255,8,97,851,0,1504
48127950100,751,126.44376899696049,0.3808255659121172,0.09442074743691829,17108.785659350135,1270.6301956005548,11521.051734665814,2280.469701112056,0,0.10280112838403911,751,0,751,126.44376899696049,0.017310252996005325,0.1042914433148361,0.017310252996005325,0.017567958095919354,0,0.10280112838403911,0.9653794940079894,0.04692612647983677,0.03462050599201065,0.02273905811210627,13,0,725,0,26
48127950200,6776,297.8723404255319,0.3732290436835891,0.04510568399195394,34333.163169989326,5880.830061508155,15541.741489812946,1150.3767107261579,0.09685464874601635,0.021210518205469365,6776,699,7217,275.9878419452888,0.016350284051544962,0.015971894277417572,0.016350284051544962,0.011860249717306679,0.00665096300401829,0.0058064438984565874,0.849106276846335,0.04506586642596468,0.1278924760981017,0.025135142319138395,118,48,6128,0,923
48127950300,1865,225.53191489361703,0.36246648793565683,0.06636367027614452,26241.733579755473,5919.2242464379315,17381.677761877905,2279.7452825284754,0.12010723860589813,0.04724466694310758,1865,224,1865,225.53191489361703,0,0.05854286608094496,0,0.0413960575959321,0,0.0413960575959321,0.7619302949061663,0.12562940328917557,0.23806970509383377,0.09037777684868399,0,0,1421,0,444
48129950200,1847,200,0.16404981050351922,0.050621812049306325,36287.49962477335,5620.763790002682,20334.632478313764,2923.0289847481404,0.04611085235211924,0.020081595257799078,1847,99,2147,182.370820668693,0.05030274802049371,0.02838795194625451,0.022356776897997206,0.007112497688354243,0.08616674429436423,0.02023568859335668,0.0815090824406148,0.015823134255182614,0.7801583605030274,0.08716785600647123,48,185,175,60,1675
48129950300,1556,118.54103343465046,0.12917737789203085,0.032125177605778266,51009.373138432995,5379.532401670308,24407.755650540465,1497.373212261315,0.010282776349614395,0.007031922064774684,1556,16,1556,118.54103343465046,0,0.07016866660730228,0,0.0496167399848415,0,0.0496167399848415,0.09318766066838047,0.02963477461100116,0.9068123393316195,0.015094298016925394,0,0,145,0,1411
48131950100,4271,188.4498480243161,0.3020369936782955,0.05579043037916005,26986.526435999385,7052.214911158153,15153.257535996121,1528.5232113552852,0.015037593984962405,0.006601371756078944,4271,72,4788,241.33738601823708,0,0.02280335113637476,0,0.01612440422230856,0.032372598162071844,0.009252542290795685,0.9005847953216374,0.0640589054664163,0.06516290726817042,0.01643421866082071,0,155,4312,0,312
48131950200,3464,164.1337386018237,0.3039838337182448,0.0703159829600999,34626.31363820693,5096.284735490252,17926.27029836345,2277.5720267777333,0.06928406466512702,0.02521005706220925,3464,240,3464,164.1337386018237,0,0.031519181651548024,0,0.022287427083260213,0,0.022287427083260213,0.7765588914549654,0.026981284435580823,0.22344110854503466,0.029947621636980254,0,0,2690,0,774
48131950300,2748,218.8449848024316,0.3311499272197962,0.050116154318295,34396.321604198805,6316.205630240158,19163.22227401334,2318.139467458253,0.04873710423336891,0.02268016170297233,2748,137,2811,227.96352583586625,0,0.03884114024936405,0,0.02746483365934307,0,0.02746483365934307,0.9825684809676272,0.004302864005620857,0.017431519032372823,0.010720121075371382,0,0,2762,0,49
48131950400,1136,173.25227963525836,0.18661971830985916,0.06872185048108921,25420.673935032184,6847.928870588395,15367.757878594368,2295.682491367251,0.0721830985915493,0.033091242486638174,1136,82,1136,173.25227963525836,0.002640845070422535,0.06806292021303449,0,0.06796095723275826,0,0.06796095723275826,0.8125,0.07533650946751304,0.1505281690140845,0.054202561387845856,0,0,923,3,171
48133950100,2601,294.8328267477204,0.17377931564782775,0.03875251783024842,36407.85815034236,3396.0743198263403,17183.86077925952,1926.2290137410919,0.012163892445582587,0.008755953666011522,2601,38,3124,153.79939209726444,0,0.03494956633833622,0,0.024713075357366637,0.0822663252240717,0.0484789004629979,0.09250960307298335,0.02961892596653439,0.8153008962868118,0.048114100624916695,0,257,289,0,2547
48133950200,5867,198.17629179331306,0.2297596727458667,0.03446945533455688,41493.89960706078,3151.2208385760623,24050.25507954339,2091.3964507974924,0.03630475541162434,0.013357381292850265,5867,213,5867,198.17629179331306,0.002215783194136697,0.01354510609014322,0,0.013158964959334135,0.0027271177773990113,0.0023813386319029178,0.18629623316856997,0.02395085265521258,0.802795295721834,0.027392350406831155,0,16,1093,13,4710
48133950300,4249,267.4772036474164,0.20757825370675453,0.03695906837138934,46864.74985200688,8362.688128855647,24217.088679342025,2292.0603984493473,0.07831839521980367,0.02845237088097234,4249,367,4686,175.07598784194528,0,0.023299710892224147,0,0.016475383571577757,0.07170294494238157,0.03362257668724171,0.13380281690140844,0.027703424736295657,0.7823303457106274,0.0425614504177767,0,336,627,0,3666
48133950400,1928,183.58662613981764,0.2474066390041494,0.05024437946911084,33621.73703370514,4412.433592590068,21007.92522035826,2318.139467458253,0.024865919063871283,0.018963308251966533,1928,51,2051,208.51063829787233,0,0.05323376169720251,0,0.03764195388416059,0.0014627011214041932,0.002366479295900561,0.034129692832764506,0.021056359752118014,0.9566065333983422,0.010436512659742658,0,3,70,0,1962
48133950500,2532,219.45288753799392,0.18127962085308058,0.052186063377667714,33867.220759123134,3427.9487375038916,18493.504537678815,1362.6313557153042,0.07109004739336493,0.022271688556705974,2532,180,2532,219.45288753799392,0,0.04312102892613047,0,0.030491171965408126,0,0.030491171965408126,0.21958925750394945,0.04329911398053347,0.7752764612954186,0.035739329884132094,0,0,556,0,1963
48135000100,2681,185.41033434650456,0.12458038045505408,0.0463692931363626,61596.15671422645,10535.219461014178,37089.49257237679,6371.261442592291,0.07863123407353477,0.03860705958522017,2681,216,2747,196.35258358662614,0.004368401892974154,0.028449364615254193,0.004368401892974154,0.004414910839286379,0.02584637786676374,0.013818758166402028,0.3705860939206407,0.053557555358060754,0.5580633418274481,0.022521605261762178,12,71,1018,0,1533
48135000300,1768,124.62006079027356,0.12952488687782807,0.05145952317454256,31395.70014496334,9831.084597773734,20416.85760964309,1635.7371617252295,0.05638474295190713,0.018117481557382575,1768,102,1809,126.44376899696049,0.028745163073521283,0.04582191172031192,0.028745163073521283,0.01668161359763704,0,0.04267752759337389,0.21945826423438364,0.03765685542046154,0.7517965726920951,0.04190082759320411,52,0,397,0,1360
48135000400,4086,242.5531914893617,0.05506607929515418,0.02342859969540887,64670.661624801316,3102.684793476155,27330.91865272657,1958.8278500022236,0.04740957966764418,0.019142539797850414,4086,194,4092,243.161094224924,0.007575757575757576,0.019380988288521417,0.007575757575757576,0.0044339703544077945,0.010019550342130987,0.007105923690673858,0.33162267839687193,0.04326206192102364,0.6226783968719453,0.0388203464378387,31,41,1357,0,2548
48135000500,3859,294.22492401215806,0.1062451412282975,0.030120397402509408,62132.40757072206,5460.667283031346,26855.442893300456,1614.0046042178085,0.02774922918807811,0.012802885056335783,3859,108,3892,293.00911854103344,0,0.028053043484317152,0,0.01983649728068175,0.04393627954779034,0.02050862189176766,0.36510791366906475,0.049946406186762805,0.5706577595066804,0.03355226360622613,0,171,1421,0,2221
48135000600,5245,328.2674772036474,0.2751191611058151,0.05884431116105018,36264.857921943534,3342.467344641368,17339.969361928244,1614.0046042178085,0.12221163012392755,0.026457495749842547,5245,641,5245,328.2674772036474,0,0.02081648145680884,0,0.014719475198553551,0.036796949475691135,0.016296067433890928,0.5931363203050525,0.040339841273747,0.34947569113441374,0.035123079171569295,0,193,3111,0,1833
48135000700,4281,299.08814589665656,0.25321186638635834,0.06110691007105511,45127.297076961084,4813.037069310197,19751.906547588525,1718.3208802534298,0.1038781163434903,0.020656249403216316,4281,450,4332,302.12765957446805,0.006694367497691598,0.018948978199908702,0.006694367497691598,0.006438200835202849,0.036703601108033244,0.01550692001048826,0.6350415512465374,0.05496070927609967,0.29062788550323176,0.03593407688706156,29,159,2751,0,1259
48135000800,3845,370.2127659574468,0.11105331599479844,0.03093109283297608,64192.80252823522,3677.1487302556534,23006.35341223192,1754.541809432465,0.07022106631989597,0.029334405864910314,3845,270,3845,370.2127659574468,0,0.028395954549014914,0,0.02007897201987344,0.038751625487646296,0.026457462754395318,0.5328998699609883,0.0816603870386095,0.43120936280884264,0.023257048162067168,0,149,2049,0,1658
48135001000,4629,172.64437689969606,0.16526247569669475,0.044620726962647204,56258.673189240086,4689.161491517897,26276.29196828519,1945.7883154977708,0.10110174983797797,0.026783650663791608,4629,468,4629,172.64437689969606,0.0019442644199611147,0.016779130675193016,0.0019442644199611147,0.0018371173576942866,0.01447396845971052,0.00865061317042279,0.6053143227478938,0.03699241887259522,0.3689781810326204,0.03267828261198032,9,67,2802,0,1708
48135001100,6124,283.8905775075988,0.1833768778576094,0.04577290034843896,51004.60646415303,5023.842877132182,20041.48201009616,1932.7487809933184,0.2129897850282055,0.038848344419912514,6124,1397,6559,302.12765957446805,0,0.016646202964013167,0,0.011770642996861317,0.039030339990852266,0.022077971814769937,0.7388321390455862,0.033993723022385375,0.22274737002591857,0.030088669118162138,0,256,4846,0,1461
48135001200,2803,191.48936170212767,0.2761327149482697,0.0473461006586004,31920.03431575905,3463.4452480993455,15273.616061565137,1224.9918248349704,0.18311824206487617,0.028557530291954403,2803,525,2867,200,0,0.03808247130832311,0,0.0269283737064574,0.07080572026508546,0.03249204775857051,0.7537495640041856,0.04186975874547619,0.17370073247296827,0.03775353923550247,0,203,2161,0,498
48135001300,4335,236.4741641337386,0.09319492502883506,0.029433457486960433,57437.23340496045,6357.497489504258,27191.49343003771,1614.7290228013892,0.11512779184895233,0.027808455043942373,4335,500,4343,236.4741641337386,0.013124568270780566,0.021535806570208,0.013124568270780566,0.012156664496703296,0.02072300253281142,0.016057298529343816,0.4959705272852867,0.03833370508821069,0.44738659912502876,0.03825346579643425,57,90,2154,0,1943
48135001400,470,89.96960486322189,0.13617021276595745,0.06618985936420363,31027.47455683635,2917.9580546630755,19675.63975910915,2602.111552221889,0.2528301886792453,0.12428880540180202,470,201,795,196.35258358662614,0,0.13733640910812875,0,0.09711150618416776,0.0880503144654088,0.0395273369286785,0.4729559748427673,0.12211540525456047,0.4389937106918239,0.14865621475052684,0,70,376,0,349
48135001500,4334,247.41641337386017,0.2870327641901246,0.057023959393508857,31690.04228175093,1436.522051240536,15296.257764394952,1145.305780641093,0.2291185971389017,0.03740989013586073,4334,993,4334,247.41641337386017,0,0.02519207319819159,0,0.01781348579058915,0.04291647438855561,0.02202581936922756,0.7773419473927088,0.04369406908155829,0.1705122288878634,0.028838718780645457,0,186,3369,0,739
48135001600,6352,376.2917933130699,0.16168136020151133,0.04287056932707103,66639.29810242522,5489.644026374575,25916.408060148133,2708.601084008252,0.07850609756097561,0.020046914010318374,6352,515,6560,473.5562310030395,0.02378048780487805,0.017919917556461166,0.02378048780487805,0.013513609647548717,0.05990853658536585,0.021626842125179548,0.4477134146341463,0.06423820323391817,0.4625,0.015229436913817297,156,393,2937,0,3034
48135001700,5967,266.2613981762918,0.09669850846321434,0.0286096370083357,57580.233633359276,5603.377743996745,28212.75339451936,1566.192977701482,0.034858387799564274,0.010385184441089065,5967,208,5967,266.2613981762918,0.0016758840288252053,0.013028154559370932,0.0016758840288252053,0.0015263308766303046,0.030165912518853696,0.014813073985316828,0.2962962962962963,0.04771452119829,0.6664990782637842,0.0327175523954774,10,180,1768,0,3977
48135001800,3164,265.04559270516717,0.3065739570164349,0.06525624986696467,28231.820091639205,2812.9173600438735,13902.005537506351,1209.054615996195,0.0777496839443742,0.023369036775110236,3164,246,3164,265.04559270516717,0,0.034507726055929944,0,0.024400647097475782,0.41055625790139066,0.03985694056834608,0.561314791403287,0.034971359419085114,0.01991150442477876,0.011988783868566295,0,1299,1776,0,63
48135001900,4947,257.14285714285717,0.2617748130179907,0.05435750666704197,39275.012729738926,2922.30456616456,14918.498827708041,1228.613917752874,0.23224417922128743,0.02788079838310245,4947,1187,5111,275.9878419452888,0.009782821365681862,0.017972658009904875,0.009782821365681862,0.00973876963751634,0.03873997260810018,0.010376909380957745,0.9350420661318725,0.01739659780911114,0.007434944237918215,0.005575748245047861,50,198,4779,0,38
48135002000,3271,294.22492401215806,0.28890247630693977,0.06706365847590232,33714.68718216438,6094.533543664462,14317.89786843295,1268.4569398498127,0.21858758789361052,0.027746838872954024,3271,715,3271,294.22492401215806,0.0018343014368694588,0.023674940014088323,0.0018343014368694588,0.0018511228222406516,0.12259247936410883,0.027414911836379192,0.7612350963008254,0.08818343749778494,0.0840721491898502,0.04074790556247973,6,401,2490,0,275
48135002200,2397,231.0030395136778,0.3646224447225699,0.08344151855590172,29458.04705015918,4981.102180700921,15950.483809319605,1825.534830623374,0.1818936877076412,0.03872543384034388,2397,438,2408,231.0030395136778,0,0.04534154702697772,0,0.03206131537226469,0.022425249169435217,0.020588920391155435,0.6848006644518272,0.07163051058971955,0.303156146179402,0.04582816087837175,0,54,1649,0,730
48135002300,3486,198.17629179331306,0.16035570854847964,0.048856239048844334,70353.72903508485,14560.813529972149,45914.99000172464,4337.818478481256,0.025530694205393,0.010808285752559746,3486,89,3486,198.17629179331306,0.011474469305794608,0.023429198738185435,0.011474469305794608,0.007645118746100812,0.030694205393000575,0.01331370834893771,0.23350545037292025,0.04079294019993938,0.7045324153757889,0.03759309429020919,40,107,814,0,2456
48135002400,4309,198.7841945288754,0.1346019958226967,0.03629385511563261,71686.01449633397,6166.975402022534,34185.396267310534,2607.1824823069537,0.056694286960314,0.017733961355296347,4309,260,4586,262.0060790273556,0.023767989533362406,0.021059363562360465,0.023767989533362406,0.01265273784836993,0.04404709986916703,0.011932706189883395,0.25359790667248144,0.03774439932478216,0.6713911905800262,0.031198400088022108,109,202,1163,0,3079
48135002501,3375,161.09422492401217,0.02548148148148148,0.014177350738105051,92440.1143112843,13017.801946945252,36230.29953341382,3367.0975764831123,0.13398787178746752,0.029225172272197404,3375,464,3463,139.209726443769,0.02194628934449899,0.02948050884667445,0.02194628934449899,0.01928948097696526,0.028876696505919723,0.02226362109349776,0.5047646549234768,0.05407147900838185,0.4522090672827029,0.051292039368920184,76,100,1748,0,1566
48135002502,5960,304.55927051671733,0.09630872483221477,0.02605858770812206,66635.72309671524,9055.2322947588,28093.586537520332,2062.4197074542644,0.028523489932885907,0.013865962001810056,5960,170,5960,304.55927051671733,0,0.01831920222163798,0,0.012953632116847882,0.06895973154362416,0.0255635302833879,0.14412751677852348,0.03357471684662611,0.7632550335570469,0.03317357550935014,0,411,859,0,4549
48135002503,5574,303.951367781155,0.15249372084678867,0.03770122629852178,60332.98803003677,2756.4127105245784,46102.08196721311,11047.383399605735,0.058791994281629734,0.016375006078909207,5574,329,5596,305.1671732522796,0.02573266619013581,0.01666394363385459,0.02573266619013581,0.009346193325752719,0.015546819156540386,0.007556805241601069,0.3677626876340243,0.04789665732577586,0.5748749106504646,0.04607396492508091,144,87,2058,0,3217
48135002700,8640,351.9756838905775,0.17835648148148148,0.029803678155526588,53147.22655299552,3775.669657622629,21676.451288122793,1840.7476208785688,0.12540415704387992,0.01427670640958804,8640,1086,8660,348.32826747720367,0.006466512702078522,0.010803045704872016,0,0.008914970833304085,0.009237875288683603,0.009117992777620201,0.5254041570438799,0.037241601979922385,0.4429561200923788,0.024278242468732177,0,80,4550,56,3836
48135002801,3281,243.161094224924,0.2416946053032612,0.05496203126960323,47180.542023054295,3622.817336487101,18013.262103972742,1485.7825149240239,0.22127400182871076,0.03433051839276574,3281,726,3281,243.161094224924,0,0.03327718538279864,0,0.02353052344297878,0.0121914050594331,0.01089409910664292,0.5867113684852179,0.04219017307950994,0.3867723255105151,0.04740632152502753,0,40,1925,0,1269
48135002802,7678,455.3191489361702,0.15095076842927846,0.030708420882913392,50891.39795000396,3933.592908843222,18356.462652129936,1326.4104265362691,0.15045045045045044,0.025756427726598495,7678,1169,7770,475.37993920972644,0,0.01405179475430661,0,0.00993611935861176,0.002059202059202059,0.0020302610131889896,0.5364221364221364,0.04187221527543516,0.4525096525096525,0.02348122508277445,0,16,4168,0,3516
48135002900,3428,203.03951367781156,0.043173862310385065,0.013954391969942095,88524.2913902963,7376.030018018728,50485.03896763728,4250.16382986799,0.03733955659276546,0.013113603159793447,3428,128,3428,203.03951367781156,0,0.031850188226651796,0,0.022521484077133423,0.014877479579929988,0.007752801293688173,0.1954492415402567,0.035208613701021185,0.779171528588098,0.040702977768226026,0,51,670,0,2671
48135003000,6288,328.8753799392097,0.14551526717557253,0.0343574387395719,60951.46401786172,4332.747548396191,38907.97881018193,4770.2963728789355,0.11093105480259281,0.022606704350041487,6288,753,6788,362.9179331306991,0.03432527990571597,0.018061164221746053,0.03432527990571597,0.014030254698262943,0.026222746022392458,0.00647711145740855,0.41396582203889215,0.03205886887587058,0.5060400707130229,0.034207506317997356,233,178,2810,0,3435
48137950100,1443,56.53495440729483,0.22106722106722107,0.05066075902830358,38127.43589683831,2846.9650334721664,33688.4704736246,11400.17524980954,0.08469945355191257,0.025652002997610352,1443,124,1464,53.495440729483285,0,0.07457817297879941,0,0.05273473184181241,0,0.05273473184181241,0.6618852459016393,0.038256595725176985,0.33811475409836067,0.04784335553995022,0,0,969,0,495
48137950200,444,53.495440729483285,0.1891891891891892,0.08885587699527386,52798.067661988374,3832.1743071419237,26393.075488144237,3664.1091957512003,0,0.1738820887757058,444,0,444,53.495440729483285,0,0.24590640820036566,0,0.1738820887757058,0,0.1738820887757058,0,0.1738820887757058,1,0.17039184190261555,0,0,0,0,444
48139060101,7899,463.82978723404256,0.1800227876946449,0.03667898836722889,60987.21407496143,3178.748744752129,22212.70214461841,1508.2394910150256,0.1337466784765279,0.026908983442254182,7899,1057,7903,463.82978723404256,0.020498544856383652,0.012812374187754584,0.019612805263823866,0.012794046852990546,0.09806402631911933,0.016077220715374804,0.3365810451727192,0.034603279445394944,0.5137289636846767,0.01761990734117853,155,775,2660,7,4060
48139060102,6569,303.951367781155,0.08783680925559446,0.025122179011046596,62296.85783338072,3207.001069511776,26447.89224236379,1430.7267025718904,0.09925407215710154,0.019613930611343273,6569,652,6569,303.951367781155,0,0.016620862420606234,0,0.011752724526779324,0.033490637844420766,0.011463376091297394,0.3167909879738164,0.03125094739558069,0.6433247069569189,0.027374402301972994,0,220,2081,0,4226
48139060203,13584,406.6869300911854,0.056684334511189635,0.014895349564045042,94052.44188648112,1998.6708720991621,36761.78371562947,1759.61273951753,0.08190700066113274,0.024389287606821238,13584,1115,13613,407.90273556231,0.008153970469404246,0.007557706031327131,0.008153970469404246,0.004995505616349755,0.03731727025637258,0.013350066560598563,0.20803643575993536,0.01602268267760349,0.7380445162712114,0.005054889956779057,111,508,2832,0,10047
48139060204,9360,292.4012158054711,0.03076923076923077,0.010607826742056202,85385.43637694197,5483.124259122348,33949.44589045246,1642.9813475610365,0.06456709500737308,0.014312837124165445,9360,613,9494,297.2644376899696,0.0054771434590267535,0.008486315345552631,0.0054771434590267535,0.002427096521506909,0.2195070570886876,0.02883829227972928,0.14251105961659996,0.024374624716145883,0.6176532546871708,0.030876728600729812,52,2084,1353,0,5864
48139060205,11617,328.8753799392097,0.05440303004217956,0.017147120563377295,98471.14894400499,3299.7266482101063,37438.65146338394,1950.859245582836,0.03847140292382662,0.008620770215861806,11617,450,11697,328.2674772036474,0.01581602120201761,0.008789072748679757,0.01581602120201761,0.005803784050454391,0.03291442250149611,0.00795002317147047,0.07651534581516628,0.015914769889108695,0.8638967256561512,0.021772165889457778,185,385,895,0,10105
48139060206,4689,257.75075987841944,0.11772232885476648,0.044256736210086765,58388.184923812674,2023.3011039409062,26409.7588481241,2107.333659636268,0.047568485878105755,0.011347394937056018,4689,224,4709,260.18237082066867,0,0.02318590894902577,0,0.01639491344582998,0.09449989382034402,0.02038420425162718,0.23954130388617542,0.034467054091030985,0.6493947759609259,0.016213390919133062,0,445,1128,0,3058
48139060207,5723,271.73252279635255,0.06744714310676218,0.021108878780658584,85624.96175951001,2805.673174208066,30911.882705547294,1693.6906484116857,0.03054634316634666,0.010075721867258268,5723,175,5729,271.1246200607903,0.0010473031942747426,0.013526300846097525,0,0.013475937758145116,0.041019375109094085,0.015155988304727731,0.19898760691220108,0.02343265241908669,0.7444580205969629,0.027292537110050707,0,235,1140,6,4265
48139060300,4460,262.61398176291794,0.1798206278026906,0.06013788008849241,57630.28371329887,5189.734732772164,22153.118716118897,1529.247629938866,0.06547085201793722,0.03495421673383937,4460,292,4460,262.61398176291794,0.00695067264573991,0.017915157627631878,0.00695067264573991,0.004616128504923789,0.06278026905829596,0.017329246038038714,0.3134529147982063,0.04781034086127134,0.5865470852017938,0.04040915000557086,31,280,1398,0,2616
48139060400,4060,252.27963525835867,0.3251231527093596,0.07317541300848814,28390.312011447906,5578.7475121550015,15926.6504379198,1484.3336777568625,0.039855888313442916,0.012173013966886278,4060,177,4441,304.55927051671733,0.002026570592208962,0.017504577511929253,0.002026570592208962,0.0020485540048454432,0.4323350596712452,0.0517958852020313,0.2625534789461833,0.04232210999203436,0.28236883584778205,0.03867872512618705,9,1920,1166,0,1254
48139060500,3125,236.4741641337386,0.19072,0.06872593449251453,42796.393354060136,5622.937045753424,23463.95414310818,2619.4975982278256,0.09623430962343096,0.024774696820795937,3125,322,3346,254.7112462006079,0.0017931858936043037,0.023144429906191928,0.0017931858936043037,0.0018116689882011698,0.05738194859533772,0.02542613137766803,0.3670053795576808,0.061540388038794365,0.5711297071129707,0.048130884255190964,6,192,1228,0,1911
48139060600,7034,362.9179331306991,0.14998578333807222,0.04260101654743929,50195.46350512965,5442.556818441829,25032.18998121536,1992.1511048469358,0.06960796998318022,0.028403029628982543,7034,538,7729,457.75075987841944,0.024970888860137146,0.012505312561682629,0.018631129512226677,0.01119300464971463,0.11851468495277526,0.03436946982606465,0.2033898305084746,0.037601033913713354,0.6329408720403674,0.042341559931384706,144,916,1572,49,4892
48139060700,7322,315.5015197568389,0.086315214422289,0.030576582182336838,69281.22732209362,3489.524317108251,28529.737234136766,1695.1394855788471,0.1076860401955459,0.027247432570511203,7322,793,7364,319.1489361702128,0.0029875067897881585,0.0108108344564858,0.0029875067897881585,0.0026384447523284766,0.04739272134709397,0.01671459930800647,0.25964149918522544,0.03790683444853606,0.685361216730038,0.037762501631697,22,349,1912,0,5047
48139060800,12711,421.88449848024317,0.03500904728188183,0.016362746810118543,102994.72283568801,4129.185926410013,37065.65920097699,1632.839487390907,0.03324687573685452,0.009311915458096079,12711,423,12723,423.1003039513678,0.010296313762477404,0.009754301079489101,0.010296313762477404,0.0076371005253832,0.04047787471508292,0.014462560083375953,0.09588933427650712,0.01646477223817286,0.839110272734418,0.02124326580785516,131,515,1220,0,10676
48139060900,6059,299.69604863221883,0.04076580293777851,0.014508811988319699,86257.73777017483,7039.899795237281,30368.481837631738,1557.4999546985134,0.021746293245469523,0.007509377836617209,6059,132,6070,301.5197568389058,0,0.017987223268692315,0,0.012718887548008793,0.05914332784184514,0.0241581576040584,0.0986820428336079,0.03460645684178721,0.8245469522240527,0.03607637363323086,0,359,599,0,5005
48139061000,3792,235.25835866261397,0.16561181434599156,0.035578136116328006,62765.18358138689,3978.5068610252265,28215.13673165934,2123.2708684750432,0.02766798418972332,0.008966935603243109,3792,105,3795,235.86626139817628,0.0044795783926218705,0.020763594435196122,0.0044795783926218705,0.004155498241652473,0.16442687747035573,0.0303633786624268,0.12674571805006588,0.021167844589134316,0.6822134387351778,0.026152670472217955,17,624,481,0,2589
48139061100,4353,300.91185410334344,0.05191821732138755,0.022619884930192857,70329.89566368505,4685.539398599994,29051.6880677925,2316.6906302910916,0.09746720940750792,0.020796306940448664,4353,431,4422,299.08814589665656,0,0.02469073840817783,0,0.017458988560925683,0.023744911804613297,0.014068278061236544,0.2460425146992311,0.042203382840057806,0.7261420171867933,0.030618075331038865,0,105,1088,0,3211
48139061200,1873,145.28875379939208,0.16711158569140416,0.04151441202837636,54901.36268802118,4014.0033716206804,23119.561926380997,2782.491779533484,0.09114997350291468,0.029514699116710237,1873,172,1887,144.68085106382978,0,0.057860331341262505,0,0.04091343265310725,0.0498145204027557,0.026464509593568095,0.3762586115527292,0.0499304727019261,0.5723370429252782,0.05524350508192373,0,94,710,0,1080
48139061300,2126,131.91489361702128,0.039040451552210725,0.03623315382591393,80212.40311461427,17788.09831982419,32525.401949314102,3136.008048320867,0.045625587958607716,0.024279361302485147,2126,97,2126,131.91489361702128,0,0.051355806792550494,0,0.03631403923631862,0,0.03631403923631862,0.23095014111006584,0.04764471539149299,0.7365945437441204,0.048474471533013694,0,0,491,0,1566
48139061400,7598,359.2705167173252,0.14069491971571466,0.04058256356337847,62094.27417648237,5099.182409824575,29143.44654768175,2055.175521618457,0.10106452884741753,0.029011489235322024,7598,769,7609,358.0547112462006,0.002628466289919832,0.010443524468619266,0,0.010146359234644943,0.01971349717439874,0.01210819059525619,0.27625180707057434,0.046885837780348286,0.671310290445525,0.03008180997201131,0,150,2102,20,5108
48139061500,4723,279.6352583586626,0.1410120686004658,0.030809173518545365,46472.69089248008,2130.5150543108502,18050.20382964244,924.3581126489784,0.21759904439577943,0.037917769951092674,4723,1093,5023,303.951367781155,0,0.02173650114293497,0,0.015370027357438459,0.11865419072267569,0.02450584659251109,0.5216006370694803,0.04512228869338923,0.36591678279912404,0.03836326356277078,0,596,2620,0,1838
48139061600,7102,345.2887537993921,0.3101943114615601,0.04567979534770753,35184.01452896237,1873.3464571397005,15946.908803609633,1163.4162452306105,0.10457150845798965,0.020622820983776397,7102,748,7153,342.85714285714283,0.001258213337061373,0.010913136040938494,0,0.010793184316568345,0.3566335803159513,0.03927389362649157,0.3195861876135887,0.04190546354286709,0.3163707535299874,0.037869845568445845,0,2551,2286,9,2263
48139061700,4471,347.72036474164133,0.2234399463207336,0.07273406175146101,75486.2455660329,12256.43801560193,26694.56763635177,2642.678992902408,0.02229157378510923,0.007180302939883924,4471,100,4486,345.8966565349544,0.010254123941150245,0.019635064317928577,0.010254123941150245,0.009452767659021796,0.0051270619705751225,0.004726383829510898,0.2534551939366919,0.05604423744968144,0.6939366919304503,0.07501618932608231,46,23,1137,0,3113
48141000101,6905,264.43768996960483,0.18305575669804489,0.03469002843746948,58555.01852361131,5776.5137854725335,25818.69123740893,2536.1894611160446,0.20086893555394641,0.02104345536032075,6905,1387,6905,264.43768996960483,0.03359884141926141,0.013246548964654848,0.03359884141926141,0.007103523583809876,0.10687907313540912,0.018570490315539905,0.5103548153511948,0.037168646182899924,0.31803041274438815,0.025695975434283952,232,738,3524,0,2196
48141000106,6067,245.59270516717325,0.15081588923685513,0.04092906029144484,70837.5464745009,7607.843964764553,26089.20000279672,1729.911577590721,0.17477948382881411,0.02737549550834351,6067,1070,6122,266.2613981762918,0.04001960143743875,0.015772692677202858,0.04001960143743875,0.009473341483288357,0.11336164652074486,0.023721772703471467,0.4799085266252859,0.032973085496350925,0.3461287161058478,0.03275107091591991,245,694,2938,0,2119
48141000107,5228,205.47112462006078,0.16162968630451416,0.0384317625755199,45924.523350284566,1951.5836641664166,18566.19632044822,972.8941577488854,0.27949599083619703,0.027857765473922647,5228,1464,5238,206.0790273556231,0.027491408934707903,0.01757443924061257,0.027491408934707903,0.009571754596257994,0.10729285987017946,0.02717949042443634,0.7025582283314242,0.01664117643300166,0.1531118747613593,0.01682690979430814,144,562,3680,0,802
