GEOID,Age,Race,estimate,moe
48005000102,75-84,API,0,95
48005000102,75-84,BLACK,0,95
48005000102,75-84,LATINO,0,95
48005000102,75-84,WHITE,63,49
48005000200,55-64,API,0,95
48005000200,55-64,BLACK,58,112.36102527122117
48005000200,55-64,LATINO,74,63.702433234531945
48005000200,55-64,WHITE,687,174.6568063374571
48005000200,65-74,API,0,95
48005000200,65-74,BLACK,133,97.62171889492625
48005000200,65-74,LATINO,3,15
48005000200,65-74,WHITE,536,147.07821048680188
48005000200,75-84,API,0,95
48005000200,75-84,BLACK,0,95
48005000200,75-84,LATINO,0,95
48005000200,75-84,WHITE,83,62
48005000301,55-64,API,0,95
48005000301,55-64,BLACK,80,75.7429864739964
48005000301,55-64,LATINO,59,126.81088281373961
48005000301,55-64,WHITE,575,141.40014144264495
48005000301,65-74,API,0,95
48005000301,65-74,BLACK,0,95
48005000301,65-74,LATINO,0,95
48005000301,65-74,WHITE,431,118.40608092492548
48005000301,75-84,API,0,95
48005000301,75-84,BLACK,0,95
48005000301,75-84,LATINO,0,95
48005000301,75-84,WHITE,89,50
48005000302,55-64,API,0,95
48005000302,55-64,BLACK,0,95
48005000302,55-64,LATINO,38,40
48005000302,55-64,WHITE,576,140.03570973148243
48005000302,65-74,API,0,95
48005000302,65-74,BLACK,0,95
48005000302,65-74,LATINO,0,95
48005000302,65-74,WHITE,205,77.20103626247513
48005000302,75-84,API,0,95
48005000302,75-84,BLACK,0,95
48005000302,75-84,LATINO,0,95
48005000302,75-84,WHITE,132,70
48005000400,55-64,API,0,95
48005000400,55-64,BLACK,131,79.02531240052139
48005000400,55-64,LATINO,2,95.08417323613851
48005000400,55-64,WHITE,441,119.01680553602503
48005000400,65-74,API,0,95
48005000400,65-74,BLACK,33,37.44329045369811
48005000400,65-74,LATINO,39,35.35533905932738
48005000400,65-74,WHITE,330,106.5269918846862
48005000400,75-84,API,0,95
48005000400,75-84,BLACK,2,8
48005000400,75-84,LATINO,5,6
48005000400,75-84,WHITE,138,57
48005000500,55-64,API,0,95
48005000500,55-64,BLACK,416,141.65097952361643
48005000500,55-64,LATINO,18,99.92997548283498
48005000500,55-64,WHITE,67,52.478567053607705
48005000500,65-74,API,0,95
48005000500,65-74,BLACK,339,107.56393447619885
48005000500,65-74,LATINO,0,95
48005000500,65-74,WHITE,78,59.033888572581766
48005000500,75-84,API,7,95.63472172804185
48005000500,75-84,BLACK,140,57
48005000500,75-84,LATINO,0,95
48005000500,75-84,WHITE,54,47
48005000600,55-64,API,7,164.84841521834537
48005000600,55-64,BLACK,192,88.3911760301898
48005000600,55-64,LATINO,237,116.2841347734075
48005000600,55-64,WHITE,234,80.72174428244226
48005000600,65-74,API,0,95
48005000600,65-74,BLACK,64,61
48005000600,65-74,LATINO,25,101.95096860746347
48005000600,65-74,WHITE,81,45.60701700396552
48005000600,75-84,API,0,95
48005000600,75-84,BLACK,41,47
48005000600,75-84,LATINO,53,45
48005000600,75-84,WHITE,133,87
48005000700,55-64,API,0,95
48005000700,55-64,BLACK,29,26
48005000700,55-64,LATINO,53,40.496913462633174
48005000700,55-64,WHITE,140,68.5054742338158
48005000700,65-74,API,0,95
48005000700,65-74,BLACK,0,95
48005000700,65-74,LATINO,19,98.49365461794989
48005000700,65-74,WHITE,89,51.62363799656123
48005000700,75-84,API,0,95
48005000700,75-84,BLACK,51,41
48005000700,75-84,LATINO,24,31
48005000700,75-84,WHITE,41,35
48005000800,55-64,API,0,95
48005000800,55-64,BLACK,82,72.40165743959182
48005000800,55-64,LATINO,29,43.32435804486894
48005000800,55-64,WHITE,294,109.20164833920778
48005000800,65-74,API,0,95
48005000800,65-74,BLACK,0,95
48005000800,65-74,LATINO,0,95
48005000800,65-74,WHITE,515,136.0036764208968
48005000800,75-84,API,0,95
48005000800,75-84,BLACK,0,95
48005000800,75-84,LATINO,0,95
48005000800,75-84,WHITE,195,81
48005000901,55-64,API,14,165.6381598545456
48005000901,55-64,BLACK,138,96.40020746865642
48005000901,55-64,LATINO,0,95
48005000901,55-64,WHITE,395,131.03434664239754
48005000901,65-74,API,14,165.6381598545456
48005000901,65-74,BLACK,19,100.24470060806208
48005000901,65-74,LATINO,32,43.93176527297759
48005000901,65-74,WHITE,448,114.28473213863697
48005000901,75-84,API,11,97.082439194738
48005000901,75-84,BLACK,0,95
48005000901,75-84,LATINO,0,95
48005000901,75-84,WHITE,238,116
48005000902,55-64,API,45,138.08330818748513
48005000902,55-64,BLACK,0,95
48005000902,55-64,LATINO,50,54.817880294662984
48005000902,55-64,WHITE,252,92.63368717696602
48005000902,65-74,API,0,95
48005000902,65-74,BLACK,0,95
48005000902,65-74,LATINO,0,95
48005000902,65-74,WHITE,308,98.40731680114035
48005000902,75-84,API,15,99.04039579888602
48005000902,75-84,BLACK,0,95
48005000902,75-84,LATINO,0,95
48005000902,75-84,WHITE,56,47
48005001001,55-64,API,0,95
48005001001,55-64,BLACK,159,174.15223225672418
48005001001,55-64,LATINO,203,81.32035415564789
48005001001,55-64,WHITE,504,237.08437316702253
48005001001,65-74,API,0,95
48005001001,65-74,BLACK,0,95
48005001001,65-74,LATINO,44,103.87011119662864
48005001001,65-74,WHITE,168,77.10382610480494
48005001001,75-84,API,0,95
48005001001,75-84,BLACK,0,95
48005001001,75-84,LATINO,8,16
48005001001,75-84,WHITE,64,37
48005001002,55-64,API,0,95
48005001002,55-64,BLACK,13,97.29337079164233
48005001002,55-64,LATINO,68,57.48912940721924
48005001002,55-64,WHITE,253,94.26027795418386
48005001002,65-74,API,0,95
48005001002,65-74,BLACK,0,95
48005001002,65-74,LATINO,25,99.32774033471213
48005001002,65-74,WHITE,257,97.59098319004681
48005001002,75-84,API,0,95
48005001002,75-84,BLACK,0,95
48005001002,75-84,LATINO,11,19
48005001002,75-84,WHITE,98,74
48005001100,55-64,API,0,95
48005001100,55-64,BLACK,23,27.784887978899608
48005001100,55-64,LATINO,10,96.88137075826292
48005001100,55-64,WHITE,586,145.67086187704115
48005001100,65-74,API,0,95
48005001100,65-74,BLACK,28,104.69479452198185
48005001100,65-74,LATINO,8,95.88534820294495
48005001100,65-74,WHITE,537,111.03603018840326
48005001100,75-84,API,0,95
48005001100,75-84,BLACK,0,95
48005001100,75-84,LATINO,10,22
48005001100,75-84,WHITE,96,61
48005001200,55-64,API,0,95
48005001200,55-64,BLACK,0,95
48005001200,55-64,LATINO,8,95.75489543621255
48005001200,55-64,WHITE,487,123.22743201089601
48005001200,65-74,API,0,95
48005001200,65-74,BLACK,0,95
48005001200,65-74,LATINO,11,96.5090669315583
48005001200,65-74,WHITE,413,106.07544484940895
48005001200,75-84,API,0,95
48005001200,75-84,BLACK,0,95
48005001200,75-84,LATINO,0,95
48005001200,75-84,WHITE,57,31
48005001300,55-64,API,0,95
48005001300,55-64,BLACK,17,19.209372712298546
48005001300,55-64,LATINO,0,95
48005001300,55-64,WHITE,631,145.7737973711325
48005001300,65-74,API,0,95
48005001300,65-74,BLACK,0,95
48005001300,65-74,LATINO,0,95
48005001300,65-74,WHITE,379,92.31467922275417
48005001300,75-84,API,0,95
48005001300,75-84,BLACK,0,95
48005001300,75-84,LATINO,0,95
48005001300,75-84,WHITE,139,67
48007950100,55-64,API,45,140.02142693173784
48007950100,55-64,BLACK,0,95
48007950100,55-64,LATINO,152,84.8528137423857
48007950100,55-64,WHITE,996,212.17445652104308
48007950100,65-74,API,0,95
48007950100,65-74,BLACK,0,95
48007950100,65-74,LATINO,104,82.49242389456137
48007950100,65-74,WHITE,779,153.57408635573907
48007950100,75-84,API,0,95
48007950100,75-84,BLACK,0,95
48007950100,75-84,LATINO,5,7
48007950100,75-84,WHITE,247,111
48007950200,55-64,API,0,95
48007950200,55-64,BLACK,0,95
48007950200,55-64,LATINO,0,95
48007950200,55-64,WHITE,212,77.20103626247513
48007950200,65-74,API,0,95
48007950200,65-74,BLACK,0,95
48007950200,65-74,LATINO,0,95
48007950200,65-74,WHITE,321,83.45058418010026
48007950200,75-84,API,0,95
48007950200,75-84,BLACK,0,95
48007950200,75-84,LATINO,0,95
48007950200,75-84,WHITE,106,43
48007950300,55-64,API,0,95
48007950300,55-64,BLACK,0,95
48007950300,55-64,LATINO,80,58
48007950300,55-64,WHITE,927,159.17600321656528
48007950300,65-74,API,0,95
48007950300,65-74,BLACK,19,99.92997548283498
48007950300,65-74,LATINO,22,99.92997548283498
48007950300,65-74,WHITE,860,176.7993212656655
48007950300,75-84,API,0,95
48007950300,75-84,BLACK,6,11
48007950300,75-84,LATINO,8,13
48007950300,75-84,WHITE,319,117
48007950400,55-64,API,0,95
48007950400,55-64,BLACK,0,95
48007950400,55-64,LATINO,174,84.20213774008353
48007950400,55-64,WHITE,179,80.45495634204272
48007950400,65-74,API,10,165.32090007013633
48007950400,65-74,BLACK,0,95
48007950400,65-74,LATINO,89,48.08326112068523
48007950400,65-74,WHITE,207,73.55270219373317
48007950400,75-84,API,0,95
48007950400,75-84,BLACK,0,95
48007950400,75-84,LATINO,12,18
48007950400,75-84,WHITE,82,45
48007950500,55-64,API,0,95
48007950500,55-64,BLACK,0,95
48007950500,55-64,LATINO,130,73.7563556583431
48007950500,55-64,WHITE,764,177.5894140989265
48007950500,65-74,API,0,95
48007950500,65-74,BLACK,0,95
48007950500,65-74,LATINO,124,70.00714249274856
48007950500,65-74,WHITE,691,176.24131184259835
48007950500,75-84,API,0,95
48007950500,75-84,BLACK,0,95
48007950500,75-84,LATINO,47,52
48007950500,75-84,WHITE,152,96
48007990000,55-64,API,0,95
48007990000,55-64,BLACK,0,95
48007990000,55-64,LATINO,0,95
48007990000,55-64,WHITE,0,95
48007990000,65-74,API,0,95
48007990000,65-74,BLACK,0,95
48007990000,65-74,LATINO,0,95
48007990000,65-74,WHITE,0,95
48007990000,75-84,API,0,95
48007990000,75-84,BLACK,0,95
48007990000,75-84,LATINO,0,95
48007990000,75-84,WHITE,0,95
48009020100,55-64,API,2,164.59343850834395
48009020100,55-64,BLACK,0,95
48009020100,55-64,LATINO,25,14.142135623730951
48009020100,55-64,WHITE,463,71.449282711585
48009020100,65-74,API,0,95
48009020100,65-74,BLACK,0,95
48009020100,65-74,LATINO,2,95.08417323613851
48009020100,65-74,WHITE,241,54.67174773134658
48009020100,75-84,API,0,95
48009020100,75-84,BLACK,0,95
48009020100,75-84,LATINO,1,2
48009020100,75-84,WHITE,52,23
48009020200,55-64,API,0,95
48009020200,55-64,BLACK,0,95
48009020200,55-64,LATINO,2,95.08417323613851
48009020200,55-64,WHITE,248,56.08029957123981
48009020200,65-74,API,0,95
48009020200,65-74,BLACK,0,95
48009020200,65-74,LATINO,0,95
48009020200,65-74,WHITE,300,75.7429864739964
48009020200,75-84,API,0,95
48009020200,75-84,BLACK,0,95
48009020200,75-84,LATINO,0,95
48009020200,75-84,WHITE,60,35
48009020300,55-64,API,0,95
48009020300,55-64,BLACK,0,95
48009020300,55-64,LATINO,6,95.42536350467836
48009020300,55-64,WHITE,381,59.36328831862332
48009020300,65-74,API,25,167.62756336593336
48009020300,65-74,BLACK,0,95
48009020300,65-74,LATINO,6,95.42536350467836
48009020300,65-74,WHITE,260,61.5223536610881
48009020300,75-84,API,0,95
48009020300,75-84,BLACK,0,95
48009020300,75-84,LATINO,1,3
48009020300,75-84,WHITE,128,41
48011950100,55-64,API,0,95
48011950100,55-64,BLACK,0,95
48011950100,55-64,LATINO,12,96.0260381354974
48011950100,55-64,WHITE,262,45.617978911828175
48011950100,65-74,API,1,164.55698101265713
48011950100,65-74,BLACK,1,95.04735661763561
48011950100,65-74,LATINO,6,95.42536350467836
48011950100,65-74,WHITE,218,22.47220505424423
48011950100,75-84,API,0,95
48011950100,75-84,BLACK,0,95
48011950100,75-84,LATINO,29,67
48011950100,75-84,WHITE,60,18
48013960100,55-64,API,29,169.33694221876098
48013960100,55-64,BLACK,0,95
48013960100,55-64,LATINO,378,120.34118164618461
48013960100,55-64,WHITE,451,167.2602762164406
48013960100,65-74,API,0,95
48013960100,65-74,BLACK,19,101.24228365658294
48013960100,65-74,LATINO,229,98.3107318658548
48013960100,65-74,WHITE,345,99.03534722511958
48013960100,75-84,API,0,95
48013960100,75-84,BLACK,0,95
48013960100,75-84,LATINO,42,42
48013960100,75-84,WHITE,95,93
48013960201,55-64,API,36,171.97383521919838
48013960201,55-64,BLACK,0,95
48013960201,55-64,LATINO,346,111.07204868912791
48013960201,55-64,WHITE,291,97.83659846908007
48013960201,65-74,API,13,165.87947431795172
48013960201,65-74,BLACK,0,95
48013960201,65-74,LATINO,229,92.09777413162601
48013960201,65-74,WHITE,145,73.57309290766564
48013960201,75-84,API,0,95
48013960201,75-84,BLACK,0,95
48013960201,75-84,LATINO,64,62
48013960201,75-84,WHITE,48,45
48013960202,55-64,API,0,95
48013960202,55-64,BLACK,15,98.2344135219425
48013960202,55-64,LATINO,686,187.5446613476374
48013960202,55-64,WHITE,589,151.23822268196622
48013960202,65-74,API,0,95
48013960202,65-74,BLACK,0,95
48013960202,65-74,LATINO,365,136.48809471891678
48013960202,65-74,WHITE,397,123.06502346320826
48013960202,75-84,API,0,95
48013960202,75-84,BLACK,0,95
48013960202,75-84,LATINO,149,92
48013960202,75-84,WHITE,83,66
48013960300,55-64,API,0,95
48013960300,55-64,BLACK,0,95
48013960300,55-64,LATINO,438,106.88779163215975
48013960300,55-64,WHITE,81,43.965895873961216
48013960300,65-74,API,0,95
48013960300,65-74,BLACK,0,95
48013960300,65-74,LATINO,253,98.71676655968832
48013960300,65-74,WHITE,69,54.91812087098393
48013960300,75-84,API,0,95
48013960300,75-84,BLACK,0,95
48013960300,75-84,LATINO,25,27
48013960300,75-84,WHITE,5,8
48013960401,55-64,API,0,95
48013960401,55-64,BLACK,0,95
48013960401,55-64,LATINO,241,104.86181383134664
48013960401,55-64,WHITE,87,58.7962583843564
48013960401,65-74,API,0,95
48013960401,65-74,BLACK,0,95
48013960401,65-74,LATINO,162,85.70297544426332
48013960401,65-74,WHITE,37,25.298221281347036
48013960401,75-84,API,0,95
48013960401,75-84,BLACK,0,95
48013960401,75-84,LATINO,4,6
48013960401,75-84,WHITE,0,95
48013960402,55-64,API,0,95
48013960402,55-64,BLACK,0,95
48013960402,55-64,LATINO,258,111.12605455067681
48013960402,55-64,WHITE,444,126.0634760745554
48013960402,65-74,API,0,95
48013960402,65-74,BLACK,0,95
48013960402,65-74,LATINO,70,105.11898020814318
48013960402,65-74,WHITE,391,109.62207806824317
48013960402,75-84,API,22,100.56838469419701
48013960402,75-84,BLACK,2,4
48013960402,75-84,LATINO,73,63
48013960402,75-84,WHITE,182,87
48013960500,55-64,API,0,95
48013960500,55-64,BLACK,0,95
48013960500,55-64,LATINO,159,55.17245689653489
48013960500,55-64,WHITE,74,39.395431207184416
48013960500,65-74,API,0,95
48013960500,65-74,BLACK,0,95
48013960500,65-74,LATINO,100,45.27692569068709
48013960500,65-74,WHITE,41,20.808652046684813
48013960500,75-84,API,0,95
48013960500,75-84,BLACK,0,95
48013960500,75-84,LATINO,11,11
48013960500,75-84,WHITE,5,6
48013960600,55-64,API,0,95
48013960600,55-64,BLACK,4,95.33624704172071
48013960600,55-64,LATINO,159,77.10382610480494
48013960600,55-64,WHITE,495,134.35773144854747
48013960600,65-74,API,17,166.43316977093238
48013960600,65-74,BLACK,0,95
48013960600,65-74,LATINO,59,46.61544808322666
48013960600,65-74,WHITE,218,101.86265262597475
48013960600,75-84,API,0,95
48013960600,75-84,BLACK,0,95
48013960600,75-84,LATINO,49,44
48013960600,75-84,WHITE,124,73
48015760100,55-64,API,0,95
48015760100,55-64,BLACK,37,26.832815729997478
48015760100,55-64,LATINO,38,30.083217912982647
48015760100,55-64,WHITE,197,53.075418038862395
48015760100,65-74,API,0,95
48015760100,65-74,BLACK,6,95.25754563287887
48015760100,65-74,LATINO,5,95.25754563287887
48015760100,65-74,WHITE,171,88.54377448471462
48015760100,75-84,API,0,95
48015760100,75-84,BLACK,0,95
48015760100,75-84,LATINO,19,24
48015760100,75-84,WHITE,67,41
48015760200,55-64,API,0,95
48015760200,55-64,BLACK,106,39.56008088970496
48015760200,55-64,LATINO,165,72.09022125087424
48015760200,55-64,WHITE,459,119.33147112141039
48015760200,65-74,API,0,95
48015760200,65-74,BLACK,30,28.231188426986208
48015760200,65-74,LATINO,63,49.39635614091387
48015760200,65-74,WHITE,307,67.17886572427373
48015760200,75-84,API,0,95
48015760200,75-84,BLACK,23,31
48015760200,75-84,LATINO,3,5
48015760200,75-84,WHITE,82,52
48015760300,55-64,API,0,95
48015760300,55-64,BLACK,22,32.55764119219941
48015760300,55-64,LATINO,91,57.0087712549569
48015760300,55-64,WHITE,869,191.62724232217087
48015760300,65-74,API,0,95
48015760300,65-74,BLACK,0,95
48015760300,65-74,LATINO,18,99.32774033471213
48015760300,65-74,WHITE,423,91.8313671900838
48015760300,75-84,API,0,95
48015760300,75-84,BLACK,0,95
48015760300,75-84,LATINO,0,95
48015760300,75-84,WHITE,240,102
48015760400,55-64,API,0,95
48015760400,55-64,BLACK,13,14.7648230602334
48015760400,55-64,LATINO,3,95.1892851112981
48015760400,55-64,WHITE,601,157.8131806916013
48015760400,65-74,API,12,165.75584454250776
48015760400,65-74,BLACK,22,29.410882339705484
48015760400,65-74,LATINO,9,96.33794683301072
48015760400,65-74,WHITE,379,101.13851887386922
48015760400,75-84,API,0,95
48015760400,75-84,BLACK,13,18
48015760400,75-84,LATINO,0,95
48015760400,75-84,WHITE,120,64
48015760501,55-64,API,0,95
48015760501,55-64,BLACK,0,95
48015760501,55-64,LATINO,111,68.41052550594829
48015760501,55-64,WHITE,602,177.867928531256
48015760501,65-74,API,0,95
48015760501,65-74,BLACK,106,75.07329751649384
48015760501,65-74,LATINO,47,42.190046219457976
48015760501,65-74,WHITE,300,95.67131231461184
48015760501,75-84,API,0,95
48015760501,75-84,BLACK,0,95
48015760501,75-84,LATINO,3,6
48015760501,75-84,WHITE,90,69
48015760502,55-64,API,0,95
48015760502,55-64,BLACK,0,95
48015760502,55-64,LATINO,0,95
48015760502,55-64,WHITE,310,118.1905241548577
48015760502,65-74,API,0,95
48015760502,65-74,BLACK,90,72.62231062146122
48015760502,65-74,LATINO,14,19.209372712298546
48015760502,65-74,WHITE,448,84.64632301523794
48015760502,75-84,API,0,95
48015760502,75-84,BLACK,0,95
48015760502,75-84,LATINO,0,95
48015760502,75-84,WHITE,74,63
48017950100,55-64,API,0,95
48017950100,55-64,BLACK,0,95
48017950100,55-64,LATINO,194,86.45229898620394
48017950100,55-64,WHITE,705,98.99494936611666
48017950100,65-74,API,0,95
48017950100,65-74,BLACK,0,95
48017950100,65-74,LATINO,121,110.78808600206071
48017950100,65-74,WHITE,372,91.0494371207203
48017950100,75-84,API,0,95
48017950100,75-84,BLACK,0,95
48017950100,75-84,LATINO,0,95
48017950100,75-84,WHITE,92,57
48019000101,55-64,API,26,137.0109484676316
48019000101,55-64,BLACK,5,95.524865872714
48019000101,55-64,LATINO,31,38.07886552931954
48019000101,55-64,WHITE,557,148.22280526288793
48019000101,65-74,API,12,166.00903589865223
48019000101,65-74,BLACK,1,95.04735661763561
48019000101,65-74,LATINO,48,44.10215414239989
48019000101,65-74,WHITE,362,132.23085872821065
48019000101,75-84,API,0,95
48019000101,75-84,BLACK,0,95
48019000101,75-84,LATINO,0,95
48019000101,75-84,WHITE,113,85
48019000102,55-64,API,0,95
48019000102,55-64,BLACK,0,95
48019000102,55-64,LATINO,77,111.30588483993108
48019000102,55-64,WHITE,788,208.60728654579637
48019000102,65-74,API,0,95
48019000102,65-74,BLACK,1,95.02105029939419
48019000102,65-74,LATINO,52,78.02563681252464
48019000102,65-74,WHITE,729,165.61400906928134
48019000102,75-84,API,0,95
48019000102,75-84,BLACK,0,95
48019000102,75-84,LATINO,0,95
48019000102,75-84,WHITE,157,81
