GEOID,pov_population,pov_population_se,pov_rate,pov_rate_se,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_asian_rate2_se,pov_black_rate2,pov_black_rate2_se,pov_latino_rate2,pov_latino_rate2_se,pov_white_rate2,pov_white_rate2_se,median_income,median_income_se,per_capita_income,per_capita_income_se,nativity,nativity_se,pop,api,black,latino,white
48113014001,4554,172.03647416413375,0.04391743522178305,0.020891788393947296,0,0,0.04908675799086758,0.05084745762711865,0,0.0018688270307141723,0,0.0018688270307141723,0.018884497145366712,0.01680430697692165,0.025032938076416336,0.011574858634494955,81357,3251.6717325227964,39474,2744.68085106383,0.21501351632356,0.0474058774057458,4809,0.08380120607194844,0.03535038469536286,0.3965481389062175,0.48492410064462466
48113014114,3514,186.01823708206686,0.1539556061468412,0.040358033676589314,0.1853146853146853,0.10904255319148937,0.03656821378340366,0.3404669260700389,0.06033010813887308,0.025228859399410282,0.03500284575981787,0.015458855590323492,0.007398975526465566,0.005348507942340561,0.049800796812749,0.025293177891454563,48663,2998.176291793313,25283,1958.0547112462007,0.38787706317586795,0.0361953702584981,3514,0.3255549231644849,0.32100170745589074,0.20233352305065452,0.1462720546385885
48167724500,899,74.77203647416414,0.21690767519466073,0.05670481105917622,0.375,0.5933333333333334,0.03977272727272727,0.15584415584415584,0.006674082313681869,0.005381034648019056,0.09899888765294772,0.05141212127997745,0.00778642936596218,0.006730904606211942,0.09343715239154617,0.023069345354828494,42619,2872.3404255319147,37689,3999.392097264438,0.09734513274336283,0.030116927674043864,904,0.017699115044247787,0.16592920353982302,0.2002212389380531,0.5962389380530974
48167720600,14528,762.3100303951368,0.007502753303964758,0.003913539944649606,0,0,0.009231905465288036,0.009106678230702514,0,8.787140313056519e-4,0,8.787140313056519e-4,0.0017208149779735682,0.0016713036612185821,0.005781938325991189,0.0036697104514891482,112172,9674.1641337386,44914,1877.2036474164133,0.0797664032978358,0.019317628778228384,14555,0.04555135692201993,0.09151494331844727,0.18605290278254896,0.6337341119890072
48167720800,3732,272.3404255319149,0.1045016077170418,0.03217514279995595,0.14285714285714285,0.08152866242038216,0.21223021582733814,0.06646676661669165,0.004287245444801715,0.004223549222883112,0.01714898177920686,0.016404150310358846,0.04742765273311897,0.028458829024129922,0.03563772775991426,0.016409908163143822,84806,12361.702127659575,35771,2976.29179331307,0.11682242990654206,0.030876646425804007,3852,0.029075804776739357,0.2037902388369678,0.23442367601246106,0.5327102803738317
48167720900,5173,339.209726443769,0.18731877053933887,0.054571653833542906,NA,0.45103857566765576,0.25921219822109276,0.1227671321857746,0,0.0022327763339810344,0.02938333655519041,0.019057719631765255,0.07887106127972163,0.044473334547467075,0.07307171853856563,0.02767423331337283,49236,7919.756838905775,27458,2938.6018237082067,0.13493137444422965,0.049486943498203345,5173,0.0017398028223468006,0.06514595012565243,0.3042721824859849,0.5952058766673111
48167721100,12618,509.4224924012158,0.24330321762561422,0.044751372060467295,0.0975609756097561,0.06811145510835913,0.35636083269082497,0.1433002481389578,0.0019020446980504042,0.001925566380169433,0.005230622919638612,0.0037036461694129486,0.18315105404977017,0.045557803789950405,0.05492154065620542,0.021081780605439467,59818,7374.468085106383,24452,1780.547112462006,0.2187351402757965,0.03845481181806254,12618,0.019495958155016643,0.07679505468378507,0.513948327785703,0.38326200665715643
48167721500,7563,384.19452887537994,0.03199788443739257,0.010403366501474066,0,0.1037567084078712,0.016129032258064516,0.029710144927536233,0,0.0015271918518688207,0.007668914451937062,0.007545530579606556,0.002644453259288642,0.0026490871800274353,0.021684516726166864,0.008286469194212293,89368,5864.437689969604,57576,3500.3039513677813,0.060353798126951096,0.013970166073122769,7688,0.0172996878251821,0.07518210197710717,0.16285119667013528,0.7302289281997919
48167722300,7199,630.3951367781154,0.30726489790248646,0.059192594591532456,NA,0.5611888111888111,0.2697715289982425,0.25898078529657476,0,0.0016044106092073748,0.1337685789693013,0.06112192574423484,0.08528962355882762,0.04275613347755186,0.08612307264897902,0.036036325026517935,41188,7444.376899696049,16983,1889.9696048632218,0.12069440617249931,0.04448201333602606,7258,0.006200055111600992,0.24455772940203913,0.3135850096445302,0.3298429319371728
48167722800,2547,212.7659574468085,0.23243031016882607,0.057429789981079005,0,0.20365853658536584,0.24446786090621708,0.26474622770919065,0,0.0033414363164006046,0.06556733411857087,0.0229851426983737,0.09108755398508049,0.05508802461878757,0.07577542206517472,0.020026749487350583,39063,4341.641337386018,17527,1302.7355623100304,0.05182567726737338,0.020975088614244297,2547,0.011385944248135061,0.32194738908519827,0.37259521005104046,0.2862190812720848
