GEOID,Age,Race,pop
48113018130,50-54,WHITE,147
48113018130,55-59,API,10
48113018130,55-59,BLACK,11
48113018130,55-59,LATINO,11
48113018130,55-59,WHITE,83
48113018130,60-64,API,4
48113018130,60-64,BLACK,7
48113018130,60-64,LATINO,7
48113018130,60-64,WHITE,49
48113018130,65-69,API,0
48113018130,65-69,BLACK,2
48113018130,65-69,LATINO,3
48113018130,65-69,WHITE,38
48113018130,70-74,API,4
48113018130,70-74,BLACK,0
48113018130,70-74,LATINO,6
48113018130,70-74,WHITE,26
48113018130,75-79,API,2
48113018130,75-79,BLACK,1
48113018130,75-79,LATINO,1
48113018130,75-79,WHITE,34
48113018130,80-84,API,0
48113018130,80-84,BLACK,1
48113018130,80-84,LATINO,0
48113018130,80-84,WHITE,12
48113018131,50-54,API,54
48113018131,50-54,BLACK,39
48113018131,50-54,LATINO,26
48113018131,50-54,WHITE,342
48113018131,55-59,API,22
48113018131,55-59,BLACK,18
48113018131,55-59,LATINO,14
48113018131,55-59,WHITE,207
48113018131,60-64,API,16
48113018131,60-64,BLACK,12
48113018131,60-64,LATINO,10
48113018131,60-64,WHITE,132
48113018131,65-69,API,14
48113018131,65-69,BLACK,7
48113018131,65-69,LATINO,6
48113018131,65-69,WHITE,95
48113018131,70-74,API,0
48113018131,70-74,BLACK,6
48113018131,70-74,LATINO,3
48113018131,70-74,WHITE,83
48113018131,75-79,API,0
48113018131,75-79,BLACK,2
48113018131,75-79,LATINO,2
48113018131,75-79,WHITE,49
48113018131,80-84,API,2
48113018131,80-84,BLACK,1
48113018131,80-84,LATINO,1
48113018131,80-84,WHITE,21
48113018132,50-54,API,36
48113018132,50-54,BLACK,35
48113018132,50-54,LATINO,20
48113018132,50-54,WHITE,307
48113018132,55-59,API,30
48113018132,55-59,BLACK,12
48113018132,55-59,LATINO,15
48113018132,55-59,WHITE,185
48113018132,60-64,API,8
48113018132,60-64,BLACK,9
48113018132,60-64,LATINO,12
48113018132,60-64,WHITE,115
48113018132,65-69,API,2
48113018132,65-69,BLACK,9
48113018132,65-69,LATINO,5
48113018132,65-69,WHITE,83
48113018132,70-74,API,10
48113018132,70-74,BLACK,2
48113018132,70-74,LATINO,5
48113018132,70-74,WHITE,58
48113018132,75-79,API,8
48113018132,75-79,BLACK,1
48113018132,75-79,LATINO,2
48113018132,75-79,WHITE,37
48113018132,80-84,API,2
48113018132,80-84,BLACK,1
48113018132,80-84,LATINO,0
48113018132,80-84,WHITE,24
48113018203,50-54,API,30
48113018203,50-54,BLACK,70
48113018203,50-54,LATINO,81
48113018203,50-54,WHITE,88
48113018203,55-59,API,20
48113018203,55-59,BLACK,54
48113018203,55-59,LATINO,37
48113018203,55-59,WHITE,58
48113018203,60-64,API,2
48113018203,60-64,BLACK,38
48113018203,60-64,LATINO,24
48113018203,60-64,WHITE,33
48113018203,65-69,API,4
48113018203,65-69,BLACK,24
48113018203,65-69,LATINO,16
48113018203,65-69,WHITE,31
48113018203,70-74,API,4
48113018203,70-74,BLACK,17
48113018203,70-74,LATINO,11
48113018203,70-74,WHITE,22
48113018203,75-79,API,8
48113018203,75-79,BLACK,6
48113018203,75-79,LATINO,9
48113018203,75-79,WHITE,13
48113018203,80-84,API,2
48113018203,80-84,BLACK,1
48113018203,80-84,LATINO,9
48113018203,80-84,WHITE,4
48113018204,50-54,API,4
48113018204,50-54,BLACK,77
48113018204,50-54,LATINO,107
48113018204,50-54,WHITE,9
48113018204,55-59,API,0
48113018204,55-59,BLACK,69
48113018204,55-59,LATINO,62
48113018204,55-59,WHITE,11
48113018204,60-64,API,2
48113018204,60-64,BLACK,48
48113018204,60-64,LATINO,53
48113018204,60-64,WHITE,15
48113018204,65-69,API,0
48113018204,65-69,BLACK,57
48113018204,65-69,LATINO,34
48113018204,65-69,WHITE,9
48113018204,70-74,API,0
48113018204,70-74,BLACK,37
48113018204,70-74,LATINO,23
48113018204,70-74,WHITE,6
48113018204,75-79,API,0
48113018204,75-79,BLACK,23
48113018204,75-79,LATINO,8
48113018204,75-79,WHITE,21
48113018204,80-84,API,0
48113018204,80-84,BLACK,18
48113018204,80-84,LATINO,9
48113018204,80-84,WHITE,4
48113018205,50-54,API,12
48113018205,50-54,BLACK,15
48113018205,50-54,LATINO,33
48113018205,50-54,WHITE,91
48113018205,55-59,API,18
48113018205,55-59,BLACK,10
48113018205,55-59,LATINO,28
48113018205,55-59,WHITE,70
48113018205,60-64,API,4
48113018205,60-64,BLACK,1
48113018205,60-64,LATINO,18
48113018205,60-64,WHITE,47
48113018205,65-69,API,4
48113018205,65-69,BLACK,8
48113018205,65-69,LATINO,11
48113018205,65-69,WHITE,45
48113018205,70-74,API,2
48113018205,70-74,BLACK,0
48113018205,70-74,LATINO,8
48113018205,70-74,WHITE,34
48113018205,75-79,API,4
48113018205,75-79,BLACK,1
48113018205,75-79,LATINO,3
48113018205,75-79,WHITE,22
48113018205,80-84,API,0
48113018205,80-84,BLACK,0
48113018205,80-84,LATINO,1
48113018205,80-84,WHITE,15
48113018206,50-54,API,8
48113018206,50-54,BLACK,13
48113018206,50-54,LATINO,74
48113018206,50-54,WHITE,95
48113018206,55-59,API,4
48113018206,55-59,BLACK,11
48113018206,55-59,LATINO,47
48113018206,55-59,WHITE,75
48113018206,60-64,API,2
48113018206,60-64,BLACK,5
48113018206,60-64,LATINO,27
48113018206,60-64,WHITE,76
48113018206,65-69,API,0
48113018206,65-69,BLACK,3
48113018206,65-69,LATINO,15
48113018206,65-69,WHITE,118
48113018206,70-74,API,0
48113018206,70-74,BLACK,2
48113018206,70-74,LATINO,15
48113018206,70-74,WHITE,87
48113018206,75-79,API,0
48113018206,75-79,BLACK,3
48113018206,75-79,LATINO,8
48113018206,75-79,WHITE,64
48113018206,80-84,API,0
48113018206,80-84,BLACK,0
48113018206,80-84,LATINO,1
48113018206,80-84,WHITE,32
48113018300,50-54,API,4
48113018300,50-54,BLACK,14
48113018300,50-54,LATINO,62
48113018300,50-54,WHITE,218
48113018300,55-59,API,10
48113018300,55-59,BLACK,11
48113018300,55-59,LATINO,29
48113018300,55-59,WHITE,185
48113018300,60-64,API,6
48113018300,60-64,BLACK,5
48113018300,60-64,LATINO,25
48113018300,60-64,WHITE,125
48113018300,65-69,API,0
48113018300,65-69,BLACK,2
48113018300,65-69,LATINO,13
48113018300,65-69,WHITE,179
48113018300,70-74,API,2
48113018300,70-74,BLACK,1
48113018300,70-74,LATINO,6
48113018300,70-74,WHITE,237
48113018300,75-79,API,0
48113018300,75-79,BLACK,2
48113018300,75-79,LATINO,5
48113018300,75-79,WHITE,209
48113018300,80-84,API,0
48113018300,80-84,BLACK,2
48113018300,80-84,LATINO,0
48113018300,80-84,WHITE,135
48113018401,50-54,API,4
48113018401,50-54,BLACK,21
48113018401,50-54,LATINO,34
48113018401,50-54,WHITE,181
48113018401,55-59,API,4
48113018401,55-59,BLACK,13
48113018401,55-59,LATINO,27
48113018401,55-59,WHITE,164
48113018401,60-64,API,6
48113018401,60-64,BLACK,6
48113018401,60-64,LATINO,14
48113018401,60-64,WHITE,181
48113018401,65-69,API,6
48113018401,65-69,BLACK,7
48113018401,65-69,LATINO,9
48113018401,65-69,WHITE,165
48113018401,70-74,API,2
48113018401,70-74,BLACK,3
48113018401,70-74,LATINO,7
48113018401,70-74,WHITE,124
48113018401,75-79,API,0
48113018401,75-79,BLACK,2
48113018401,75-79,LATINO,3
48113018401,75-79,WHITE,94
48113018401,80-84,API,0
48113018401,80-84,BLACK,0
48113018401,80-84,LATINO,1
48113018401,80-84,WHITE,47
48113018402,50-54,API,6
48113018402,50-54,BLACK,7
48113018402,50-54,LATINO,25
48113018402,50-54,WHITE,197
48113018402,55-59,API,6
48113018402,55-59,BLACK,5
48113018402,55-59,LATINO,5
48113018402,55-59,WHITE,178
48113018402,60-64,API,4
48113018402,60-64,BLACK,3
48113018402,60-64,LATINO,4
48113018402,60-64,WHITE,220
48113018402,65-69,API,0
48113018402,65-69,BLACK,4
48113018402,65-69,LATINO,2
48113018402,65-69,WHITE,242
48113018402,70-74,API,2
48113018402,70-74,BLACK,6
48113018402,70-74,LATINO,6
48113018402,70-74,WHITE,252
48113018402,75-79,API,0
48113018402,75-79,BLACK,3
48113018402,75-79,LATINO,3
48113018402,75-79,WHITE,200
48113018402,80-84,API,0
48113018402,80-84,BLACK,1
48113018402,80-84,LATINO,2
48113018402,80-84,WHITE,96
48113018403,50-54,API,2
48113018403,50-54,BLACK,24
48113018403,50-54,LATINO,34
48113018403,50-54,WHITE,42
48113018403,55-59,API,0
48113018403,55-59,BLACK,15
48113018403,55-59,LATINO,23
48113018403,55-59,WHITE,26
48113018403,60-64,API,4
48113018403,60-64,BLACK,9
48113018403,60-64,LATINO,10
48113018403,60-64,WHITE,20
48113018403,65-69,API,0
48113018403,65-69,BLACK,9
48113018403,65-69,LATINO,6
48113018403,65-69,WHITE,24
48113018403,70-74,API,0
48113018403,70-74,BLACK,0
48113018403,70-74,LATINO,3
48113018403,70-74,WHITE,21
48113018403,75-79,API,0
48113018403,75-79,BLACK,2
48113018403,75-79,LATINO,0
48113018403,75-79,WHITE,16
48113018403,80-84,API,2
48113018403,80-84,BLACK,2
48113018403,80-84,LATINO,0
48113018403,80-84,WHITE,12
48113018501,50-54,API,20
48113018501,50-54,BLACK,8
48113018501,50-54,LATINO,26
48113018501,50-54,WHITE,112
48113018501,55-59,API,10
48113018501,55-59,BLACK,2
48113018501,55-59,LATINO,18
48113018501,55-59,WHITE,110
48113018501,60-64,API,4
48113018501,60-64,BLACK,1
48113018501,60-64,LATINO,15
48113018501,60-64,WHITE,125
48113018501,65-69,API,6
48113018501,65-69,BLACK,1
48113018501,65-69,LATINO,5
48113018501,65-69,WHITE,122
48113018501,70-74,API,0
48113018501,70-74,BLACK,0
48113018501,70-74,LATINO,4
48113018501,70-74,WHITE,128
48113018501,75-79,API,0
48113018501,75-79,BLACK,1
48113018501,75-79,LATINO,3
48113018501,75-79,WHITE,93
48113018501,80-84,API,0
48113018501,80-84,BLACK,1
48113018501,80-84,LATINO,1
48113018501,80-84,WHITE,39
48113018503,50-54,API,16
48113018503,50-54,BLACK,50
48113018503,50-54,LATINO,17
48113018503,50-54,WHITE,63
48113018503,55-59,API,22
48113018503,55-59,BLACK,24
48113018503,55-59,LATINO,9
48113018503,55-59,WHITE,53
48113018503,60-64,API,18
48113018503,60-64,BLACK,17
48113018503,60-64,LATINO,12
48113018503,60-64,WHITE,27
48113018503,65-69,API,4
48113018503,65-69,BLACK,5
48113018503,65-69,LATINO,3
48113018503,65-69,WHITE,13
48113018503,70-74,API,2
48113018503,70-74,BLACK,4
48113018503,70-74,LATINO,3
48113018503,70-74,WHITE,13
48113018503,75-79,API,0
48113018503,75-79,BLACK,1
48113018503,75-79,LATINO,1
48113018503,75-79,WHITE,11
48113018503,80-84,API,0
48113018503,80-84,BLACK,2
48113018503,80-84,LATINO,0
48113018503,80-84,WHITE,3
48113018504,50-54,API,24
48113018504,50-54,BLACK,61
48113018504,50-54,LATINO,15
48113018504,50-54,WHITE,87
48113018504,55-59,API,12
48113018504,55-59,BLACK,22
48113018504,55-59,LATINO,8
48113018504,55-59,WHITE,45
48113018504,60-64,API,14
48113018504,60-64,BLACK,15
48113018504,60-64,LATINO,6
48113018504,60-64,WHITE,25
48113018504,65-69,API,6
48113018504,65-69,BLACK,6
48113018504,65-69,LATINO,5
48113018504,65-69,WHITE,25
48113018504,70-74,API,2
48113018504,70-74,BLACK,5
48113018504,70-74,LATINO,1
48113018504,70-74,WHITE,21
48113018504,75-79,API,8
48113018504,75-79,BLACK,1
48113018504,75-79,LATINO,2
48113018504,75-79,WHITE,6
48113018504,80-84,API,0
48113018504,80-84,BLACK,1
48113018504,80-84,LATINO,2
48113018504,80-84,WHITE,6
48113018600,50-54,API,4
48113018600,50-54,BLACK,2
48113018600,50-54,LATINO,19
48113018600,50-54,WHITE,168
48113018600,55-59,API,6
48113018600,55-59,BLACK,1
48113018600,55-59,LATINO,14
48113018600,55-59,WHITE,134
48113018600,60-64,API,2
48113018600,60-64,BLACK,0
48113018600,60-64,LATINO,13
48113018600,60-64,WHITE,124
48113018600,65-69,API,0
48113018600,65-69,BLACK,0
48113018600,65-69,LATINO,7
48113018600,65-69,WHITE,117
48113018600,70-74,API,2
48113018600,70-74,BLACK,1
48113018600,70-74,LATINO,8
48113018600,70-74,WHITE,209
48113018600,75-79,API,0
48113018600,75-79,BLACK,0
48113018600,75-79,LATINO,1
48113018600,75-79,WHITE,160
48113018600,80-84,API,2
48113018600,80-84,BLACK,3
48113018600,80-84,LATINO,3
48113018600,80-84,WHITE,141
48113018700,50-54,API,2
48113018700,50-54,BLACK,9
48113018700,50-54,LATINO,103
48113018700,50-54,WHITE,181
48113018700,55-59,API,4
48113018700,55-59,BLACK,9
48113018700,55-59,LATINO,64
48113018700,55-59,WHITE,122
48113018700,60-64,API,0
48113018700,60-64,BLACK,5
48113018700,60-64,LATINO,39
48113018700,60-64,WHITE,123
48113018700,65-69,API,2
48113018700,65-69,BLACK,4
48113018700,65-69,LATINO,27
48113018700,65-69,WHITE,111
48113018700,70-74,API,0
48113018700,70-74,BLACK,0
48113018700,70-74,LATINO,8
48113018700,70-74,WHITE,113
48113018700,75-79,API,2
48113018700,75-79,BLACK,0
48113018700,75-79,LATINO,4
48113018700,75-79,WHITE,103
48113018700,80-84,API,0
48113018700,80-84,BLACK,0
48113018700,80-84,LATINO,8
48113018700,80-84,WHITE,61
48113018801,50-54,API,34
48113018801,50-54,BLACK,17
48113018801,50-54,LATINO,44
48113018801,50-54,WHITE,141
48113018801,55-59,API,30
48113018801,55-59,BLACK,3
48113018801,55-59,LATINO,19
48113018801,55-59,WHITE,132
48113018801,60-64,API,24
48113018801,60-64,BLACK,4
48113018801,60-64,LATINO,10
48113018801,60-64,WHITE,112
48113018801,65-69,API,10
48113018801,65-69,BLACK,1
48113018801,65-69,LATINO,12
48113018801,65-69,WHITE,117
48113018801,70-74,API,4
48113018801,70-74,BLACK,1
48113018801,70-74,LATINO,9
48113018801,70-74,WHITE,100
48113018801,75-79,API,4
48113018801,75-79,BLACK,0
48113018801,75-79,LATINO,3
48113018801,75-79,WHITE,86
48113018801,80-84,API,0
48113018801,80-84,BLACK,1
48113018801,80-84,LATINO,3
48113018801,80-84,WHITE,45
48113018802,50-54,API,0
48113018802,50-54,BLACK,7
48113018802,50-54,LATINO,3
48113018802,50-54,WHITE,39
48113018802,55-59,API,2
48113018802,55-59,BLACK,2
48113018802,55-59,LATINO,4
48113018802,55-59,WHITE,21
48113018802,60-64,API,0
48113018802,60-64,BLACK,3
48113018802,60-64,LATINO,2
48113018802,60-64,WHITE,14
48113018802,65-69,API,2
48113018802,65-69,BLACK,2
48113018802,65-69,LATINO,0
48113018802,65-69,WHITE,11
48113018802,70-74,API,0
48113018802,70-74,BLACK,2
48113018802,70-74,LATINO,3
48113018802,70-74,WHITE,13
48113018802,75-79,API,2
48113018802,75-79,BLACK,4
48113018802,75-79,LATINO,1
48113018802,75-79,WHITE,19
48113018802,80-84,API,0
48113018802,80-84,BLACK,1
48113018802,80-84,LATINO,1
48113018802,80-84,WHITE,12
48113018900,50-54,API,92
48113018900,50-54,BLACK,26
48113018900,50-54,LATINO,48
48113018900,50-54,WHITE,246
48113018900,55-59,API,58
48113018900,55-59,BLACK,5
48113018900,55-59,LATINO,35
48113018900,55-59,WHITE,232
48113018900,60-64,API,46
48113018900,60-64,BLACK,5
48113018900,60-64,LATINO,21
48113018900,60-64,WHITE,138
48113018900,65-69,API,12
48113018900,65-69,BLACK,6
48113018900,65-69,LATINO,15
48113018900,65-69,WHITE,122
48113018900,70-74,API,28
48113018900,70-74,BLACK,3
48113018900,70-74,LATINO,11
48113018900,70-74,WHITE,79
48113018900,75-79,API,6
48113018900,75-79,BLACK,6
48113018900,75-79,LATINO,7
48113018900,75-79,WHITE,75
48113018900,80-84,API,10
48113018900,80-84,BLACK,2
48113018900,80-84,LATINO,2
48113018900,80-84,WHITE,42
48113019004,50-54,API,114
48113019004,50-54,BLACK,27
48113019004,50-54,LATINO,46
48113019004,50-54,WHITE,265
48113019004,55-59,API,110
48113019004,55-59,BLACK,16
48113019004,55-59,LATINO,26
48113019004,55-59,WHITE,293
48113019004,60-64,API,56
48113019004,60-64,BLACK,3
48113019004,60-64,LATINO,13
48113019004,60-64,WHITE,259
48113019004,65-69,API,34
48113019004,65-69,BLACK,3
48113019004,65-69,LATINO,13
48113019004,65-69,WHITE,166
48113019004,70-74,API,16
48113019004,70-74,BLACK,1
48113019004,70-74,LATINO,5
48113019004,70-74,WHITE,102
48113019004,75-79,API,8
48113019004,75-79,BLACK,1
48113019004,75-79,LATINO,6
48113019004,75-79,WHITE,72
48113019004,80-84,API,14
48113019004,80-84,BLACK,1
48113019004,80-84,LATINO,3
48113019004,80-84,WHITE,34
48113019010,50-54,API,126
48113019010,50-54,BLACK,16
48113019010,50-54,LATINO,39
48113019010,50-54,WHITE,410
48113019010,55-59,API,74
48113019010,55-59,BLACK,16
48113019010,55-59,LATINO,19
48113019010,55-59,WHITE,380
48113019010,60-64,API,74
48113019010,60-64,BLACK,2
48113019010,60-64,LATINO,18
48113019010,60-64,WHITE,208
48113019010,65-69,API,38
48113019010,65-69,BLACK,5
48113019010,65-69,LATINO,5
48113019010,65-69,WHITE,154
48113019010,70-74,API,32
48113019010,70-74,BLACK,5
48113019010,70-74,LATINO,4
48113019010,70-74,WHITE,103
48113019010,75-79,API,16
48113019010,75-79,BLACK,1
48113019010,75-79,LATINO,11
48113019010,75-79,WHITE,70
48113019010,80-84,API,12
48113019010,80-84,BLACK,1
48113019010,80-84,LATINO,1
48113019010,80-84,WHITE,41
48113019012,50-54,API,124
48113019012,50-54,BLACK,38
48113019012,50-54,LATINO,15
48113019012,50-54,WHITE,381
48113019012,55-59,API,56
48113019012,55-59,BLACK,14
48113019012,55-59,LATINO,7
48113019012,55-59,WHITE,329
48113019012,60-64,API,52
48113019012,60-64,BLACK,7
48113019012,60-64,LATINO,13
48113019012,60-64,WHITE,219
48113019012,65-69,API,28
48113019012,65-69,BLACK,4
48113019012,65-69,LATINO,3
48113019012,65-69,WHITE,168
48113019012,70-74,API,32
48113019012,70-74,BLACK,6
48113019012,70-74,LATINO,0
48113019012,70-74,WHITE,131
48113019012,75-79,API,6
48113019012,75-79,BLACK,0
48113019012,75-79,LATINO,0
48113019012,75-79,WHITE,118
48113019012,80-84,API,2
48113019012,80-84,BLACK,1
48113019012,80-84,LATINO,0
48113019012,80-84,WHITE,48
48113019013,50-54,API,130
48113019013,50-54,BLACK,9
48113019013,50-54,LATINO,85
48113019013,50-54,WHITE,28
48113019013,55-59,API,92
48113019013,55-59,BLACK,5
48113019013,55-59,LATINO,46
48113019013,55-59,WHITE,25
48113019013,60-64,API,86
48113019013,60-64,BLACK,6
48113019013,60-64,LATINO,40
48113019013,60-64,WHITE,18
48113019013,65-69,API,62
48113019013,65-69,BLACK,3
48113019013,65-69,LATINO,16
48113019013,65-69,WHITE,16
48113019013,70-74,API,46
48113019013,70-74,BLACK,2
48113019013,70-74,LATINO,9
48113019013,70-74,WHITE,9
48113019013,75-79,API,32
48113019013,75-79,BLACK,8
48113019013,75-79,LATINO,6
48113019013,75-79,WHITE,11
48113019013,80-84,API,8
48113019013,80-84,BLACK,2
48113019013,80-84,LATINO,1
48113019013,80-84,WHITE,7
48113019014,50-54,API,160
48113019014,50-54,BLACK,33
48113019014,50-54,LATINO,61
48113019014,50-54,WHITE,195
48113019014,55-59,API,106
48113019014,55-59,BLACK,11
48113019014,55-59,LATINO,36
48113019014,55-59,WHITE,162
48113019014,60-64,API,60
48113019014,60-64,BLACK,15
48113019014,60-64,LATINO,24
48113019014,60-64,WHITE,166
48113019014,65-69,API,56
48113019014,65-69,BLACK,7
48113019014,65-69,LATINO,14
48113019014,65-69,WHITE,125
48113019014,70-74,API,46
48113019014,70-74,BLACK,2
48113019014,70-74,LATINO,6
48113019014,70-74,WHITE,85
48113019014,75-79,API,10
48113019014,75-79,BLACK,3
48113019014,75-79,LATINO,8
48113019014,75-79,WHITE,77
48113019014,80-84,API,22
48113019014,80-84,BLACK,0
48113019014,80-84,LATINO,1
48113019014,80-84,WHITE,28
48113019016,50-54,API,24
48113019016,50-54,BLACK,25
48113019016,50-54,LATINO,14
48113019016,50-54,WHITE,91
48113019016,55-59,API,20
48113019016,55-59,BLACK,7
48113019016,55-59,LATINO,16
48113019016,55-59,WHITE,71
48113019016,60-64,API,18
48113019016,60-64,BLACK,2
48113019016,60-64,LATINO,10
48113019016,60-64,WHITE,64
48113019016,65-69,API,10
48113019016,65-69,BLACK,4
48113019016,65-69,LATINO,5
48113019016,65-69,WHITE,59
48113019016,70-74,API,2
48113019016,70-74,BLACK,0
48113019016,70-74,LATINO,2
48113019016,70-74,WHITE,60
48113019016,75-79,API,6
48113019016,75-79,BLACK,1
48113019016,75-79,LATINO,0
48113019016,75-79,WHITE,37
48113019016,80-84,API,4
48113019016,80-84,BLACK,0
48113019016,80-84,LATINO,2
48113019016,80-84,WHITE,14
48113019018,50-54,API,90
48113019018,50-54,BLACK,57
48113019018,50-54,LATINO,14
48113019018,50-54,WHITE,240
48113019018,55-59,API,64
48113019018,55-59,BLACK,24
48113019018,55-59,LATINO,12
48113019018,55-59,WHITE,183
48113019018,60-64,API,44
48113019018,60-64,BLACK,16
48113019018,60-64,LATINO,9
48113019018,60-64,WHITE,96
48113019018,65-69,API,20
48113019018,65-69,BLACK,8
48113019018,65-69,LATINO,4
48113019018,65-69,WHITE,63
48113019018,70-74,API,16
48113019018,70-74,BLACK,8
48113019018,70-74,LATINO,2
48113019018,70-74,WHITE,58
48113019018,75-79,API,12
48113019018,75-79,BLACK,4
48113019018,75-79,LATINO,1
48113019018,75-79,WHITE,38
48113019018,80-84,API,2
48113019018,80-84,BLACK,1
48113019018,80-84,LATINO,1
48113019018,80-84,WHITE,15
48113019019,50-54,API,158
48113019019,50-54,BLACK,62
48113019019,50-54,LATINO,19
48113019019,50-54,WHITE,156
48113019019,55-59,API,126
48113019019,55-59,BLACK,31
48113019019,55-59,LATINO,12
48113019019,55-59,WHITE,122
48113019019,60-64,API,86
48113019019,60-64,BLACK,7
48113019019,60-64,LATINO,7
48113019019,60-64,WHITE,61
48113019019,65-69,API,86
48113019019,65-69,BLACK,11
48113019019,65-69,LATINO,6
48113019019,65-69,WHITE,38
48113019019,70-74,API,88
48113019019,70-74,BLACK,3
48113019019,70-74,LATINO,3
48113019019,70-74,WHITE,30
48113019019,75-79,API,48
48113019019,75-79,BLACK,2
48113019019,75-79,LATINO,2
48113019019,75-79,WHITE,28
48113019019,80-84,API,16
48113019019,80-84,BLACK,0
48113019019,80-84,LATINO,1
48113019019,80-84,WHITE,12
48113019020,50-54,API,140
48113019020,50-54,BLACK,21
48113019020,50-54,LATINO,22
48113019020,50-54,WHITE,335
48113019020,55-59,API,86
48113019020,55-59,BLACK,7
48113019020,55-59,LATINO,8
48113019020,55-59,WHITE,244
48113019020,60-64,API,62
48113019020,60-64,BLACK,5
48113019020,60-64,LATINO,9
48113019020,60-64,WHITE,148
48113019020,65-69,API,34
48113019020,65-69,BLACK,2
48113019020,65-69,LATINO,4
48113019020,65-69,WHITE,92
48113019020,70-74,API,30
48113019020,70-74,BLACK,0
48113019020,70-74,LATINO,0
48113019020,70-74,WHITE,120
48113019020,75-79,API,16
48113019020,75-79,BLACK,0
48113019020,75-79,LATINO,2
48113019020,75-79,WHITE,75
48113019020,80-84,API,8
48113019020,80-84,BLACK,0
48113019020,80-84,LATINO,1
48113019020,80-84,WHITE,50
48113019021,50-54,API,130
48113019021,50-54,BLACK,23
48113019021,50-54,LATINO,40
48113019021,50-54,WHITE,406
48113019021,55-59,API,76
48113019021,55-59,BLACK,15
48113019021,55-59,LATINO,23
48113019021,55-59,WHITE,279
48113019021,60-64,API,40
48113019021,60-64,BLACK,15
48113019021,60-64,LATINO,12
48113019021,60-64,WHITE,170
48113019021,65-69,API,22
48113019021,65-69,BLACK,2
48113019021,65-69,LATINO,11
48113019021,65-69,WHITE,118
48113019021,70-74,API,22
48113019021,70-74,BLACK,3
48113019021,70-74,LATINO,13
48113019021,70-74,WHITE,77
48113019021,75-79,API,20
48113019021,75-79,BLACK,2
48113019021,75-79,LATINO,3
48113019021,75-79,WHITE,56
48113019021,80-84,API,10
48113019021,80-84,BLACK,1
48113019021,80-84,LATINO,0
48113019021,80-84,WHITE,46
48113019023,50-54,API,72
48113019023,50-54,BLACK,17
48113019023,50-54,LATINO,7
48113019023,50-54,WHITE,399
48113019023,55-59,API,30
48113019023,55-59,BLACK,10
48113019023,55-59,LATINO,9
48113019023,55-59,WHITE,339
48113019023,60-64,API,26
48113019023,60-64,BLACK,3
48113019023,60-64,LATINO,5
48113019023,60-64,WHITE,182
48113019023,65-69,API,34
48113019023,65-69,BLACK,0
48113019023,65-69,LATINO,3
48113019023,65-69,WHITE,123
48113019023,70-74,API,14
48113019023,70-74,BLACK,0
48113019023,70-74,LATINO,4
48113019023,70-74,WHITE,88
48113019023,75-79,API,12
48113019023,75-79,BLACK,0
48113019023,75-79,LATINO,2
48113019023,75-79,WHITE,78
48113019023,80-84,API,4
48113019023,80-84,BLACK,1
48113019023,80-84,LATINO,1
48113019023,80-84,WHITE,43
48113019024,50-54,API,134
48113019024,50-54,BLACK,47
48113019024,50-54,LATINO,19
48113019024,50-54,WHITE,291
48113019024,55-59,API,90
48113019024,55-59,BLACK,11
48113019024,55-59,LATINO,10
48113019024,55-59,WHITE,239
48113019024,60-64,API,60
48113019024,60-64,BLACK,7
48113019024,60-64,LATINO,6
48113019024,60-64,WHITE,120
48113019024,65-69,API,32
48113019024,65-69,BLACK,9
48113019024,65-69,LATINO,4
48113019024,65-69,WHITE,88
48113019024,70-74,API,22
48113019024,70-74,BLACK,5
48113019024,70-74,LATINO,3
48113019024,70-74,WHITE,55
48113019024,75-79,API,18
48113019024,75-79,BLACK,4
48113019024,75-79,LATINO,3
48113019024,75-79,WHITE,43
48113019024,80-84,API,16
48113019024,80-84,BLACK,1
48113019024,80-84,LATINO,1
48113019024,80-84,WHITE,24
48113019025,50-54,API,110
48113019025,50-54,BLACK,45
48113019025,50-54,LATINO,12
48113019025,50-54,WHITE,318
48113019025,55-59,API,60
48113019025,55-59,BLACK,15
48113019025,55-59,LATINO,9
48113019025,55-59,WHITE,192
48113019025,60-64,API,42
48113019025,60-64,BLACK,6
48113019025,60-64,LATINO,6
48113019025,60-64,WHITE,110
48113019025,65-69,API,28
48113019025,65-69,BLACK,9
48113019025,65-69,LATINO,1
48113019025,65-69,WHITE,58
48113019025,70-74,API,14
48113019025,70-74,BLACK,2
48113019025,70-74,LATINO,3
48113019025,70-74,WHITE,33
48113019025,75-79,API,8
48113019025,75-79,BLACK,1
48113019025,75-79,LATINO,2
48113019025,75-79,WHITE,26
48113019025,80-84,API,0
48113019025,80-84,BLACK,1
48113019025,80-84,LATINO,1
48113019025,80-84,WHITE,12
48113019026,50-54,API,52
48113019026,50-54,BLACK,36
48113019026,50-54,LATINO,15
48113019026,50-54,WHITE,371
48113019026,55-59,API,54
48113019026,55-59,BLACK,10
48113019026,55-59,LATINO,18
48113019026,55-59,WHITE,295
48113019026,60-64,API,32
48113019026,60-64,BLACK,4
48113019026,60-64,LATINO,13
48113019026,60-64,WHITE,215
48113019026,65-69,API,32
48113019026,65-69,BLACK,0
48113019026,65-69,LATINO,9
48113019026,65-69,WHITE,167
48113019026,70-74,API,8
48113019026,70-74,BLACK,1
48113019026,70-74,LATINO,1
48113019026,70-74,WHITE,105
48113019026,75-79,API,10
48113019026,75-79,BLACK,5
48113019026,75-79,LATINO,2
48113019026,75-79,WHITE,85
