GEOID,Age,Race,pop
48141010101,50-54,BLACK,6
48141010101,50-54,LATINO,4
48141010101,50-54,WHITE,7
48141010101,55-59,API,0
48141010101,55-59,BLACK,2
48141010101,55-59,LATINO,8
48141010101,55-59,WHITE,7
48141010101,60-64,API,0
48141010101,60-64,BLACK,1
48141010101,60-64,LATINO,3
48141010101,60-64,WHITE,0
48141010101,65-69,API,0
48141010101,65-69,BLACK,3
48141010101,65-69,LATINO,0
48141010101,65-69,WHITE,0
48141010101,70-74,API,0
48141010101,70-74,BLACK,1
48141010101,70-74,LATINO,0
48141010101,70-74,WHITE,0
48141010101,75-79,API,0
48141010101,75-79,BLACK,0
48141010101,75-79,LATINO,0
48141010101,75-79,WHITE,1
48141010101,80-84,API,0
48141010101,80-84,BLACK,0
48141010101,80-84,LATINO,0
48141010101,80-84,WHITE,0
48141010102,50-54,API,2
48141010102,50-54,BLACK,0
48141010102,50-54,LATINO,0
48141010102,50-54,WHITE,0
48141010102,55-59,API,0
48141010102,55-59,BLACK,0
48141010102,55-59,LATINO,2
48141010102,55-59,WHITE,2
48141010102,60-64,API,0
48141010102,60-64,BLACK,1
48141010102,60-64,LATINO,0
48141010102,60-64,WHITE,1
48141010102,65-69,API,0
48141010102,65-69,BLACK,0
48141010102,65-69,LATINO,0
48141010102,65-69,WHITE,0
48141010102,70-74,API,0
48141010102,70-74,BLACK,0
48141010102,70-74,LATINO,0
48141010102,70-74,WHITE,0
48141010102,75-79,API,0
48141010102,75-79,BLACK,0
48141010102,75-79,LATINO,0
48141010102,75-79,WHITE,0
48141010102,80-84,API,0
48141010102,80-84,BLACK,0
48141010102,80-84,LATINO,0
48141010102,80-84,WHITE,0
48141010103,50-54,API,2
48141010103,50-54,BLACK,2
48141010103,50-54,LATINO,3
48141010103,50-54,WHITE,17
48141010103,55-59,API,0
48141010103,55-59,BLACK,0
48141010103,55-59,LATINO,0
48141010103,55-59,WHITE,3
48141010103,60-64,API,0
48141010103,60-64,BLACK,0
48141010103,60-64,LATINO,0
48141010103,60-64,WHITE,3
48141010103,65-69,API,0
48141010103,65-69,BLACK,0
48141010103,65-69,LATINO,0
48141010103,65-69,WHITE,0
48141010103,70-74,API,0
48141010103,70-74,BLACK,0
48141010103,70-74,LATINO,0
48141010103,70-74,WHITE,1
48141010103,75-79,API,0
48141010103,75-79,BLACK,0
48141010103,75-79,LATINO,0
48141010103,75-79,WHITE,1
48141010103,80-84,API,0
48141010103,80-84,BLACK,0
48141010103,80-84,LATINO,0
48141010103,80-84,WHITE,1
48141010203,50-54,API,2
48141010203,50-54,BLACK,9
48141010203,50-54,LATINO,136
48141010203,50-54,WHITE,36
48141010203,55-59,API,0
48141010203,55-59,BLACK,4
48141010203,55-59,LATINO,95
48141010203,55-59,WHITE,26
48141010203,60-64,API,2
48141010203,60-64,BLACK,2
48141010203,60-64,LATINO,76
48141010203,60-64,WHITE,30
48141010203,65-69,API,0
48141010203,65-69,BLACK,1
48141010203,65-69,LATINO,51
48141010203,65-69,WHITE,27
48141010203,70-74,API,0
48141010203,70-74,BLACK,0
48141010203,70-74,LATINO,55
48141010203,70-74,WHITE,18
48141010203,75-79,API,0
48141010203,75-79,BLACK,1
48141010203,75-79,LATINO,32
48141010203,75-79,WHITE,10
48141010203,80-84,API,0
48141010203,80-84,BLACK,1
48141010203,80-84,LATINO,20
48141010203,80-84,WHITE,6
48141010204,50-54,API,6
48141010204,50-54,BLACK,1
48141010204,50-54,LATINO,153
48141010204,50-54,WHITE,211
48141010204,55-59,API,6
48141010204,55-59,BLACK,0
48141010204,55-59,LATINO,85
48141010204,55-59,WHITE,147
48141010204,60-64,API,0
48141010204,60-64,BLACK,1
48141010204,60-64,LATINO,70
48141010204,60-64,WHITE,119
48141010204,65-69,API,2
48141010204,65-69,BLACK,0
48141010204,65-69,LATINO,56
48141010204,65-69,WHITE,71
48141010204,70-74,API,0
48141010204,70-74,BLACK,0
48141010204,70-74,LATINO,47
48141010204,70-74,WHITE,57
48141010204,75-79,API,0
48141010204,75-79,BLACK,0
48141010204,75-79,LATINO,24
48141010204,75-79,WHITE,38
48141010204,80-84,API,0
48141010204,80-84,BLACK,0
48141010204,80-84,LATINO,11
48141010204,80-84,WHITE,24
48141010206,50-54,API,60
48141010206,50-54,BLACK,45
48141010206,50-54,LATINO,115
48141010206,50-54,WHITE,175
48141010206,55-59,API,38
48141010206,55-59,BLACK,23
48141010206,55-59,LATINO,42
48141010206,55-59,WHITE,67
48141010206,60-64,API,12
48141010206,60-64,BLACK,17
48141010206,60-64,LATINO,29
48141010206,60-64,WHITE,57
48141010206,65-69,API,12
48141010206,65-69,BLACK,6
48141010206,65-69,LATINO,30
48141010206,65-69,WHITE,35
48141010206,70-74,API,4
48141010206,70-74,BLACK,3
48141010206,70-74,LATINO,20
48141010206,70-74,WHITE,18
48141010206,75-79,API,4
48141010206,75-79,BLACK,0
48141010206,75-79,LATINO,11
48141010206,75-79,WHITE,13
48141010206,80-84,API,2
48141010206,80-84,BLACK,0
48141010206,80-84,LATINO,12
48141010206,80-84,WHITE,6
48141010207,50-54,API,10
48141010207,50-54,BLACK,5
48141010207,50-54,LATINO,32
48141010207,50-54,WHITE,45
48141010207,55-59,API,4
48141010207,55-59,BLACK,2
48141010207,55-59,LATINO,22
48141010207,55-59,WHITE,32
48141010207,60-64,API,0
48141010207,60-64,BLACK,0
48141010207,60-64,LATINO,11
48141010207,60-64,WHITE,24
48141010207,65-69,API,2
48141010207,65-69,BLACK,1
48141010207,65-69,LATINO,17
48141010207,65-69,WHITE,22
48141010207,70-74,API,2
48141010207,70-74,BLACK,0
48141010207,70-74,LATINO,7
48141010207,70-74,WHITE,26
48141010207,75-79,API,0
48141010207,75-79,BLACK,0
48141010207,75-79,LATINO,7
48141010207,75-79,WHITE,13
48141010207,80-84,API,0
48141010207,80-84,BLACK,0
48141010207,80-84,LATINO,2
48141010207,80-84,WHITE,3
48141010208,50-54,API,2
48141010208,50-54,BLACK,1
48141010208,50-54,LATINO,456
48141010208,50-54,WHITE,72
48141010208,55-59,API,0
48141010208,55-59,BLACK,2
48141010208,55-59,LATINO,302
48141010208,55-59,WHITE,70
48141010208,60-64,API,2
48141010208,60-64,BLACK,1
48141010208,60-64,LATINO,251
48141010208,60-64,WHITE,57
48141010208,65-69,API,2
48141010208,65-69,BLACK,2
48141010208,65-69,LATINO,192
48141010208,65-69,WHITE,48
48141010208,70-74,API,2
48141010208,70-74,BLACK,1
48141010208,70-74,LATINO,174
48141010208,70-74,WHITE,57
48141010208,75-79,API,0
48141010208,75-79,BLACK,0
48141010208,75-79,LATINO,92
48141010208,75-79,WHITE,31
48141010208,80-84,API,0
48141010208,80-84,BLACK,0
48141010208,80-84,LATINO,52
48141010208,80-84,WHITE,18
48141010209,50-54,API,52
48141010209,50-54,BLACK,17
48141010209,50-54,LATINO,389
48141010209,50-54,WHITE,400
48141010209,55-59,API,20
48141010209,55-59,BLACK,3
48141010209,55-59,LATINO,272
48141010209,55-59,WHITE,265
48141010209,60-64,API,18
48141010209,60-64,BLACK,6
48141010209,60-64,LATINO,242
48141010209,60-64,WHITE,180
48141010209,65-69,API,14
48141010209,65-69,BLACK,2
48141010209,65-69,LATINO,184
48141010209,65-69,WHITE,147
48141010209,70-74,API,8
48141010209,70-74,BLACK,4
48141010209,70-74,LATINO,162
48141010209,70-74,WHITE,115
48141010209,75-79,API,6
48141010209,75-79,BLACK,0
48141010209,75-79,LATINO,91
48141010209,75-79,WHITE,104
48141010209,80-84,API,6
48141010209,80-84,BLACK,0
48141010209,80-84,LATINO,37
48141010209,80-84,WHITE,66
48141010303,50-54,API,8
48141010303,50-54,BLACK,5
48141010303,50-54,LATINO,169
48141010303,50-54,WHITE,84
48141010303,55-59,API,2
48141010303,55-59,BLACK,8
48141010303,55-59,LATINO,94
48141010303,55-59,WHITE,75
48141010303,60-64,API,8
48141010303,60-64,BLACK,11
48141010303,60-64,LATINO,70
48141010303,60-64,WHITE,54
48141010303,65-69,API,14
48141010303,65-69,BLACK,4
48141010303,65-69,LATINO,47
48141010303,65-69,WHITE,40
48141010303,70-74,API,2
48141010303,70-74,BLACK,1
48141010303,70-74,LATINO,45
48141010303,70-74,WHITE,19
48141010303,75-79,API,2
48141010303,75-79,BLACK,4
48141010303,75-79,LATINO,32
48141010303,75-79,WHITE,31
48141010303,80-84,API,2
48141010303,80-84,BLACK,2
48141010303,80-84,LATINO,16
48141010303,80-84,WHITE,14
48141010307,50-54,API,2
48141010307,50-54,BLACK,17
48141010307,50-54,LATINO,346
48141010307,50-54,WHITE,145
48141010307,55-59,API,8
48141010307,55-59,BLACK,18
48141010307,55-59,LATINO,213
48141010307,55-59,WHITE,77
48141010307,60-64,API,12
48141010307,60-64,BLACK,14
48141010307,60-64,LATINO,146
48141010307,60-64,WHITE,69
48141010307,65-69,API,8
48141010307,65-69,BLACK,13
48141010307,65-69,LATINO,131
48141010307,65-69,WHITE,52
48141010307,70-74,API,6
48141010307,70-74,BLACK,5
48141010307,70-74,LATINO,110
48141010307,70-74,WHITE,53
48141010307,75-79,API,2
48141010307,75-79,BLACK,2
48141010307,75-79,LATINO,55
48141010307,75-79,WHITE,26
48141010307,80-84,API,4
48141010307,80-84,BLACK,0
48141010307,80-84,LATINO,30
48141010307,80-84,WHITE,15
48141010309,50-54,API,2
48141010309,50-54,BLACK,4
48141010309,50-54,LATINO,220
48141010309,50-54,WHITE,42
48141010309,55-59,API,2
48141010309,55-59,BLACK,4
48141010309,55-59,LATINO,137
48141010309,55-59,WHITE,36
48141010309,60-64,API,0
48141010309,60-64,BLACK,1
48141010309,60-64,LATINO,80
48141010309,60-64,WHITE,18
48141010309,65-69,API,0
48141010309,65-69,BLACK,0
48141010309,65-69,LATINO,54
48141010309,65-69,WHITE,22
48141010309,70-74,API,0
48141010309,70-74,BLACK,2
48141010309,70-74,LATINO,58
48141010309,70-74,WHITE,9
48141010309,75-79,API,0
48141010309,75-79,BLACK,1
48141010309,75-79,LATINO,30
48141010309,75-79,WHITE,13
48141010309,80-84,API,0
48141010309,80-84,BLACK,1
48141010309,80-84,LATINO,13
48141010309,80-84,WHITE,8
48141010310,50-54,API,0
48141010310,50-54,BLACK,3
48141010310,50-54,LATINO,338
48141010310,50-54,WHITE,38
48141010310,55-59,API,0
48141010310,55-59,BLACK,2
48141010310,55-59,LATINO,249
48141010310,55-59,WHITE,33
48141010310,60-64,API,0
48141010310,60-64,BLACK,2
48141010310,60-64,LATINO,223
48141010310,60-64,WHITE,15
48141010310,65-69,API,2
48141010310,65-69,BLACK,1
48141010310,65-69,LATINO,210
48141010310,65-69,WHITE,34
48141010310,70-74,API,0
48141010310,70-74,BLACK,0
48141010310,70-74,LATINO,141
48141010310,70-74,WHITE,25
48141010310,75-79,API,0
48141010310,75-79,BLACK,0
48141010310,75-79,LATINO,91
48141010310,75-79,WHITE,16
48141010310,80-84,API,0
48141010310,80-84,BLACK,0
48141010310,80-84,LATINO,35
48141010310,80-84,WHITE,7
48141010311,50-54,API,10
48141010311,50-54,BLACK,14
48141010311,50-54,LATINO,187
48141010311,50-54,WHITE,87
48141010311,55-59,API,14
48141010311,55-59,BLACK,11
48141010311,55-59,LATINO,125
48141010311,55-59,WHITE,59
48141010311,60-64,API,4
48141010311,60-64,BLACK,6
48141010311,60-64,LATINO,74
48141010311,60-64,WHITE,53
48141010311,65-69,API,0
48141010311,65-69,BLACK,9
48141010311,65-69,LATINO,58
48141010311,65-69,WHITE,30
48141010311,70-74,API,2
48141010311,70-74,BLACK,1
48141010311,70-74,LATINO,50
48141010311,70-74,WHITE,25
48141010311,75-79,API,2
48141010311,75-79,BLACK,2
48141010311,75-79,LATINO,36
48141010311,75-79,WHITE,19
48141010311,80-84,API,0
48141010311,80-84,BLACK,0
48141010311,80-84,LATINO,14
48141010311,80-84,WHITE,8
48141010312,50-54,API,24
48141010312,50-54,BLACK,11
48141010312,50-54,LATINO,195
48141010312,50-54,WHITE,120
48141010312,55-59,API,8
48141010312,55-59,BLACK,11
48141010312,55-59,LATINO,96
48141010312,55-59,WHITE,71
48141010312,60-64,API,2
48141010312,60-64,BLACK,13
48141010312,60-64,LATINO,86
48141010312,60-64,WHITE,41
48141010312,65-69,API,2
48141010312,65-69,BLACK,2
48141010312,65-69,LATINO,38
48141010312,65-69,WHITE,30
48141010312,70-74,API,0
48141010312,70-74,BLACK,4
48141010312,70-74,LATINO,44
48141010312,70-74,WHITE,22
48141010312,75-79,API,0
48141010312,75-79,BLACK,0
48141010312,75-79,LATINO,29
48141010312,75-79,WHITE,26
48141010312,80-84,API,0
48141010312,80-84,BLACK,1
48141010312,80-84,LATINO,15
48141010312,80-84,WHITE,10
48141010313,50-54,API,4
48141010313,50-54,BLACK,11
48141010313,50-54,LATINO,318
48141010313,50-54,WHITE,54
48141010313,55-59,API,0
48141010313,55-59,BLACK,2
48141010313,55-59,LATINO,173
48141010313,55-59,WHITE,37
48141010313,60-64,API,2
48141010313,60-64,BLACK,2
48141010313,60-64,LATINO,131
48141010313,60-64,WHITE,17
48141010313,65-69,API,0
48141010313,65-69,BLACK,2
48141010313,65-69,LATINO,136
48141010313,65-69,WHITE,17
48141010313,70-74,API,2
48141010313,70-74,BLACK,1
48141010313,70-74,LATINO,90
48141010313,70-74,WHITE,17
48141010313,75-79,API,0
48141010313,75-79,BLACK,0
48141010313,75-79,LATINO,48
48141010313,75-79,WHITE,9
48141010313,80-84,API,0
48141010313,80-84,BLACK,1
48141010313,80-84,LATINO,19
48141010313,80-84,WHITE,7
48141010314,50-54,API,38
48141010314,50-54,BLACK,15
48141010314,50-54,LATINO,406
48141010314,50-54,WHITE,175
48141010314,55-59,API,12
48141010314,55-59,BLACK,11
48141010314,55-59,LATINO,186
48141010314,55-59,WHITE,107
48141010314,60-64,API,2
48141010314,60-64,BLACK,7
48141010314,60-64,LATINO,148
48141010314,60-64,WHITE,75
48141010314,65-69,API,10
48141010314,65-69,BLACK,9
48141010314,65-69,LATINO,144
48141010314,65-69,WHITE,47
48141010314,70-74,API,0
48141010314,70-74,BLACK,3
48141010314,70-74,LATINO,96
48141010314,70-74,WHITE,31
48141010314,75-79,API,2
48141010314,75-79,BLACK,2
48141010314,75-79,LATINO,68
48141010314,75-79,WHITE,62
48141010314,80-84,API,4
48141010314,80-84,BLACK,4
48141010314,80-84,LATINO,18
48141010314,80-84,WHITE,70
48141010315,50-54,API,0
48141010315,50-54,BLACK,1
48141010315,50-54,LATINO,36
48141010315,50-54,WHITE,22
48141010315,55-59,API,0
48141010315,55-59,BLACK,0
48141010315,55-59,LATINO,19
48141010315,55-59,WHITE,10
48141010315,60-64,API,0
48141010315,60-64,BLACK,0
48141010315,60-64,LATINO,17
48141010315,60-64,WHITE,11
48141010315,65-69,API,2
48141010315,65-69,BLACK,0
48141010315,65-69,LATINO,14
48141010315,65-69,WHITE,10
48141010315,70-74,API,0
48141010315,70-74,BLACK,0
48141010315,70-74,LATINO,14
48141010315,70-74,WHITE,9
48141010315,75-79,API,2
48141010315,75-79,BLACK,0
48141010315,75-79,LATINO,4
48141010315,75-79,WHITE,1
48141010315,80-84,API,0
48141010315,80-84,BLACK,0
48141010315,80-84,LATINO,1
48141010315,80-84,WHITE,1
48141010316,50-54,API,12
48141010316,50-54,BLACK,9
48141010316,50-54,LATINO,242
48141010316,50-54,WHITE,81
48141010316,55-59,API,10
48141010316,55-59,BLACK,14
48141010316,55-59,LATINO,108
48141010316,55-59,WHITE,53
48141010316,60-64,API,4
48141010316,60-64,BLACK,8
48141010316,60-64,LATINO,70
48141010316,60-64,WHITE,37
48141010316,65-69,API,2
48141010316,65-69,BLACK,6
48141010316,65-69,LATINO,63
48141010316,65-69,WHITE,46
48141010316,70-74,API,0
48141010316,70-74,BLACK,1
48141010316,70-74,LATINO,44
48141010316,70-74,WHITE,33
48141010316,75-79,API,0
48141010316,75-79,BLACK,2
48141010316,75-79,LATINO,25
48141010316,75-79,WHITE,16
48141010316,80-84,API,0
48141010316,80-84,BLACK,1
48141010316,80-84,LATINO,13
48141010316,80-84,WHITE,15
48141010317,50-54,API,6
48141010317,50-54,BLACK,10
48141010317,50-54,LATINO,221
48141010317,50-54,WHITE,54
48141010317,55-59,API,2
48141010317,55-59,BLACK,9
48141010317,55-59,LATINO,110
48141010317,55-59,WHITE,57
48141010317,60-64,API,8
48141010317,60-64,BLACK,3
48141010317,60-64,LATINO,66
48141010317,60-64,WHITE,35
48141010317,65-69,API,4
48141010317,65-69,BLACK,4
48141010317,65-69,LATINO,58
48141010317,65-69,WHITE,29
48141010317,70-74,API,2
48141010317,70-74,BLACK,2
48141010317,70-74,LATINO,54
48141010317,70-74,WHITE,14
48141010317,75-79,API,2
48141010317,75-79,BLACK,3
48141010317,75-79,LATINO,38
48141010317,75-79,WHITE,8
48141010317,80-84,API,0
48141010317,80-84,BLACK,0
48141010317,80-84,LATINO,15
48141010317,80-84,WHITE,3
48141010318,50-54,API,0
48141010318,50-54,BLACK,15
48141010318,50-54,LATINO,235
48141010318,50-54,WHITE,96
48141010318,55-59,API,0
48141010318,55-59,BLACK,0
48141010318,55-59,LATINO,95
48141010318,55-59,WHITE,77
48141010318,60-64,API,4
48141010318,60-64,BLACK,6
48141010318,60-64,LATINO,119
48141010318,60-64,WHITE,66
48141010318,65-69,API,0
48141010318,65-69,BLACK,1
48141010318,65-69,LATINO,76
48141010318,65-69,WHITE,46
48141010318,70-74,API,4
48141010318,70-74,BLACK,2
48141010318,70-74,LATINO,52
48141010318,70-74,WHITE,30
48141010318,75-79,API,0
48141010318,75-79,BLACK,0
48141010318,75-79,LATINO,28
48141010318,75-79,WHITE,11
48141010318,80-84,API,0
48141010318,80-84,BLACK,1
48141010318,80-84,LATINO,10
48141010318,80-84,WHITE,18
48141010319,50-54,API,0
48141010319,50-54,BLACK,1
48141010319,50-54,LATINO,24
48141010319,50-54,WHITE,8
48141010319,55-59,API,0
48141010319,55-59,BLACK,2
48141010319,55-59,LATINO,16
48141010319,55-59,WHITE,6
48141010319,60-64,API,0
48141010319,60-64,BLACK,1
48141010319,60-64,LATINO,15
48141010319,60-64,WHITE,11
48141010319,65-69,API,0
48141010319,65-69,BLACK,0
48141010319,65-69,LATINO,13
48141010319,65-69,WHITE,4
48141010319,70-74,API,0
48141010319,70-74,BLACK,0
48141010319,70-74,LATINO,11
48141010319,70-74,WHITE,5
48141010319,75-79,API,0
48141010319,75-79,BLACK,0
48141010319,75-79,LATINO,6
48141010319,75-79,WHITE,2
48141010319,80-84,API,0
48141010319,80-84,BLACK,0
48141010319,80-84,LATINO,2
48141010319,80-84,WHITE,2
48141010320,50-54,API,4
48141010320,50-54,BLACK,7
48141010320,50-54,LATINO,563
48141010320,50-54,WHITE,145
48141010320,55-59,API,10
48141010320,55-59,BLACK,5
48141010320,55-59,LATINO,330
48141010320,55-59,WHITE,109
48141010320,60-64,API,2
48141010320,60-64,BLACK,2
48141010320,60-64,LATINO,216
48141010320,60-64,WHITE,124
48141010320,65-69,API,2
48141010320,65-69,BLACK,3
48141010320,65-69,LATINO,215
48141010320,65-69,WHITE,97
48141010320,70-74,API,4
48141010320,70-74,BLACK,5
48141010320,70-74,LATINO,156
48141010320,70-74,WHITE,93
48141010320,75-79,API,4
48141010320,75-79,BLACK,2
48141010320,75-79,LATINO,80
48141010320,75-79,WHITE,68
48141010320,80-84,API,0
48141010320,80-84,BLACK,0
48141010320,80-84,LATINO,45
48141010320,80-84,WHITE,35
48141010321,50-54,API,4
48141010321,50-54,BLACK,12
48141010321,50-54,LATINO,278
48141010321,50-54,WHITE,45
48141010321,55-59,API,2
48141010321,55-59,BLACK,3
48141010321,55-59,LATINO,180
48141010321,55-59,WHITE,41
48141010321,60-64,API,2
48141010321,60-64,BLACK,3
48141010321,60-64,LATINO,135
48141010321,60-64,WHITE,19
48141010321,65-69,API,2
48141010321,65-69,BLACK,1
48141010321,65-69,LATINO,86
48141010321,65-69,WHITE,14
48141010321,70-74,API,2
48141010321,70-74,BLACK,0
48141010321,70-74,LATINO,58
48141010321,70-74,WHITE,11
48141010321,75-79,API,0
48141010321,75-79,BLACK,0
48141010321,75-79,LATINO,41
48141010321,75-79,WHITE,8
48141010321,80-84,API,0
48141010321,80-84,BLACK,1
48141010321,80-84,LATINO,31
48141010321,80-84,WHITE,4
48141010401,50-54,API,0
48141010401,50-54,BLACK,1
48141010401,50-54,LATINO,330
48141010401,50-54,WHITE,2
48141010401,55-59,API,0
48141010401,55-59,BLACK,2
48141010401,55-59,LATINO,243
48141010401,55-59,WHITE,11
48141010401,60-64,API,2
48141010401,60-64,BLACK,0
48141010401,60-64,LATINO,201
48141010401,60-64,WHITE,1
48141010401,65-69,API,2
48141010401,65-69,BLACK,1
48141010401,65-69,LATINO,157
48141010401,65-69,WHITE,2
48141010401,70-74,API,0
48141010401,70-74,BLACK,0
48141010401,70-74,LATINO,92
48141010401,70-74,WHITE,1
48141010401,75-79,API,0
48141010401,75-79,BLACK,0
48141010401,75-79,LATINO,61
48141010401,75-79,WHITE,2
48141010401,80-84,API,0
48141010401,80-84,BLACK,0
48141010401,80-84,LATINO,49
48141010401,80-84,WHITE,0
48141010402,50-54,API,0
48141010402,50-54,BLACK,0
48141010402,50-54,LATINO,310
48141010402,50-54,WHITE,5
48141010402,55-59,API,0
48141010402,55-59,BLACK,0
48141010402,55-59,LATINO,212
48141010402,55-59,WHITE,9
48141010402,60-64,API,0
48141010402,60-64,BLACK,3
48141010402,60-64,LATINO,186
48141010402,60-64,WHITE,10
48141010402,65-69,API,0
48141010402,65-69,BLACK,1
48141010402,65-69,LATINO,148
48141010402,65-69,WHITE,15
48141010402,70-74,API,0
48141010402,70-74,BLACK,1
48141010402,70-74,LATINO,94
48141010402,70-74,WHITE,10
48141010402,75-79,API,0
48141010402,75-79,BLACK,1
48141010402,75-79,LATINO,78
48141010402,75-79,WHITE,4
48141010402,80-84,API,0
48141010402,80-84,BLACK,0
48141010402,80-84,LATINO,31
48141010402,80-84,WHITE,2
48141010403,50-54,API,0
48141010403,50-54,BLACK,2
48141010403,50-54,LATINO,601
48141010403,50-54,WHITE,15
48141010403,55-59,API,0
48141010403,55-59,BLACK,1
48141010403,55-59,LATINO,410
48141010403,55-59,WHITE,8
48141010403,60-64,API,0
48141010403,60-64,BLACK,3
48141010403,60-64,LATINO,308
48141010403,60-64,WHITE,7
48141010403,65-69,API,0
48141010403,65-69,BLACK,0
48141010403,65-69,LATINO,245
48141010403,65-69,WHITE,4
48141010403,70-74,API,0
48141010403,70-74,BLACK,0
48141010403,70-74,LATINO,205
48141010403,70-74,WHITE,2
48141010403,75-79,API,0
48141010403,75-79,BLACK,0
48141010403,75-79,LATINO,126
48141010403,75-79,WHITE,2
48141010403,80-84,API,0
48141010403,80-84,BLACK,1
48141010403,80-84,LATINO,63
48141010403,80-84,WHITE,1
48141010404,50-54,API,0
48141010404,50-54,BLACK,1
48141010404,50-54,LATINO,193
48141010404,50-54,WHITE,30
48141010404,55-59,API,0
48141010404,55-59,BLACK,1
48141010404,55-59,LATINO,152
48141010404,55-59,WHITE,25
48141010404,60-64,API,0
48141010404,60-64,BLACK,0
48141010404,60-64,LATINO,117
48141010404,60-64,WHITE,16
48141010404,65-69,API,0
48141010404,65-69,BLACK,0
48141010404,65-69,LATINO,83
48141010404,65-69,WHITE,14
48141010404,70-74,API,4
48141010404,70-74,BLACK,0
48141010404,70-74,LATINO,51
48141010404,70-74,WHITE,7
48141010404,75-79,API,0
48141010404,75-79,BLACK,0
48141010404,75-79,LATINO,42
48141010404,75-79,WHITE,7
48141010404,80-84,API,0
48141010404,80-84,BLACK,0
48141010404,80-84,LATINO,17
48141010404,80-84,WHITE,3
48141010501,50-54,API,0
48141010501,50-54,BLACK,1
48141010501,50-54,LATINO,153
48141010501,50-54,WHITE,16
48141010501,55-59,API,0
48141010501,55-59,BLACK,0
48141010501,55-59,LATINO,119
48141010501,55-59,WHITE,18
48141010501,60-64,API,0
48141010501,60-64,BLACK,0
48141010501,60-64,LATINO,82
48141010501,60-64,WHITE,22
48141010501,65-69,API,0
48141010501,65-69,BLACK,0
48141010501,65-69,LATINO,73
48141010501,65-69,WHITE,13
48141010501,70-74,API,0
48141010501,70-74,BLACK,1
48141010501,70-74,LATINO,55
48141010501,70-74,WHITE,13
48141010501,75-79,API,0
48141010501,75-79,BLACK,1
48141010501,75-79,LATINO,37
48141010501,75-79,WHITE,5
48141010501,80-84,API,0
48141010501,80-84,BLACK,0
48141010501,80-84,LATINO,15
48141010501,80-84,WHITE,3
48141010502,50-54,API,0
48141010502,50-54,BLACK,0
48141010502,50-54,LATINO,113
48141010502,50-54,WHITE,25
48141010502,55-59,API,0
48141010502,55-59,BLACK,0
48141010502,55-59,LATINO,85
48141010502,55-59,WHITE,20
48141010502,60-64,API,0
48141010502,60-64,BLACK,1
48141010502,60-64,LATINO,73
48141010502,60-64,WHITE,13
48141010502,65-69,API,0
48141010502,65-69,BLACK,1
48141010502,65-69,LATINO,74
48141010502,65-69,WHITE,13
48141010502,70-74,API,0
48141010502,70-74,BLACK,3
48141010502,70-74,LATINO,51
48141010502,70-74,WHITE,8
48141010502,75-79,API,0
48141010502,75-79,BLACK,0
48141010502,75-79,LATINO,40
48141010502,75-79,WHITE,2
48141010502,80-84,API,0
48141010502,80-84,BLACK,2
48141010502,80-84,LATINO,15
48141010502,80-84,WHITE,10
48141010503,50-54,API,0
48141010503,50-54,BLACK,7
48141010503,50-54,LATINO,283
48141010503,50-54,WHITE,21
48141010503,55-59,API,0
48141010503,55-59,BLACK,0
48141010503,55-59,LATINO,209
48141010503,55-59,WHITE,18
48141010503,60-64,API,0
48141010503,60-64,BLACK,1
48141010503,60-64,LATINO,167
48141010503,60-64,WHITE,19
48141010503,65-69,API,0
48141010503,65-69,BLACK,0
48141010503,65-69,LATINO,166
48141010503,65-69,WHITE,18
48141010503,70-74,API,2
48141010503,70-74,BLACK,0
48141010503,70-74,LATINO,137
48141010503,70-74,WHITE,25
48141010503,75-79,API,0
48141010503,75-79,BLACK,1
48141010503,75-79,LATINO,77
48141010503,75-79,WHITE,11
48141010503,80-84,API,0
48141010503,80-84,BLACK,0
48141010503,80-84,LATINO,35
48141010503,80-84,WHITE,8
48141010504,50-54,API,0
48141010504,50-54,BLACK,0
48141010504,50-54,LATINO,83
48141010504,50-54,WHITE,9
48141010504,55-59,API,0
48141010504,55-59,BLACK,0
48141010504,55-59,LATINO,47
48141010504,55-59,WHITE,4
48141010504,60-64,API,0
48141010504,60-64,BLACK,0
48141010504,60-64,LATINO,36
48141010504,60-64,WHITE,9
48141010504,65-69,API,0
48141010504,65-69,BLACK,0
48141010504,65-69,LATINO,31
48141010504,65-69,WHITE,3
48141010504,70-74,API,0
48141010504,70-74,BLACK,0
48141010504,70-74,LATINO,22
48141010504,70-74,WHITE,6
48141010504,75-79,API,0
48141010504,75-79,BLACK,1
48141010504,75-79,LATINO,23
48141010504,75-79,WHITE,2
48141010504,80-84,API,0
48141010504,80-84,BLACK,0
48141010504,80-84,LATINO,5
48141010504,80-84,WHITE,2
48143950100,50-54,API,0
48143950100,50-54,BLACK,0
48143950100,50-54,LATINO,4
48143950100,50-54,WHITE,177
48143950100,55-59,API,0
48143950100,55-59,BLACK,0
48143950100,55-59,LATINO,4
48143950100,55-59,WHITE,153
48143950100,60-64,API,2
48143950100,60-64,BLACK,0
48143950100,60-64,LATINO,3
48143950100,60-64,WHITE,108
48143950100,65-69,API,0
48143950100,65-69,BLACK,0
48143950100,65-69,LATINO,1
48143950100,65-69,WHITE,122
48143950100,70-74,API,0
48143950100,70-74,BLACK,1
48143950100,70-74,LATINO,1
48143950100,70-74,WHITE,83
48143950100,75-79,API,0
48143950100,75-79,BLACK,1
